disease_id,disease_name
35503,Cancer
93326,Hypertension
74770,Epilepsy
91520,Kidney Disease
68415,COPD
14159,Heart Disease
30732,Heart Disease
85410,Cancer
74684,Thyroid Disease
96086,Alzheimer
24986,Arthritis
40765,Epilepsy
40287,Heart Disease
18258,Alzheimer
29183,COPD
68271,Alzheimer
290,Kidney Disease
48318,Epilepsy
33522,Epilepsy
33487,Cancer
7976,COPD
10780,Obesity
1690,Heart Disease
63995,Diabetes
65235,Heart Disease
11880,COPD
87062,Alzheimer
84541,Heart Disease
63868,Cancer
40581,Asthma
8392,Diabetes
21254,Alzheimer
13392,Epilepsy
60435,Hepatitis
50278,Thyroid Disease
69722,Stroke
14984,Asthma
67395,COPD
70158,Diabetes
75824,Stroke
30384,Alzheimer
37645,Arthritis
28777,Alzheimer
6198,Kidney Disease
87291,Alzheimer
5814,Asthma
84296,Heart Disease
65531,Cancer
4142,COPD
22661,Hypertension
52436,Cancer
77712,Hypertension
25119,COPD
12910,Arthritis
29591,Glaucoma
87873,Asthma
25366,Glaucoma
94038,Epilepsy
30413,Kidney Disease
15328,Thyroid Disease
5136,Epilepsy
8028,Hepatitis
98761,Thyroid Disease
79929,Heart Disease
99630,Asthma
89411,COPD
54346,Stroke
75255,Stroke
4646,Alzheimer
90680,Hypertension
4309,Alzheimer
23510,Kidney Disease
85778,Hypertension
36287,Glaucoma
89166,Diabetes
13123,Cancer
62060,Obesity
24129,Kidney Disease
82400,COPD
906,Kidney Disease
34786,Hepatitis
17225,Cancer
65704,Alzheimer
92331,Asthma
48640,Arthritis
91348,Heart Disease
51747,Obesity
46515,Epilepsy
98141,Obesity
26494,Thyroid Disease
47018,Arthritis
84790,Diabetes
19333,Cancer
7536,Asthma
87832,Arthritis
33404,Thyroid Disease
74912,Epilepsy
53963,Arthritis
41505,Stroke
65552,Obesity
87579,Hypertension
43611,COPD
78687,Arthritis
35369,Heart Disease
21734,Asthma
83569,Hepatitis
48708,Glaucoma
8982,Heart Disease
86514,Arthritis
44576,Alzheimer
91314,Asthma
67732,Arthritis
65655,Obesity
60132,Epilepsy
60441,Glaucoma
16016,Arthritis
74427,Stroke
56561,Cancer
50978,Kidney Disease
2867,Alzheimer
78383,Thyroid Disease
28969,Arthritis
48347,Glaucoma
60033,Alzheimer
55475,Kidney Disease
9429,Thyroid Disease
98938,Hypertension
87509,Glaucoma
68087,Thyroid Disease
84093,Arthritis
21729,Arthritis
70822,Diabetes
52314,Thyroid Disease
84093,Asthma
80361,Thyroid Disease
80027,Kidney Disease
89825,Hypertension
59491,Thyroid Disease
91701,Stroke
75870,Thyroid Disease
76342,Obesity
83898,Alzheimer
61207,Heart Disease
90313,Heart Disease
34143,Alzheimer
49154,Alzheimer
30456,Cancer
9971,Glaucoma
28749,Asthma
74427,Heart Disease
42297,Arthritis
65632,Cancer
72129,Kidney Disease
30589,Obesity
56803,Epilepsy
10832,Diabetes
50144,Alzheimer
79732,Arthritis
51952,Epilepsy
5076,Diabetes
87555,Asthma
72883,Kidney Disease
32312,Alzheimer
30986,Diabetes
55559,Stroke
52664,Kidney Disease
29772,COPD
59614,Cancer
61835,Stroke
42067,Obesity
90965,Stroke
59288,Obesity
25614,Hypertension
80082,Hepatitis
36677,Stroke
7874,Asthma
79946,Hepatitis
26861,Kidney Disease
23182,Diabetes
44083,Hypertension
35860,Thyroid Disease
42344,Hepatitis
72892,Kidney Disease
64345,Obesity
91101,Asthma
13080,Hypertension
66659,Arthritis
84715,Hypertension
79964,Stroke
74107,Epilepsy
15092,Hepatitis
48910,Cancer
97092,Glaucoma
32429,Glaucoma
28355,Hypertension
18119,Asthma
81966,Glaucoma
18885,Cancer
23729,Glaucoma
73955,Hypertension
56502,Glaucoma
54402,Asthma
13646,COPD
91065,Kidney Disease
46344,Cancer
96736,COPD
52149,Stroke
86303,Epilepsy
55840,Cancer
53008,Diabetes
73841,Hypertension
50870,Obesity
77602,Arthritis
91236,Kidney Disease
82684,Heart Disease
38123,Heart Disease
52629,Hepatitis
19228,Glaucoma
1669,Thyroid Disease
56640,Diabetes
87091,Kidney Disease
23756,Epilepsy
10322,Kidney Disease
2360,Kidney Disease
65300,Glaucoma
60319,Hypertension
65154,Hypertension
68295,Asthma
56695,Obesity
89709,Hypertension
97660,COPD
75930,Asthma
63260,Stroke
38665,Obesity
53376,Cancer
56261,Obesity
54007,Alzheimer
42294,Epilepsy
23991,Hepatitis
6759,COPD
70120,Epilepsy
62878,Obesity
74155,Stroke
90626,Thyroid Disease
29500,Diabetes
48280,Obesity
93800,Arthritis
76246,Obesity
18745,Thyroid Disease
59680,Thyroid Disease
17329,Hepatitis
77581,Obesity
52151,Kidney Disease
42689,Heart Disease
59468,Hypertension
74397,Glaucoma
15765,Diabetes
23580,Thyroid Disease
3462,Hepatitis
22301,Kidney Disease
11364,Diabetes
65044,Epilepsy
27963,Thyroid Disease
49221,Cancer
94454,COPD
75333,Diabetes
88433,Cancer
41717,Diabetes
61449,Kidney Disease
38338,Arthritis
79533,Thyroid Disease
44922,COPD
62589,Stroke
72725,COPD
63868,Hepatitis
6899,Kidney Disease
69722,Alzheimer
62037,COPD
62222,Arthritis
89636,Alzheimer
52670,Thyroid Disease
21230,Obesity
77022,Asthma
89817,COPD
60843,Thyroid Disease
10977,Diabetes
49951,Heart Disease
8639,COPD
8639,Epilepsy
82306,Epilepsy
71527,Arthritis
50449,Alzheimer
83898,Heart Disease
95824,Cancer
57385,Alzheimer
13666,COPD
85672,Hypertension
64340,Heart Disease
33690,Asthma
82553,Hepatitis
31632,Hepatitis
7445,Hepatitis
42112,Glaucoma
39121,Heart Disease
4346,Alzheimer
36431,Arthritis
62286,Asthma
35577,Cancer
34191,Diabetes
32710,Hypertension
72563,Heart Disease
84046,Heart Disease
42601,Stroke
97647,COPD
40115,Arthritis
190,Diabetes
76615,Thyroid Disease
69147,Epilepsy
93871,Cancer
41814,Asthma
86437,COPD
86078,Cancer
59352,Arthritis
96012,Diabetes
45990,Diabetes
6111,Thyroid Disease
28907,Stroke
39446,Thyroid Disease
54808,Arthritis
32338,Stroke
55965,Glaucoma
64576,Arthritis
57215,Stroke
70204,COPD
61367,Obesity
56623,Asthma
61652,Cancer
5788,Diabetes
50572,Alzheimer
38144,Obesity
38665,Thyroid Disease
30485,Stroke
3841,Thyroid Disease
98813,Kidney Disease
62444,Glaucoma
53729,Obesity
1095,Stroke
64038,Thyroid Disease
23206,Hypertension
72561,Kidney Disease
4424,Glaucoma
57814,Heart Disease
212,COPD
54760,Hypertension
48245,Obesity
90215,Thyroid Disease
39876,Heart Disease
32311,Glaucoma
49390,Arthritis
18997,Hepatitis
14322,Thyroid Disease
19449,COPD
70236,Asthma
78928,Thyroid Disease
53381,Epilepsy
10775,Diabetes
30921,Arthritis
6058,Kidney Disease
90069,Diabetes
18333,Alzheimer
89408,Diabetes
46500,Glaucoma
82042,Hypertension
55871,Glaucoma
24004,Hypertension
96073,Cancer
90113,Glaucoma
1647,Cancer
93249,Thyroid Disease
72526,Arthritis
51173,Asthma
30671,Diabetes
66155,Hepatitis
58768,Heart Disease
97647,Stroke
77195,COPD
75539,Hepatitis
99977,Cancer
47843,Asthma
68869,Hepatitis
92766,Cancer
94611,Hypertension
11359,Hepatitis
63942,Thyroid Disease
36458,COPD
4910,Asthma
60398,Thyroid Disease
9592,Asthma
74781,Obesity
51369,Stroke
26130,Alzheimer
96321,Hepatitis
51851,Kidney Disease
42964,Arthritis
90185,COPD
73848,Heart Disease
18255,Alzheimer
42815,Asthma
12765,Hypertension
56102,Heart Disease
41211,Obesity
10675,Cancer
62662,Heart Disease
82623,Obesity
25553,Glaucoma
23186,Stroke
76001,Obesity
94270,Stroke
89399,Asthma
93739,Hypertension
66795,Heart Disease
48976,Asthma
50264,Obesity
22792,Asthma
9706,Asthma
50670,Asthma
19331,Cancer
70645,Asthma
56595,Arthritis
56987,Hypertension
50806,Epilepsy
69533,Kidney Disease
20863,Asthma
75460,Stroke
16430,Kidney Disease
48959,Hepatitis
41610,Hepatitis
36265,Asthma
53754,Diabetes
14314,Diabetes
29183,Obesity
37858,Glaucoma
90830,Arthritis
13646,Alzheimer
64828,Arthritis
76732,Diabetes
41814,Alzheimer
60732,Asthma
50686,Kidney Disease
13579,Alzheimer
29722,COPD
57711,Hypertension
10545,Hypertension
26671,Heart Disease
84597,Glaucoma
93476,Stroke
93064,Epilepsy
22744,Hepatitis
59224,Epilepsy
12223,Cancer
69604,Arthritis
79438,COPD
26585,COPD
31234,Thyroid Disease
61292,Hepatitis
674,Hypertension
44436,Obesity
1944,Obesity
403,Thyroid Disease
68820,Stroke
81353,Hepatitis
1706,Hepatitis
79330,Heart Disease
971,Obesity
25366,Glaucoma
50763,Asthma
91911,Diabetes
60217,Glaucoma
30658,Hypertension
33324,Thyroid Disease
67597,Thyroid Disease
74700,Hepatitis
56392,Arthritis
93404,Epilepsy
99883,Heart Disease
24247,Heart Disease
61112,Heart Disease
19056,Arthritis
99154,Epilepsy
29875,Arthritis
35058,Hypertension
62014,Arthritis
95435,Obesity
12767,Obesity
70822,Obesity
2026,Thyroid Disease
906,Cancer
47619,Epilepsy
99839,Heart Disease
64369,Glaucoma
52412,Alzheimer
84945,Stroke
37630,Stroke
48819,Thyroid Disease
20275,Kidney Disease
77785,COPD
18185,Glaucoma
97042,Glaucoma
8799,Hypertension
50829,Hypertension
93751,Glaucoma
40877,Hypertension
32020,Obesity
17837,Heart Disease
41360,Obesity
81626,Alzheimer
696,Alzheimer
57026,Hypertension
87406,Hepatitis
96321,Thyroid Disease
49857,Kidney Disease
49469,Epilepsy
36419,COPD
1215,Asthma
19560,Hypertension
15713,Glaucoma
70729,Heart Disease
87141,Diabetes
86825,Thyroid Disease
40785,Obesity
18702,Diabetes
36469,Alzheimer
14168,COPD
42290,COPD
53267,Stroke
11587,Glaucoma
95899,Hypertension
14065,Cancer
26494,Hepatitis
65099,Hepatitis
6352,Kidney Disease
82598,Alzheimer
95389,COPD
24668,Heart Disease
72877,Epilepsy
91652,Epilepsy
27608,Glaucoma
87798,Stroke
31721,Obesity
43666,Hepatitis
34381,Hepatitis
50926,Diabetes
77892,Thyroid Disease
94018,Thyroid Disease
52978,Arthritis
62873,Hepatitis
25426,COPD
20009,Obesity
21079,Obesity
50960,Kidney Disease
67287,Thyroid Disease
32698,Alzheimer
97092,Obesity
79607,Thyroid Disease
84039,Hypertension
74495,Asthma
84833,Arthritis
30507,Thyroid Disease
6018,Epilepsy
54404,Asthma
86832,Thyroid Disease
65470,Hepatitis
14241,Epilepsy
11443,Heart Disease
34339,Arthritis
93566,Alzheimer
58768,Cancer
34191,Kidney Disease
62139,Heart Disease
36934,Arthritis
45587,Hepatitis
18200,COPD
61355,Diabetes
52072,Stroke
18745,Hypertension
63278,Heart Disease
22939,Epilepsy
7855,Obesity
95076,Arthritis
32672,COPD
76917,Alzheimer
98868,COPD
16001,Diabetes
56629,Arthritis
99129,COPD
14492,Alzheimer
68296,Stroke
57536,Thyroid Disease
30690,Glaucoma
75297,Alzheimer
19068,Arthritis
51537,Hepatitis
37919,Cancer
64576,Epilepsy
28465,Arthritis
16814,Arthritis
39144,Cancer
88401,Heart Disease
35307,Stroke
26382,Epilepsy
80722,Alzheimer
45123,Hepatitis
23003,Kidney Disease
39357,Arthritis
64803,Glaucoma
64920,Thyroid Disease
52720,Asthma
42219,Hepatitis
49015,Epilepsy
57098,Diabetes
19472,COPD
78664,Glaucoma
47128,Diabetes
55119,COPD
98007,Cancer
99959,Hypertension
31554,Asthma
2046,COPD
21356,Arthritis
17877,Obesity
15238,Cancer
14273,Kidney Disease
2472,Cancer
72229,Kidney Disease
13995,Asthma
82940,Hepatitis
36326,Obesity
27968,Diabetes
17837,Thyroid Disease
84158,Glaucoma
86349,Heart Disease
87295,Thyroid Disease
46940,Epilepsy
85883,Kidney Disease
32239,Hepatitis
80255,Diabetes
23529,Hepatitis
9825,Kidney Disease
46690,Heart Disease
85951,COPD
37572,Kidney Disease
28004,COPD
51697,Stroke
69204,Heart Disease
96946,Alzheimer
18350,Heart Disease
53030,Arthritis
31117,Obesity
12560,Kidney Disease
22588,COPD
45238,Asthma
37971,Cancer
33144,Obesity
87295,Diabetes
35901,Kidney Disease
71582,COPD
64708,Asthma
4436,Heart Disease
31153,Arthritis
38665,Asthma
92091,Glaucoma
36186,Kidney Disease
21870,Thyroid Disease
70022,Epilepsy
28175,Thyroid Disease
626,Cancer
12833,Diabetes
44869,Heart Disease
17818,Alzheimer
35902,Asthma
74718,Hepatitis
30185,Asthma
62824,Alzheimer
6944,Hypertension
14857,COPD
58599,Glaucoma
48821,Asthma
60031,Thyroid Disease
91533,Glaucoma
44922,Asthma
12414,Kidney Disease
47781,Diabetes
12419,Heart Disease
48145,Kidney Disease
70756,Epilepsy
88816,Epilepsy
22312,Heart Disease
34834,Kidney Disease
86474,Hypertension
71358,Hepatitis
82737,Hypertension
82168,Glaucoma
54555,Kidney Disease
13684,Asthma
85207,COPD
60319,Diabetes
66497,Kidney Disease
12738,Diabetes
31282,Obesity
7970,Diabetes
64762,Epilepsy
47715,Diabetes
86549,Hepatitis
60686,Asthma
75442,Hepatitis
1290,Epilepsy
51435,Diabetes
99557,Glaucoma
3664,COPD
94175,Hepatitis
68349,Epilepsy
43457,Thyroid Disease
32143,Stroke
82400,Stroke
82853,Stroke
51502,Stroke
94340,Hepatitis
37025,Stroke
11533,COPD
89326,Alzheimer
33033,Stroke
9556,COPD
88895,Arthritis
16968,Alzheimer
27854,Thyroid Disease
41915,Thyroid Disease
68603,Kidney Disease
52710,Diabetes
24401,Kidney Disease
32211,Kidney Disease
3956,COPD
61712,Hypertension
72675,Hepatitis
82934,Alzheimer
92232,COPD
12196,Hepatitis
10623,Thyroid Disease
4301,Epilepsy
84492,Stroke
43970,Epilepsy
57307,Arthritis
44070,Stroke
36705,Alzheimer
22884,Hepatitis
23848,Asthma
9965,Heart Disease
90112,Alzheimer
40771,Asthma
59005,Alzheimer
75231,Epilepsy
80018,Stroke
21165,COPD
81919,Kidney Disease
38319,Alzheimer
4379,Obesity
47432,Kidney Disease
36630,Epilepsy
4138,Kidney Disease
20248,Alzheimer
25270,Arthritis
96761,COPD
4848,Heart Disease
14438,Asthma
52513,Hypertension
94214,Arthritis
71940,Kidney Disease
48944,Kidney Disease
38747,Thyroid Disease
65970,Hypertension
70528,Diabetes
95973,Alzheimer
51101,Asthma
93451,Epilepsy
90751,Hypertension
1041,Glaucoma
65069,Stroke
89477,Epilepsy
65669,Hepatitis
1889,Cancer
83701,Kidney Disease
96015,Stroke
52781,Arthritis
24581,Thyroid Disease
37567,Hepatitis
4449,Diabetes
28918,Asthma
63016,Diabetes
90963,COPD
72281,Hypertension
65809,Stroke
87982,Thyroid Disease
45672,Asthma
66778,Epilepsy
85698,Hepatitis
5478,Arthritis
57310,Obesity
52081,Arthritis
19617,Kidney Disease
40444,Hypertension
54636,Hepatitis
32839,Stroke
54439,Heart Disease
83579,Arthritis
32722,Obesity
89663,Obesity
72320,Cancer
41079,Cancer
59055,Epilepsy
16546,Arthritis
8509,Arthritis
89463,Kidney Disease
84346,Alzheimer
1095,Hepatitis
30131,COPD
54377,COPD
22644,Epilepsy
14984,Hypertension
46654,Alzheimer
91804,Cancer
66746,Kidney Disease
61225,Stroke
84446,Heart Disease
32521,Epilepsy
3560,Alzheimer
37353,Heart Disease
28231,Alzheimer
53485,Heart Disease
38152,Alzheimer
23144,Obesity
97897,Stroke
50815,Hypertension
26494,Diabetes
28704,Kidney Disease
37059,Glaucoma
88172,Heart Disease
10357,Hepatitis
97888,Heart Disease
75413,Cancer
90185,Alzheimer
52151,Arthritis
2511,Asthma
39868,Heart Disease
31599,Asthma
72470,Asthma
96667,Obesity
85196,Asthma
70137,Glaucoma
99630,Kidney Disease
76858,Asthma
72834,Thyroid Disease
59224,Kidney Disease
19154,Kidney Disease
91660,Epilepsy
41315,Arthritis
44082,Arthritis
99150,COPD
35058,Hypertension
93747,Cancer
24581,Asthma
90816,Obesity
80397,COPD
16124,Stroke
80214,Hypertension
87062,Heart Disease
30603,Hypertension
92545,Diabetes
7538,COPD
69713,Obesity
39824,Cancer
99443,Hepatitis
85710,Alzheimer
80179,COPD
34429,Epilepsy
49154,Hepatitis
97482,Obesity
35887,Kidney Disease
44191,Asthma
29450,Kidney Disease
84039,COPD
74541,Diabetes
98040,Glaucoma
65382,Heart Disease
44155,Heart Disease
8509,Alzheimer
67956,Diabetes
74890,Hypertension
65490,Diabetes
16877,COPD
83343,Kidney Disease
13704,Glaucoma
90300,Thyroid Disease
45887,Heart Disease
45973,Asthma
31599,Asthma
12579,Alzheimer
72165,Hypertension
85039,Stroke
66722,Glaucoma
90377,Hepatitis
35804,Heart Disease
4379,COPD
28255,Hepatitis
84469,Arthritis
21963,Epilepsy
83819,Asthma
6897,Cancer
76696,COPD
23306,Arthritis
38169,Asthma
90776,Thyroid Disease
2697,Heart Disease
5022,Epilepsy
18018,Asthma
35247,Hepatitis
19752,Stroke
55464,Epilepsy
92766,Epilepsy
1095,Thyroid Disease
43194,Obesity
65030,Cancer
51537,Kidney Disease
38499,Thyroid Disease
31942,Epilepsy
33540,COPD
18603,Thyroid Disease
24553,Hepatitis
81780,Asthma
18275,Glaucoma
4138,Kidney Disease
63722,Obesity
24403,Stroke
52354,Arthritis
99035,Asthma
64790,Kidney Disease
77841,Hypertension
42993,Thyroid Disease
60079,Obesity
7101,Diabetes
94410,Thyroid Disease
28304,Asthma
34510,Hepatitis
6038,Cancer
56606,Heart Disease
94638,Diabetes
72109,Stroke
27511,Alzheimer
53993,Arthritis
34153,Diabetes
45270,Diabetes
28918,Alzheimer
70851,Alzheimer
56798,Cancer
50572,Stroke
89939,Hepatitis
60903,Stroke
87866,Asthma
34442,Obesity
22983,Thyroid Disease
51043,COPD
46052,Kidney Disease
29895,Asthma
15655,Stroke
40115,Asthma
91810,COPD
19271,Heart Disease
48742,Glaucoma
67084,Kidney Disease
26581,Diabetes
73699,Hepatitis
42538,Asthma
96034,COPD
6145,Kidney Disease
28358,COPD
4679,Glaucoma
18845,Stroke
21704,Epilepsy
93407,Arthritis
19561,Asthma
10636,Stroke
43449,Epilepsy
72282,Heart Disease
32528,Glaucoma
55918,Epilepsy
73137,Hepatitis
36651,COPD
96247,Glaucoma
72462,Obesity
95349,Cancer
48299,Hepatitis
48819,Cancer
31056,Cancer
61316,Diabetes
43938,Hypertension
42846,Obesity
66968,Stroke
82166,Heart Disease
95498,Hepatitis
40287,Stroke
32837,Asthma
86838,Heart Disease
91882,Thyroid Disease
83564,Asthma
92295,COPD
96106,Stroke
63928,Arthritis
85039,Glaucoma
84250,Asthma
18377,Epilepsy
37946,Diabetes
64240,Asthma
53897,Glaucoma
19080,Hepatitis
93268,Stroke
23597,Hypertension
76114,Hepatitis
3808,Hypertension
29871,Kidney Disease
49650,Epilepsy
15035,Kidney Disease
55130,Thyroid Disease
43457,Diabetes
72105,Stroke
91351,Hepatitis
45270,COPD
57799,COPD
19200,Diabetes
23263,Stroke
93923,Heart Disease
60535,Cancer
36183,Alzheimer
96100,Thyroid Disease
77902,Thyroid Disease
22152,Cancer
41837,Obesity
70316,Cancer
5657,Epilepsy
96106,Kidney Disease
29113,Obesity
58833,Hepatitis
91104,Hepatitis
57469,Asthma
18993,Glaucoma
17397,Heart Disease
13780,Stroke
19234,Thyroid Disease
89538,Hepatitis
77292,Thyroid Disease
22111,Alzheimer
6329,Cancer
43723,Hepatitis
7038,Diabetes
49476,COPD
22825,Thyroid Disease
82215,Kidney Disease
50881,Heart Disease
82383,Hypertension
93817,Asthma
92545,Asthma
29772,Alzheimer
15397,Heart Disease
35437,Epilepsy
67691,Diabetes
94657,Heart Disease
3364,Stroke
91788,Stroke
49048,Obesity
35133,Epilepsy
72135,Kidney Disease
39687,Thyroid Disease
48374,Cancer
57578,Obesity
26855,Obesity
24660,COPD
97511,Alzheimer
20646,Kidney Disease
88704,Arthritis
57326,Kidney Disease
73929,Kidney Disease
462,Diabetes
61225,Alzheimer
26899,COPD
80613,Kidney Disease
51664,Cancer
46515,Kidney Disease
33611,Heart Disease
45953,Diabetes
83429,COPD
2421,Hepatitis
16150,Glaucoma
19087,Cancer
20978,COPD
27473,COPD
93844,Thyroid Disease
97019,Epilepsy
56000,Heart Disease
55755,Diabetes
10052,Stroke
40948,Epilepsy
96617,Hypertension
58310,Arthritis
97482,Cancer
35581,COPD
49832,Asthma
72225,Obesity
17397,Hepatitis
89096,Arthritis
77221,Epilepsy
16777,Hepatitis
66722,Heart Disease
22825,Kidney Disease
14065,Heart Disease
24577,Arthritis
10193,Heart Disease
81582,Diabetes
21815,Diabetes
22482,Obesity
62850,COPD
68478,COPD
19087,Asthma
10426,Obesity
38738,Hepatitis
88379,Heart Disease
67143,Kidney Disease
33550,Cancer
93926,Stroke
39126,Kidney Disease
95817,Arthritis
24348,Obesity
4251,Arthritis
43650,Diabetes
36052,Hepatitis
66793,Epilepsy
48908,Heart Disease
74000,Thyroid Disease
45229,Thyroid Disease
28465,Asthma
38254,Thyroid Disease
74504,Heart Disease
39257,Glaucoma
72883,Hypertension
48021,Hepatitis
7775,Thyroid Disease
81559,Kidney Disease
62344,Arthritis
16847,Hepatitis
87697,Epilepsy
24944,Asthma
53849,Hepatitis
10708,Glaucoma
33844,Asthma
42858,Epilepsy
21648,Obesity
61110,Thyroid Disease
9007,Heart Disease
14272,COPD
1262,Obesity
20722,Kidney Disease
57873,COPD
62002,Diabetes
65732,Obesity
47487,Asthma
64867,Cancer
90637,Epilepsy
75043,Glaucoma
97487,Hepatitis
96335,Epilepsy
23789,Glaucoma
49573,Obesity
75708,Kidney Disease
92993,Kidney Disease
349,Heart Disease
41360,Cancer
27065,Stroke
92895,Hypertension
55274,Obesity
96166,Asthma
41533,Glaucoma
43865,Epilepsy
35373,Epilepsy
20016,Epilepsy
71041,Kidney Disease
88287,Hypertension
76416,Thyroid Disease
14838,Obesity
45831,Glaucoma
74035,Epilepsy
63488,COPD
67056,Diabetes
79851,Hepatitis
48163,Diabetes
98901,Arthritis
40543,Kidney Disease
14241,Arthritis
817,Diabetes
67224,Hypertension
3482,Hypertension
16295,Kidney Disease
50278,Kidney Disease
76556,Stroke
43730,Kidney Disease
18955,Kidney Disease
75743,COPD
61112,Arthritis
63369,Cancer
97094,COPD
3462,Hypertension
19554,Alzheimer
4999,Heart Disease
69604,Epilepsy
72564,Glaucoma
91424,Hepatitis
19301,Epilepsy
94998,Heart Disease
14107,Glaucoma
78259,Obesity
64981,COPD
73729,Heart Disease
45226,Asthma
26039,Alzheimer
56009,Obesity
80145,Thyroid Disease
44747,Diabetes
21769,Diabetes
152,Thyroid Disease
32582,Hepatitis
90159,Hypertension
57525,Heart Disease
19701,Hepatitis
1331,Obesity
1231,Glaucoma
74495,Obesity
99327,Asthma
68846,Arthritis
34786,Arthritis
4799,Obesity
7736,Diabetes
62219,Diabetes
38089,Alzheimer
16805,Arthritis
9295,Heart Disease
72916,Arthritis
34671,Diabetes
19154,Epilepsy
88250,Cancer
74842,Stroke
92279,Arthritis
70326,COPD
35990,Arthritis
46203,Hepatitis
83429,Glaucoma
10944,Thyroid Disease
10074,Hepatitis
95896,Heart Disease
88804,Diabetes
92593,Hepatitis
27591,Kidney Disease
56622,COPD
83724,Hypertension
49540,Alzheimer
41164,Obesity
617,Hepatitis
36446,Cancer
32200,Cancer
18603,Heart Disease
21052,Hepatitis
29603,Epilepsy
27690,Heart Disease
62028,Obesity
88111,Cancer
52272,Obesity
75597,Asthma
78281,Glaucoma
75132,Kidney Disease
62080,Arthritis
92979,Hypertension
96481,Arthritis
76668,Arthritis
41453,Hepatitis
45494,Thyroid Disease
7547,Diabetes
85146,COPD
49467,Thyroid Disease
33386,Obesity
31302,Diabetes
73346,Glaucoma
44238,Kidney Disease
12280,COPD
99171,Asthma
73524,Heart Disease
63805,Kidney Disease
97449,Arthritis
37601,COPD
13325,Arthritis
29335,Arthritis
78168,Heart Disease
31234,Stroke
72725,Obesity
10535,Hepatitis
60004,Kidney Disease
67530,Alzheimer
14585,Glaucoma
22660,Hypertension
27604,Hepatitis
94104,Thyroid Disease
58613,Hypertension
11871,Arthritis
46878,Thyroid Disease
24428,Arthritis
46402,Obesity
65838,Epilepsy
32268,Kidney Disease
31455,Stroke
34750,Epilepsy
41092,Hepatitis
25320,Epilepsy
92576,Hypertension
89869,Alzheimer
72371,Epilepsy
55478,Obesity
44113,Heart Disease
41035,Alzheimer
42183,Arthritis
29400,Hypertension
1947,Thyroid Disease
34929,Kidney Disease
88121,Thyroid Disease
41688,Stroke
53354,Kidney Disease
68644,Stroke
91423,Stroke
58085,Diabetes
69149,Hypertension
30907,Thyroid Disease
25044,Cancer
4200,Stroke
35580,Alzheimer
76262,Alzheimer
60716,Hypertension
99976,Kidney Disease
27618,Alzheimer
60567,Arthritis
18322,Arthritis
31525,Arthritis
27699,Hepatitis
92998,Hepatitis
65073,Thyroid Disease
46405,Obesity
34119,Diabetes
35861,COPD
16809,Hypertension
66426,Thyroid Disease
90159,Hypertension
34282,Hypertension
76888,Stroke
47722,Asthma
64688,Asthma
74584,Diabetes
73152,Diabetes
44123,Thyroid Disease
44869,Hepatitis
70370,Hepatitis
13256,Epilepsy
61693,Epilepsy
50296,Cancer
21866,Hepatitis
8793,Heart Disease
39705,Heart Disease
82459,Asthma
26518,Alzheimer
95355,Heart Disease
39085,Obesity
91533,Stroke
9288,Thyroid Disease
57124,Cancer
28698,Epilepsy
54321,Heart Disease
96667,Asthma
82479,Asthma
70088,Epilepsy
13191,Arthritis
51067,Stroke
99873,Alzheimer
85039,Epilepsy
92429,Cancer
30475,Hepatitis
23431,Kidney Disease
62638,Stroke
99715,Stroke
41102,Glaucoma
40763,Hypertension
6982,Hepatitis
98020,Diabetes
92466,Hepatitis
77679,Diabetes
20327,Stroke
40948,Glaucoma
59271,Arthritis
29329,Hypertension
33305,Obesity
23298,Glaucoma
34339,Asthma
80021,Stroke
75457,Arthritis
60762,Glaucoma
53338,COPD
34313,Epilepsy
26280,Thyroid Disease
40877,Thyroid Disease
34102,Epilepsy
28666,Stroke
13678,Hepatitis
33029,Alzheimer
32839,Asthma
62817,Hepatitis
62824,Hepatitis
86168,Kidney Disease
11484,Alzheimer
81904,Stroke
3217,Heart Disease
76141,Hypertension
29130,Diabetes
37990,Hypertension
33019,Obesity
4017,Glaucoma
37854,Arthritis
59500,Hypertension
533,Epilepsy
93326,Asthma
43788,Epilepsy
89125,Thyroid Disease
39489,Epilepsy
11359,Hypertension
21769,Thyroid Disease
91804,Hepatitis
4224,Hypertension
63714,COPD
37593,Kidney Disease
76272,Hypertension
55703,Kidney Disease
95774,Diabetes
77582,Arthritis
81626,Alzheimer
28023,Arthritis
49934,COPD
97695,Epilepsy
42027,Kidney Disease
31302,Obesity
75039,Alzheimer
68607,Heart Disease
50208,Thyroid Disease
87836,Kidney Disease
36247,Obesity
42972,Alzheimer
48796,Arthritis
80626,Epilepsy
32779,Glaucoma
14214,Stroke
14652,Arthritis
79533,Glaucoma
65073,Glaucoma
90637,Hypertension
61919,Hepatitis
16859,Asthma
93809,Obesity
42846,Hepatitis
43611,Heart Disease
26425,Stroke
80613,COPD
83896,Heart Disease
79254,Glaucoma
97511,Diabetes
85277,Glaucoma
21769,COPD
2867,COPD
5593,Alzheimer
30938,Stroke
74839,Cancer
88129,Asthma
41972,Stroke
60404,Kidney Disease
93751,Obesity
4326,Cancer
34119,Obesity
72015,Kidney Disease
17801,Stroke
67542,Stroke
38494,Thyroid Disease
35832,Glaucoma
41035,Asthma
25010,Obesity
61469,Thyroid Disease
71222,Obesity
53378,Asthma
91348,Obesity
27385,Stroke
13990,Obesity
