payment_id,method,amount,payment_date,payment_status,transaction_id
14074,cash,777.99,5/10/2023 16:07,failed,89857
14076,insurance,1855.14,2/15/2023 19:13,completed,30497
14077,insurance,2249.64,2/23/2023 22:04,pending,3995
14093,debit_card,270.07,4/29/2023 22:38,failed,42960
14095,credit_card,769.26,4/8/2023 7:23,completed,38198
14110,online,1201.29,6/1/2023 7:50,completed,26187
14127,online,459.22,1/7/2023 19:30,completed,30407
14131,online,3076.14,1/12/2023 22:28,refunded,86479
14134,insurance,113.37,6/22/2023 9:09,pending,44669
14156,cash,1808.86,2/7/2023 9:05,pending,78010
14168,online,2371.2,5/20/2023 5:53,completed,5075
14169,cash,209.12,6/25/2023 8:28,failed,44077
14199,insurance,791.4,5/17/2023 22:28,pending,93031
14239,online,787.15,4/30/2023 16:45,refunded,59183
14246,credit_card,668.04,12/27/2023 3:07,pending,86019
14249,online,4305.87,10/5/2023 16:16,refunded,27946
14250,credit_card,3391.62,9/12/2023 9:25,pending,28702
14267,credit_card,3742.78,10/21/2023 11:37,failed,39755
14282,insurance,4208.76,5/15/2023 2:05,refunded,72887
14283,cash,1512.57,2/26/2023 13:40,pending,21544
14302,credit_card,4355.86,2/1/2023 5:44,completed,95915
14307,cash,3002.92,3/16/2023 7:50,refunded,49895
14312,insurance,2515.93,11/13/2023 2:00,failed,21774
14334,credit_card,4162.82,3/1/2023 23:23,failed,14683
14335,credit_card,4039.91,10/7/2023 21:34,failed,86193
14336,cash,888.63,7/27/2023 1:31,failed,86517
14337,credit_card,210.76,1/17/2023 10:39,failed,2279
14347,cash,4110.31,8/4/2023 0:21,pending,96462
14354,insurance,1757.89,3/18/2023 8:19,refunded,51018
14367,debit_card,2493.1,9/18/2023 17:10,failed,15720
14383,cash,3001.43,7/13/2023 5:24,pending,72911
14394,insurance,4463.09,4/8/2023 10:24,completed,48605
14399,debit_card,4574.55,2/22/2023 1:12,failed,88102
14401,online,434.79,9/17/2023 16:31,refunded,83903
14404,credit_card,2533.61,3/11/2023 10:41,failed,57807
14408,online,3218.53,8/29/2023 14:59,failed,3379
14416,insurance,1160.56,9/6/2023 23:14,failed,53317
14433,insurance,966.37,2/28/2023 18:58,completed,60643
14438,cash,1328.71,1/22/2023 16:28,refunded,45789
14441,online,3522.99,3/4/2023 10:08,completed,61898
14449,credit_card,92.77,6/14/2023 0:58,refunded,27862
14475,insurance,4109.62,9/24/2023 10:37,failed,48887
14476,debit_card,3684.9,1/27/2023 1:39,failed,59910
14491,debit_card,4576.84,1/17/2023 1:27,pending,7785
14500,cash,2115.37,7/27/2023 18:01,failed,23412
14515,credit_card,4154.44,2/17/2023 0:08,pending,54842
14519,cash,3055.99,10/30/2023 2:37,refunded,1803
14526,credit_card,397.15,2/27/2023 10:44,pending,93528
14528,online,303.17,9/11/2023 5:13,failed,33205
14532,credit_card,817.81,8/1/2023 3:06,failed,34478
14536,cash,4774.21,12/1/2023 16:56,completed,7008
14539,cash,1817.51,12/21/2023 18:37,pending,80028
14543,credit_card,3403.45,7/27/2023 6:58,completed,62123
14544,online,3975.09,5/20/2023 9:29,failed,60994
14545,insurance,2182.5,12/28/2023 9:56,pending,87674
14553,online,270.21,6/21/2023 18:00,completed,98281
14566,credit_card,4478.99,2/13/2023 18:44,pending,93414
14569,online,2818.23,10/20/2023 13:00,refunded,43418
14583,cash,1348.04,2/26/2023 17:49,completed,84207
14591,debit_card,2802.19,3/16/2023 19:59,pending,25982
14599,online,2795.12,2/2/2023 10:43,completed,97069
14621,online,3831.51,4/17/2023 20:01,completed,20730
14638,cash,1407.09,5/11/2023 0:53,pending,4798
14651,cash,2627.57,9/20/2023 19:20,failed,48033
14663,insurance,4498.53,1/28/2023 9:19,completed,90573
14664,insurance,2936.3,12/27/2023 13:02,refunded,71302
14669,debit_card,1958.1,2/2/2023 18:39,pending,80608
14671,credit_card,2686.9,7/27/2023 20:01,refunded,65568
14673,insurance,4255.53,5/20/2023 3:27,failed,13863
14681,debit_card,3336.89,7/20/2023 2:31,failed,78275
14710,debit_card,811.18,5/17/2023 5:08,completed,4901
14728,cash,3227.86,9/27/2023 4:59,failed,31856
14744,cash,3812.03,11/4/2023 21:14,refunded,19405
14747,online,3456.37,3/19/2023 23:34,pending,92788
14764,insurance,3898.05,5/1/2023 8:51,completed,95829
14771,online,3989.43,8/7/2023 18:02,completed,69712
14778,cash,1059.98,7/10/2023 22:35,refunded,34850
14780,online,3397.69,4/13/2023 10:20,completed,63648
14787,insurance,250.51,2/1/2023 0:11,completed,74879
14789,insurance,407.59,8/17/2023 4:35,completed,55824
14790,online,517.74,1/12/2023 17:27,completed,86533
14801,debit_card,4803.3,3/27/2023 21:23,failed,56906
14809,credit_card,375.64,5/17/2023 17:56,failed,49398
14832,cash,1576.38,7/31/2023 5:13,failed,90504
14835,debit_card,737.37,7/6/2023 0:24,failed,31061
14858,cash,2700.75,8/30/2023 15:33,completed,19221
14869,debit_card,820.85,1/10/2023 10:22,refunded,24385
14884,credit_card,4513.53,8/25/2023 5:59,pending,98602
14890,credit_card,2694.36,10/16/2023 7:03,completed,88335
14906,insurance,1628.99,11/12/2023 14:52,pending,34282
14920,debit_card,1248.81,5/26/2023 21:11,pending,59839
14928,online,3499.19,5/6/2023 2:54,completed,84567
14930,credit_card,3187.02,10/9/2023 7:50,completed,17944
14934,cash,4168,12/29/2023 10:10,refunded,58467
14944,insurance,1528.57,5/2/2023 18:50,refunded,76905
14945,debit_card,1791.3,7/13/2023 3:21,pending,25415
14953,online,3530,10/27/2023 6:00,refunded,52521
14960,online,2870,6/7/2023 20:49,refunded,35257
14965,cash,3784.89,6/30/2023 23:02,failed,80691
14969,credit_card,3184.57,4/8/2023 12:16,pending,71186
14973,cash,3138.22,1/8/2023 17:59,refunded,4424
14980,cash,1761.96,1/31/2023 1:44,failed,4868
14997,credit_card,1253.58,11/18/2023 13:06,failed,7973
14999,insurance,2329.62,6/23/2023 5:56,refunded,78522
15027,cash,1114.41,3/7/2023 11:38,pending,24368
15031,credit_card,3886.63,9/16/2023 2:41,refunded,17888
15036,cash,1784.03,9/1/2023 11:50,completed,58414
15045,insurance,3448.07,11/24/2023 1:55,completed,3866
15058,insurance,3849.5,10/5/2023 14:07,refunded,75248
15060,credit_card,3313.62,6/4/2023 14:08,failed,57927
15075,cash,4759,11/11/2023 13:21,failed,91875
15095,cash,910.28,6/20/2023 11:20,failed,9869
15097,credit_card,2925.33,1/20/2023 8:12,failed,4677
15127,cash,2804.19,9/10/2023 6:41,pending,58328
15130,insurance,2051.8,11/2/2023 7:08,pending,39084
15143,debit_card,3617.1,8/9/2023 0:00,failed,54055
15146,insurance,4763.81,3/17/2023 10:29,refunded,15476
15149,online,1819.65,6/9/2023 9:57,completed,48196
15157,insurance,675.36,5/21/2023 5:04,refunded,75574
15181,cash,571.02,3/30/2023 2:59,completed,72683
15194,online,1486.4,12/20/2023 3:32,failed,52976
15198,cash,4249.4,2/13/2023 23:55,completed,65701
15202,debit_card,3425.22,6/15/2023 0:39,refunded,79800
15205,debit_card,915.56,3/15/2023 23:50,refunded,17725
15207,insurance,1894.81,12/29/2023 6:04,refunded,64868
15212,cash,2109.41,7/12/2023 12:11,failed,75892
15213,insurance,4048.4,10/30/2023 14:23,pending,95702
15216,credit_card,754.71,2/6/2023 23:02,pending,18245
15218,debit_card,87.81,7/28/2023 12:19,pending,16700
15229,credit_card,1854.96,9/7/2023 22:18,completed,9102
15238,credit_card,118.19,12/1/2023 3:44,refunded,23920
15244,credit_card,2400.16,11/30/2023 4:52,refunded,25772
15254,online,843.52,9/1/2023 9:48,pending,8580
15271,online,2921.77,9/29/2023 16:03,completed,2355
15279,online,4830.53,7/23/2023 1:12,pending,24721
15289,debit_card,2120.03,2/2/2023 4:08,refunded,51456
15292,online,2438.3,2/20/2023 21:05,failed,4877
15301,debit_card,3749.44,10/17/2023 23:09,refunded,20751
15307,credit_card,4285.29,10/31/2023 11:17,failed,50749
15313,insurance,4153.73,4/28/2023 19:02,pending,45114
15319,online,3185.94,4/23/2023 3:24,refunded,52642
15325,debit_card,1446.69,4/29/2023 11:27,pending,48932
15331,credit_card,3929.26,1/6/2023 10:11,completed,276
15365,debit_card,4318.31,7/16/2023 9:44,pending,2408
15376,credit_card,4029.15,9/29/2023 20:44,failed,98871
15408,online,2636.9,11/24/2023 1:39,failed,26588
15429,debit_card,4265.18,2/23/2023 18:07,refunded,58840
15431,online,855.72,4/13/2023 21:43,pending,13928
15435,debit_card,3955.93,4/6/2023 6:52,completed,34116
15442,debit_card,3334.61,9/29/2023 3:58,completed,85912
15448,online,1101.86,3/28/2023 20:10,refunded,15328
15453,debit_card,4072.59,2/21/2023 22:07,failed,52623
15455,online,1859.85,4/5/2023 3:34,completed,11591
15495,debit_card,1464.33,6/19/2023 9:41,refunded,20934
15501,debit_card,835.04,11/1/2023 4:37,refunded,4115
15533,insurance,612.81,3/23/2023 17:05,completed,26626
15534,online,1768.53,1/2/2023 2:14,refunded,4119
15538,debit_card,1238.65,4/15/2023 18:35,completed,63784
15549,credit_card,2584.81,3/6/2023 23:08,completed,70419
15551,online,3911.42,2/21/2023 15:27,refunded,25002
15558,cash,1099.91,9/4/2023 20:47,refunded,14051
15571,debit_card,2028.74,3/29/2023 16:06,completed,64045
15587,debit_card,2168.42,11/27/2023 16:54,refunded,5672
15611,debit_card,250.96,3/4/2023 6:48,refunded,5978
15619,cash,847.92,8/25/2023 18:26,completed,59198
15631,credit_card,3128.06,2/15/2023 4:04,completed,22431
15637,insurance,2147.77,2/10/2023 13:31,completed,86009
15640,cash,141.32,1/19/2023 10:52,completed,71172
15641,credit_card,931.9,12/10/2023 15:45,refunded,3823
15674,credit_card,12.71,5/16/2023 20:17,refunded,96070
15675,debit_card,967.31,8/25/2023 14:22,failed,46727
15681,insurance,4403.47,11/8/2023 22:46,completed,82350
15712,online,4032.16,12/1/2023 22:45,completed,88580
15725,debit_card,4872.25,2/1/2023 10:40,refunded,79257
15728,insurance,2407.53,2/12/2023 10:51,failed,87659
15760,debit_card,2130.03,6/14/2023 6:28,refunded,46668
15761,debit_card,1196.44,1/29/2023 21:38,pending,95668
15771,online,1187.73,12/1/2023 15:56,pending,97551
15789,insurance,366.25,2/18/2023 3:44,refunded,5028
15791,online,3945.2,1/29/2023 1:01,pending,57350
15806,online,2943.79,12/26/2023 16:31,pending,55353
15807,debit_card,2508.23,4/19/2023 16:06,refunded,56670
15809,credit_card,3168.65,7/14/2023 21:53,failed,63591
15812,cash,1951.07,7/9/2023 23:49,completed,76076
15818,debit_card,3484.92,7/24/2023 13:28,completed,63748
15825,insurance,4154.96,7/15/2023 1:50,pending,27215
15826,cash,404.77,12/5/2023 14:22,failed,51497
15830,credit_card,2417.95,9/19/2023 11:38,pending,78019
15857,debit_card,2378.38,9/18/2023 13:11,completed,79557
15861,cash,4075.22,1/9/2023 18:37,failed,11321
15862,credit_card,4740.72,6/24/2023 6:59,refunded,92617
15869,insurance,2598.22,3/17/2023 9:06,pending,9350
15874,credit_card,3403.45,11/2/2023 9:31,pending,76856
15890,cash,2892.02,5/8/2023 19:07,failed,89074
15894,credit_card,4704.12,3/11/2023 7:13,failed,58653
15913,debit_card,2516.5,11/3/2023 21:06,refunded,80999
15917,cash,4799.34,9/27/2023 12:46,failed,88396
15919,cash,4524.85,1/5/2023 8:27,completed,29135
15927,cash,2759.55,9/11/2023 10:07,completed,51795
15931,insurance,2808.54,11/12/2023 21:56,failed,60325
15937,credit_card,429.39,3/12/2023 4:41,pending,3873
15953,credit_card,1628.07,9/5/2023 13:59,completed,61156
15989,insurance,4852.76,5/24/2023 11:28,failed,77376
15993,credit_card,143.93,9/10/2023 20:11,pending,35968
16015,insurance,1725.64,4/2/2023 6:01,completed,65178
16030,online,1650.47,1/4/2023 12:09,refunded,90215
16049,insurance,4751.41,2/15/2023 23:34,failed,35319
16059,credit_card,1650.02,1/16/2023 12:59,refunded,60423
16080,cash,3929.62,2/8/2023 23:25,refunded,37022
16083,debit_card,4439.5,6/21/2023 3:21,refunded,69717
16090,online,4799.11,3/26/2023 18:20,failed,55666
16127,debit_card,3926.96,1/15/2023 5:57,failed,75377
16131,cash,889.21,1/8/2023 17:16,failed,5836
16134,debit_card,1961.22,8/31/2023 5:36,refunded,70063
16136,online,2306.85,10/31/2023 15:11,failed,49166
16144,online,3563.41,11/13/2023 23:40,failed,83792
16147,online,4627.53,6/7/2023 9:02,completed,83387
16152,online,3130.37,1/16/2023 4:55,completed,75067
16153,cash,3721.9,11/13/2023 5:50,completed,42613
16160,cash,1715.23,11/18/2023 14:32,completed,63899
16175,online,4143.9,9/2/2023 12:24,pending,91057
16202,credit_card,319.39,6/19/2023 14:07,refunded,68121
16207,cash,3796.7,5/8/2023 6:08,failed,26703
16216,cash,981.49,2/6/2023 18:59,completed,64626
16217,online,2277.81,3/8/2023 11:21,refunded,27827
16223,credit_card,1932.85,7/18/2023 3:41,refunded,79489
16224,insurance,627.97,8/23/2023 9:14,refunded,11161
16228,cash,1357.92,1/18/2023 8:59,pending,85322
16236,insurance,1390.63,9/5/2023 22:44,failed,31711
16241,insurance,2707.7,1/20/2023 1:58,pending,42799
16254,online,3037.59,9/13/2023 20:15,failed,9932
16260,credit_card,1508.71,2/7/2023 17:15,refunded,34406
16264,debit_card,4513.73,10/2/2023 6:38,refunded,27192
16268,insurance,4038.12,8/12/2023 9:15,failed,94683
16272,credit_card,30.75,7/14/2023 14:44,refunded,51229
16274,cash,2272.63,7/8/2023 14:08,refunded,39862
16293,debit_card,4093.66,4/22/2023 17:02,failed,86609
16295,insurance,4153.88,11/29/2023 16:05,completed,4895
16309,credit_card,1263.89,12/18/2023 19:27,pending,72179
16310,insurance,14.21,5/8/2023 14:57,completed,60810
16317,debit_card,1049.15,7/10/2023 2:24,refunded,64072
16327,cash,1424.2,8/13/2023 7:49,pending,56219
16334,debit_card,1180.12,9/19/2023 23:46,failed,39363
16342,cash,255.18,4/11/2023 17:47,refunded,44846
16343,credit_card,3532.38,2/22/2023 16:22,refunded,20780
16351,online,2039.84,6/13/2023 8:09,failed,75030
16391,online,408.13,1/1/2023 2:59,failed,75218
16396,cash,791.7,1/11/2023 16:32,refunded,34667
16420,debit_card,2696.59,12/3/2023 23:03,failed,32105
16424,cash,1891.51,9/18/2023 20:42,failed,86797
16426,cash,4145.58,12/20/2023 22:42,completed,84192
16429,cash,2944.94,3/18/2023 9:10,pending,10302
16455,online,1011.23,2/18/2023 21:02,refunded,9403
16456,online,4233.94,3/27/2023 15:31,pending,35635
16457,insurance,159.4,2/3/2023 9:36,completed,77677
16483,credit_card,3925.25,2/16/2023 17:37,refunded,62296
16484,credit_card,3315.8,1/24/2023 11:35,completed,35102
16505,online,2554.66,10/14/2023 11:02,failed,26896
16522,credit_card,610.42,9/22/2023 13:12,pending,82958
16529,cash,744.9,2/24/2023 8:31,pending,9626
16538,debit_card,2810.65,10/30/2023 11:56,refunded,38658
16546,insurance,4498.94,10/20/2023 23:04,completed,27117
16547,cash,1528.25,10/14/2023 8:06,pending,66917
16551,cash,154.06,8/21/2023 4:25,completed,98669
16552,credit_card,2850.84,4/27/2023 5:41,refunded,19398
16555,debit_card,3928.46,7/9/2023 4:32,completed,78855
16558,insurance,947.97,7/3/2023 13:11,completed,82764
16577,credit_card,2282.61,6/10/2023 11:36,pending,48453
16616,online,3605.92,9/12/2023 20:54,refunded,77928
16617,cash,2471.22,11/24/2023 21:39,refunded,30112
16670,debit_card,1943.77,11/1/2023 22:55,failed,75950
16688,credit_card,1558.61,7/16/2023 14:06,completed,9078
16704,debit_card,2162.17,1/16/2023 5:25,failed,47795
16705,cash,1562.86,5/27/2023 10:38,completed,72999
16728,insurance,2780.33,12/23/2023 23:35,completed,70008
16755,credit_card,612.74,3/11/2023 18:45,failed,72154
16757,cash,108.2,3/13/2023 7:14,refunded,10372
16760,online,1614.97,7/1/2023 17:06,refunded,36831
16791,online,4723.84,12/10/2023 16:07,failed,35922
16803,debit_card,804.37,4/28/2023 12:38,failed,70777
16808,debit_card,1174.46,5/19/2023 4:16,refunded,8714
16814,credit_card,3677.53,6/29/2023 8:46,failed,61268
16827,online,3827.33,2/7/2023 16:38,pending,86182
16846,debit_card,1435.96,10/21/2023 11:11,completed,31845
16847,online,4234.71,4/16/2023 14:17,refunded,5163
16864,insurance,1052.36,12/21/2023 22:19,failed,51629
16877,credit_card,2887.31,2/5/2023 4:05,pending,66512
16880,cash,58.26,2/3/2023 11:31,completed,43456
16883,insurance,3693.49,1/7/2023 5:30,completed,77516
16891,insurance,2651.65,5/1/2023 8:43,refunded,59525
16899,insurance,3276.19,2/7/2023 9:15,failed,65973
16920,cash,4905.9,3/5/2023 1:52,failed,20488
16932,online,4873.53,5/19/2023 9:29,pending,92231
16943,credit_card,3649.9,9/24/2023 1:26,completed,84026
16947,cash,1483.39,3/21/2023 5:55,refunded,86311
16950,insurance,182.19,3/18/2023 22:30,failed,84363
16960,debit_card,488.5,1/30/2023 9:48,failed,91586
16961,cash,3491.24,8/12/2023 16:05,refunded,83032
16970,online,3226.16,11/5/2023 3:06,failed,50507
17009,online,4011.96,8/11/2023 17:58,completed,11300
17010,debit_card,844.43,11/22/2023 7:51,failed,88715
17027,credit_card,3569.55,5/17/2023 20:22,refunded,84922
17038,insurance,3774.68,7/16/2023 15:19,refunded,22871
17042,insurance,3920.93,4/11/2023 11:40,failed,10038
17065,cash,1952.04,6/6/2023 23:54,refunded,27080
17079,credit_card,2284.55,5/1/2023 13:27,pending,97162
17088,cash,46.05,10/5/2023 9:07,pending,63035
17111,cash,812.81,12/24/2023 23:06,completed,83160
17112,cash,4591.47,10/5/2023 14:15,refunded,63790
17123,credit_card,2926.73,7/3/2023 5:09,completed,54778
17132,online,3119.44,3/28/2023 4:26,pending,34208
17133,insurance,4943.44,3/14/2023 2:53,failed,52505
17145,online,4799.68,11/7/2023 23:03,pending,24159
17146,cash,550.93,8/20/2023 21:49,refunded,34335
17151,insurance,1336.75,3/30/2023 6:37,completed,48434
17154,credit_card,218.73,9/2/2023 11:53,failed,39321
17187,credit_card,4544.77,8/22/2023 22:11,pending,15169
17188,credit_card,2630.25,12/23/2023 10:55,completed,89916
17196,cash,1451.86,2/17/2023 12:47,refunded,57528
17200,credit_card,458.93,12/3/2023 2:54,failed,62851
17206,debit_card,2785.19,7/11/2023 17:37,pending,22361
17219,cash,3813.69,9/5/2023 7:33,failed,50816
17224,debit_card,526.97,2/2/2023 19:24,completed,38680
17239,cash,3205.16,8/7/2023 22:17,failed,5670
17253,debit_card,4575.14,10/3/2023 19:50,completed,35609
17273,debit_card,642.81,9/29/2023 6:57,completed,77395
17274,credit_card,1520.74,2/3/2023 19:42,pending,91566
17275,debit_card,763.28,1/6/2023 9:49,pending,31186
17277,insurance,1077.84,12/23/2023 10:23,failed,37417
17284,insurance,2870.99,11/27/2023 9:46,pending,36791
17289,online,3206.7,11/9/2023 17:28,pending,16470
17301,credit_card,3968.24,9/27/2023 11:45,refunded,79325
17321,cash,386.83,3/14/2023 19:57,completed,24887
17327,credit_card,2323.41,11/26/2023 6:13,pending,72973
17336,insurance,4115.29,11/14/2023 16:36,completed,23567
17351,insurance,1912.64,7/7/2023 10:08,refunded,69377
17355,debit_card,2099.97,1/3/2023 16:43,failed,54879
17361,credit_card,4881.27,12/6/2023 16:57,completed,9016
17373,cash,342.07,7/10/2023 5:03,failed,27227
17383,cash,4392.65,4/18/2023 9:07,refunded,8031
17423,debit_card,3171.42,5/1/2023 20:45,refunded,83277
17428,credit_card,2158.38,4/9/2023 10:31,failed,6752
17451,credit_card,1384.32,8/22/2023 12:48,completed,88753
17459,insurance,346.89,11/14/2023 4:55,pending,90835
17466,credit_card,4554.77,3/18/2023 13:28,failed,53067
17496,cash,1296.51,1/7/2023 5:47,pending,30726
17500,debit_card,2337.41,6/17/2023 12:01,pending,18928
17501,insurance,2730.11,5/26/2023 13:22,refunded,37118
17516,insurance,1744.5,9/5/2023 12:54,completed,28859
17536,insurance,3777.31,5/5/2023 18:06,refunded,64248
17555,debit_card,2917.41,4/9/2023 9:45,completed,45212
17560,credit_card,874.83,9/20/2023 3:21,completed,36927
17561,credit_card,3935.35,3/27/2023 6:03,pending,73765
17566,online,1325.24,11/2/2023 3:33,refunded,31455
17590,credit_card,1612.58,8/8/2023 4:20,refunded,28316
17601,debit_card,1532.9,4/7/2023 6:22,completed,14029
17614,credit_card,2069.15,4/20/2023 8:59,completed,97481
17619,online,2798.73,10/16/2023 19:26,refunded,16777
17647,credit_card,3641.58,12/17/2023 20:14,failed,568
17654,credit_card,2944.68,6/7/2023 22:01,failed,11594
17657,debit_card,3073.42,8/12/2023 4:31,failed,62883
17688,credit_card,4260.17,3/19/2023 15:16,completed,51807
17691,cash,4336.76,5/28/2023 5:58,completed,22531
17727,cash,1930.55,6/6/2023 13:02,failed,19025
17741,credit_card,4432.92,4/21/2023 10:59,refunded,60808
17750,credit_card,2610.36,10/6/2023 18:16,failed,95589
17751,cash,3992.95,4/19/2023 1:17,pending,43189
17757,credit_card,4138.11,6/13/2023 0:53,completed,25957
17758,cash,1850.91,4/21/2023 21:29,failed,51864
17759,cash,815.47,5/11/2023 2:07,pending,6932
17773,debit_card,4191.95,11/17/2023 9:42,completed,61972
17778,insurance,1830.69,3/8/2023 15:00,completed,24039
17781,credit_card,3823.16,5/22/2023 11:12,failed,48629
17782,online,1704.82,5/18/2023 22:09,completed,4285
17788,debit_card,3825.24,6/22/2023 12:02,refunded,71279
17795,online,1626.42,6/22/2023 7:52,refunded,72299
17813,credit_card,2559.38,1/1/2023 5:00,refunded,60394
17814,cash,1514.34,6/30/2023 11:26,refunded,92370
17837,online,511.57,1/2/2023 2:52,failed,82352
17840,insurance,3512.32,10/11/2023 21:31,completed,76638
17858,credit_card,1755.11,12/28/2023 16:50,refunded,9501
17865,debit_card,2476.53,5/6/2023 4:10,pending,61498
17878,credit_card,1447.17,6/16/2023 14:49,completed,25448
17881,online,3279.49,6/24/2023 14:16,completed,67503
17891,credit_card,4417.04,2/10/2023 10:39,refunded,61018
17898,cash,2268.65,8/2/2023 21:48,completed,75443
17899,credit_card,3855.55,5/2/2023 9:47,pending,1615
17907,debit_card,3561.75,4/16/2023 9:54,refunded,83478
17918,debit_card,2372.53,3/29/2023 5:07,completed,94031
17919,credit_card,620.49,9/28/2023 9:58,pending,10858
17932,cash,3114.08,7/18/2023 17:55,failed,10008
17942,cash,2308.25,1/26/2023 0:34,refunded,525
17946,online,3630.82,9/11/2023 7:26,refunded,49752
17949,credit_card,4472.69,5/16/2023 23:35,pending,68124
17950,online,4477.39,7/8/2023 14:44,refunded,48891
17953,debit_card,4308.78,7/6/2023 6:15,pending,57630
17964,credit_card,1995.12,4/27/2023 7:24,completed,31939
17965,cash,151.25,1/16/2023 23:01,completed,37464
17968,debit_card,2413.73,1/7/2023 14:38,failed,22115
17970,debit_card,2434.71,9/3/2023 11:22,pending,56241
17980,cash,2950.49,4/15/2023 15:20,failed,95506
17985,credit_card,42.24,12/8/2023 16:24,failed,93771
17987,online,153.79,6/2/2023 14:26,completed,84233
17991,insurance,2481.47,2/1/2023 22:58,pending,50096
18003,insurance,158.4,7/27/2023 5:29,refunded,29194
18004,insurance,2986.7,12/28/2023 5:09,pending,44914
18021,cash,3276.39,11/3/2023 16:28,failed,30334
18029,credit_card,426.38,5/17/2023 7:50,completed,38877
18033,cash,2650.14,12/1/2023 8:18,pending,25780
18045,online,3847.85,7/2/2023 5:06,completed,42329
18047,credit_card,4256.79,7/12/2023 17:21,refunded,52171
18056,cash,1631.85,8/1/2023 9:02,completed,15715
18058,credit_card,1325.91,8/26/2023 13:16,refunded,67284
18070,debit_card,307.18,7/29/2023 5:30,completed,55448
18083,credit_card,3102.58,6/27/2023 17:35,completed,50475
18087,online,913.67,10/19/2023 20:15,refunded,54186
18094,cash,3614.69,2/20/2023 14:17,pending,15459
18101,insurance,3556.29,3/3/2023 4:42,failed,98827
18106,credit_card,3833.84,8/9/2023 10:02,failed,37602
18111,cash,3321.11,5/31/2023 5:44,failed,91752
18117,insurance,3967.71,9/12/2023 14:38,failed,62259
18129,cash,3397.06,11/18/2023 12:20,completed,19863
18136,cash,4249.38,2/24/2023 21:39,refunded,50205
18140,debit_card,4877.12,11/14/2023 18:32,completed,6839
18141,insurance,316.73,12/24/2023 4:12,pending,70730
18154,credit_card,4494.89,11/5/2023 9:42,failed,23984
18156,cash,2462.05,8/28/2023 5:48,completed,73551
18180,debit_card,4776.97,10/25/2023 11:49,failed,53433
18185,credit_card,1130.4,4/30/2023 4:06,failed,52157
18197,debit_card,1016.56,10/29/2023 20:04,completed,3465
18202,debit_card,3076.98,3/28/2023 4:07,completed,64752
18209,cash,4731.13,8/19/2023 9:51,failed,63774
18220,debit_card,193.61,10/25/2023 9:39,refunded,78335
18254,cash,3337.38,11/27/2023 19:45,pending,78200
18255,insurance,1148.72,10/20/2023 0:24,completed,90221
18258,insurance,2950.41,7/11/2023 5:33,refunded,29669
18275,cash,3344.89,10/14/2023 22:17,failed,49998
18279,cash,487.31,1/16/2023 0:18,pending,12892
18293,cash,2713.48,11/1/2023 3:01,failed,11282
18301,insurance,2983.48,3/31/2023 18:32,refunded,73579
18302,insurance,3780.03,1/20/2023 11:24,failed,88268
18312,credit_card,4433.13,10/20/2023 5:52,pending,28902
18325,cash,2252.93,6/20/2023 1:52,completed,42335
18328,cash,4643.43,8/27/2023 10:12,failed,12531
18338,online,4774.91,2/25/2023 4:06,failed,21414
18340,online,2035.15,9/20/2023 13:07,failed,85904
18342,insurance,3145.5,1/13/2023 23:51,failed,3324
18343,insurance,3512.04,10/15/2023 17:47,pending,90349
18350,insurance,4651.93,11/21/2023 10:22,pending,25746
18383,cash,4698.69,6/21/2023 8:48,completed,36587
18385,online,3917.96,2/13/2023 9:14,refunded,56011
18388,online,514.15,3/10/2023 2:29,failed,59113
18396,insurance,3401.34,8/28/2023 11:04,pending,56648
18398,online,3083.82,6/12/2023 10:10,completed,23480
18407,credit_card,3345.48,11/21/2023 22:05,failed,16183
18423,insurance,4282.14,11/22/2023 3:47,refunded,47128
18431,cash,2981.21,11/5/2023 22:15,pending,68186
18435,credit_card,2198.78,2/16/2023 20:32,completed,17908
18440,credit_card,2861.53,1/18/2023 0:16,failed,31234
18444,debit_card,4073.61,1/3/2023 19:20,pending,22085
18446,credit_card,2191.95,1/13/2023 6:14,refunded,45436
18449,debit_card,1761.61,10/2/2023 12:16,completed,29571
18458,online,4814.64,5/18/2023 13:30,failed,95107
18459,online,2830.72,11/24/2023 22:44,refunded,22820
18463,debit_card,2882.52,10/7/2023 20:27,failed,21108
18500,insurance,1536.68,4/19/2023 7:30,failed,69327
18512,debit_card,4209.27,10/3/2023 17:57,refunded,22026
18543,cash,2781.77,3/27/2023 14:17,pending,64779
18548,insurance,2389.63,4/16/2023 15:09,pending,89787
18549,debit_card,1895.13,10/4/2023 8:37,pending,40507
18569,debit_card,621.41,5/7/2023 18:59,refunded,44966
18581,insurance,697.22,10/14/2023 14:42,pending,16521
18590,insurance,3009.28,1/1/2023 10:34,completed,29401
18610,debit_card,1485.98,4/23/2023 23:27,pending,70611
18628,credit_card,1254.8,3/26/2023 11:48,failed,82255
18630,credit_card,4971.17,10/13/2023 7:12,pending,55280
18643,debit_card,3137.73,1/26/2023 23:50,refunded,21747
18656,cash,1057.5,2/28/2023 4:04,failed,46605
18659,online,976.91,9/8/2023 10:46,completed,40295
18661,debit_card,4980.73,9/17/2023 0:59,refunded,12193
18670,credit_card,3622.02,8/14/2023 4:11,completed,66968
18672,insurance,2406.16,5/31/2023 6:25,failed,42495
18690,cash,20.42,3/24/2023 2:25,completed,10772
18694,online,1990.47,3/24/2023 14:14,completed,37441
