department_id,department_name,department_code,current_occupancy,max_capacity,num_staff,working_hours,emergency_support
1676,Surgery,DEP-sD25_1676,82,337,81,7 AM - 8 PM,TRUE
1677,Emergency,DEP-TI92_1677,101,269,16,7 AM - 5 PM,TRUE
1678,Surgery,DEP-TS22_1678,82,138,2,9 AM - 9 PM,TRUE
1679,Cardiology,DEP-ph22_1679,99,158,59,7 AM - 4 PM,TRUE
1680,Laboratory,DEP-iC59_1680,159,238,6,6 AM - 5 PM,TRUE
1681,Radiology,DEP-nJ52_1681,196,356,64,6 AM - 9 PM,TRUE
1682,Radiology,DEP-wj05_1682,24,357,42,11 AM - 9 PM,TRUE
1683,Laboratory,DEP-kI78_1683,197,405,18,8 AM - 5 PM,TRUE
1684,Laboratory,DEP-zF10_1684,123,84,43,6 AM - 8 PM,TRUE
1685,Dermatology,DEP-ja75_1685,130,377,95,7 AM - 8 PM,TRUE
1686,Pediatrics,DEP-vP88_1686,5,365,98,6 AM - 6 PM,TRUE
1687,Pharmacy,DEP-sW47_1687,109,437,32,10 AM - 4 PM,TRUE
1688,Orthopedics,DEP-UC29_1688,95,305,38,7 AM - 5 PM,TRUE
1689,Pediatrics,DEP-ci17_1689,164,69,31,11 AM - 8 PM,TRUE
1690,Pharmacy,DEP-tb81_1690,84,118,36,8 AM - 9 PM,TRUE
1691,Emergency,DEP-Cw93_1691,106,381,37,12 AM - 4 PM,TRUE
1692,Pharmacy,DEP-MP50_1692,84,225,32,7 AM - 8 PM,TRUE
1693,Laboratory,DEP-oY98_1693,63,460,88,11 AM - 9 PM,TRUE
1694,ICU,DEP-fI30_1694,97,316,42,7 AM - 7 PM,TRUE
1695,Neurology,DEP-zm18_1695,125,85,25,6 AM - 9 PM,TRUE
1696,Pediatrics,DEP-MG59_1696,32,96,23,10 AM - 8 PM,TRUE
1697,Pediatrics,DEP-jT56_1697,129,90,55,11 AM - 7 PM,TRUE
1698,Orthopedics,DEP-xa56_1698,184,151,32,9 AM - 5 PM,TRUE
1699,Radiology,DEP-tC55_1699,73,345,58,11 AM - 5 PM,TRUE
1700,Oncology,DEP-UC13_1700,20,234,51,9 AM - 5 PM,TRUE
1701,Oncology,DEP-sk67_1701,108,308,79,11 AM - 7 PM,TRUE
1702,Oncology,DEP-iL66_1702,5,440,49,9 AM - 10 PM,TRUE
1703,Radiology,DEP-tE23_1703,152,325,20,10 AM - 9 PM,TRUE
1704,Radiology,DEP-LW51_1704,97,287,40,9 AM - 6 PM,TRUE
1705,Emergency,DEP-AO10_1705,155,296,10,8 AM - 5 PM,TRUE
1706,Pediatrics,DEP-JD62_1706,39,147,1,6 AM - 10 PM,TRUE
1707,Oncology,DEP-ml92_1707,103,262,51,11 AM - 6 PM,TRUE
1708,Oncology,DEP-Fc48_1708,78,378,76,6 AM - 7 PM,TRUE
1709,Neurology,DEP-FJ94_1709,98,339,21,7 AM - 10 PM,TRUE
1710,Radiology,DEP-bY73_1710,197,434,93,8 AM - 8 PM,TRUE
1711,Laboratory,DEP-tO24_1711,176,238,90,6 AM - 9 PM,TRUE
1712,Dermatology,DEP-PQ71_1712,188,176,32,9 AM - 4 PM,TRUE
1713,Laboratory,DEP-FS62_1713,180,396,4,11 AM - 9 PM,TRUE
1714,Radiology,DEP-hW30_1714,154,283,88,7 AM - 6 PM,TRUE
1715,ICU,DEP-MV71_1715,148,389,21,6 AM - 4 PM,TRUE
1716,Laboratory,DEP-KB97_1716,182,246,51,11 AM - 8 PM,TRUE
1717,Emergency,DEP-xG71_1717,48,498,55,7 AM - 10 PM,TRUE
1718,Radiology,DEP-qk90_1718,177,204,65,10 AM - 9 PM,TRUE
1719,ICU,DEP-uD02_1719,78,425,53,12 AM - 9 PM,TRUE
1720,Neurology,DEP-kd25_1720,162,343,100,12 AM - 6 PM,TRUE
1721,Radiology,DEP-Ow56_1721,191,157,96,9 AM - 9 PM,TRUE
1722,Cardiology,DEP-HO44_1722,43,467,63,6 AM - 4 PM,TRUE
1723,Pharmacy,DEP-XO83_1723,106,318,54,11 AM - 6 PM,TRUE
1724,Orthopedics,DEP-Wk19_1724,45,241,24,11 AM - 5 PM,TRUE
1725,Oncology,DEP-RZ55_1725,46,307,15,9 AM - 8 PM,TRUE
1726,Orthopedics,DEP-gI45_1726,51,80,96,7 AM - 10 PM,TRUE
1727,Radiology,DEP-ai52_1727,104,275,81,10 AM - 4 PM,TRUE
1728,Neurology,DEP-XF45_1728,75,93,49,6 AM - 6 PM,TRUE
1729,Surgery,DEP-gn52_1729,7,349,31,9 AM - 7 PM,TRUE
1730,Cardiology,DEP-mY83_1730,15,186,97,6 AM - 9 PM,TRUE
1731,Neurology,DEP-IT98_1731,54,317,1,9 AM - 8 PM,TRUE
1732,Oncology,DEP-De16_1732,121,437,44,10 AM - 7 PM,TRUE
1733,Surgery,DEP-Ew20_1733,174,225,41,12 AM - 5 PM,TRUE
1734,Laboratory,DEP-CM52_1734,102,243,79,6 AM - 6 PM,TRUE
1735,Neurology,DEP-Tt52_1735,0,283,90,9 AM - 9 PM,TRUE
1736,Cardiology,DEP-iS13_1736,154,112,68,8 AM - 9 PM,TRUE
1737,Surgery,DEP-in34_1737,115,366,88,11 AM - 10 PM,TRUE
1738,Emergency,DEP-SW16_1738,105,388,25,6 AM - 9 PM,TRUE
1739,Cardiology,DEP-XE10_1739,162,234,6,12 AM - 9 PM,TRUE
1740,Laboratory,DEP-mg60_1740,113,169,78,9 AM - 7 PM,TRUE
1741,Surgery,DEP-dE89_1741,109,293,85,12 AM - 9 PM,TRUE
1742,Pharmacy,DEP-et40_1742,98,200,78,7 AM - 9 PM,TRUE
1743,Emergency,DEP-Yh01_1743,146,451,92,10 AM - 4 PM,TRUE
1744,Oncology,DEP-ml39_1744,22,204,87,10 AM - 10 PM,TRUE
1745,Orthopedics,DEP-fj50_1745,114,109,62,11 AM - 8 PM,TRUE
1746,Pediatrics,DEP-ww49_1746,54,137,97,11 AM - 9 PM,TRUE
1747,Neurology,DEP-pG89_1747,111,416,4,7 AM - 6 PM,TRUE
1748,Radiology,DEP-LW11_1748,56,418,33,11 AM - 7 PM,TRUE
1749,Laboratory,DEP-Tm83_1749,34,323,82,11 AM - 7 PM,TRUE
1750,Pharmacy,DEP-aU28_1750,85,496,29,10 AM - 10 PM,TRUE
1751,Laboratory,DEP-TE38_1751,87,243,92,11 AM - 9 PM,TRUE
1752,Laboratory,DEP-CR92_1752,164,451,72,12 AM - 7 PM,TRUE
1753,Pediatrics,DEP-yB25_1753,66,109,38,6 AM - 4 PM,TRUE
1754,Surgery,DEP-Ah83_1754,189,353,25,11 AM - 4 PM,TRUE
1755,Orthopedics,DEP-Dh51_1755,80,244,74,11 AM - 4 PM,TRUE
1756,Cardiology,DEP-Wx27_1756,151,324,25,12 AM - 7 PM,TRUE
1757,Surgery,DEP-Uc48_1757,197,236,87,12 AM - 5 PM,TRUE
1758,Neurology,DEP-hy57_1758,101,54,69,12 AM - 7 PM,TRUE
1759,Orthopedics,DEP-Vt79_1759,75,478,29,9 AM - 9 PM,TRUE
1760,Orthopedics,DEP-JA73_1760,153,195,19,11 AM - 9 PM,TRUE
1761,ICU,DEP-eZ63_1761,81,208,65,11 AM - 4 PM,TRUE
1762,Pharmacy,DEP-aR52_1762,146,294,81,12 AM - 5 PM,TRUE
1763,Radiology,DEP-CH16_1763,180,242,8,12 AM - 6 PM,TRUE
1764,Pharmacy,DEP-jz11_1764,53,484,94,12 AM - 5 PM,TRUE
1765,Orthopedics,DEP-Vk91_1765,124,422,51,8 AM - 10 PM,TRUE
1766,Cardiology,DEP-vm53_1766,140,250,44,9 AM - 9 PM,TRUE
1767,Surgery,DEP-oB61_1767,193,250,51,6 AM - 8 PM,TRUE
1768,Radiology,DEP-WT74_1768,178,149,90,12 AM - 8 PM,TRUE
1769,Neurology,DEP-WY94_1769,33,215,97,12 AM - 8 PM,TRUE
1770,Pharmacy,DEP-EQ65_1770,77,284,84,7 AM - 8 PM,TRUE
1771,Oncology,DEP-Gr67_1771,178,297,38,7 AM - 5 PM,TRUE
1772,Pharmacy,DEP-hq71_1772,50,426,84,6 AM - 6 PM,TRUE
1773,Laboratory,DEP-Oi73_1773,37,242,55,11 AM - 10 PM,TRUE
1774,Cardiology,DEP-eF10_1774,24,232,61,7 AM - 4 PM,TRUE
1775,Emergency,DEP-yM02_1775,166,223,76,9 AM - 5 PM,TRUE
1776,Pediatrics,DEP-tN52_1776,8,110,31,9 AM - 7 PM,TRUE
1777,Pharmacy,DEP-QW11_1777,152,138,84,11 AM - 7 PM,TRUE
1778,Oncology,DEP-ms77_1778,166,245,36,11 AM - 9 PM,TRUE
1779,Surgery,DEP-Gq77_1779,2,111,15,6 AM - 4 PM,TRUE
1780,Laboratory,DEP-hy06_1780,171,310,29,6 AM - 8 PM,TRUE
1781,Radiology,DEP-CD56_1781,177,431,13,12 AM - 8 PM,TRUE
1782,Dermatology,DEP-JQ02_1782,123,380,90,9 AM - 6 PM,TRUE
1783,Neurology,DEP-Bi27_1783,83,82,92,12 AM - 10 PM,TRUE
1784,Dermatology,DEP-Wh67_1784,179,60,51,10 AM - 10 PM,TRUE
1785,Neurology,DEP-RI78_1785,132,478,75,10 AM - 9 PM,TRUE
1786,Pediatrics,DEP-Jk77_1786,168,110,24,12 AM - 8 PM,TRUE
1787,Cardiology,DEP-qF06_1787,142,278,41,6 AM - 4 PM,TRUE
1788,ICU,DEP-Rw69_1788,52,384,21,6 AM - 8 PM,TRUE
1789,Cardiology,DEP-bL50_1789,21,113,65,8 AM - 6 PM,TRUE
1790,Dermatology,DEP-wZ25_1790,168,50,32,8 AM - 4 PM,TRUE
1791,Laboratory,DEP-WO90_1791,136,277,18,10 AM - 7 PM,TRUE
1792,Emergency,DEP-Bw61_1792,90,360,69,10 AM - 5 PM,TRUE
1793,Laboratory,DEP-dQ65_1793,11,171,5,7 AM - 5 PM,TRUE
1794,Pediatrics,DEP-Pt33_1794,34,358,71,7 AM - 8 PM,TRUE
1795,Radiology,DEP-th11_1795,32,423,80,9 AM - 4 PM,TRUE
1796,Radiology,DEP-Iu20_1796,97,382,21,9 AM - 7 PM,TRUE
1797,Radiology,DEP-KG76_1797,173,267,89,7 AM - 8 PM,TRUE
1798,Neurology,DEP-SE40_1798,161,425,35,11 AM - 9 PM,TRUE
1799,Pharmacy,DEP-yK05_1799,95,338,85,11 AM - 10 PM,TRUE
1800,Dermatology,DEP-gZ59_1800,39,211,56,9 AM - 4 PM,TRUE
1801,Neurology,DEP-vF13_1801,69,113,69,6 AM - 9 PM,TRUE
1802,Neurology,DEP-Nt52_1802,84,377,12,8 AM - 6 PM,TRUE
1803,Orthopedics,DEP-FO63_1803,57,190,2,6 AM - 7 PM,TRUE
1804,Dermatology,DEP-sq83_1804,26,450,16,7 AM - 8 PM,TRUE
1805,ICU,DEP-zZ49_1805,125,98,68,8 AM - 9 PM,TRUE
1806,Emergency,DEP-TL91_1806,69,361,13,6 AM - 5 PM,TRUE
1807,Dermatology,DEP-re95_1807,46,226,95,11 AM - 10 PM,TRUE
1808,Oncology,DEP-Bn87_1808,151,115,34,6 AM - 9 PM,TRUE
1809,Laboratory,DEP-GZ14_1809,32,123,49,10 AM - 9 PM,TRUE
1810,Cardiology,DEP-um68_1810,185,377,48,11 AM - 10 PM,TRUE
1811,Laboratory,DEP-NG64_1811,155,264,91,9 AM - 5 PM,TRUE
1812,Surgery,DEP-bO82_1812,119,307,37,8 AM - 7 PM,TRUE
1813,Radiology,DEP-KF82_1813,162,489,12,8 AM - 7 PM,TRUE
1814,Neurology,DEP-OI74_1814,162,90,10,11 AM - 5 PM,TRUE
1815,Orthopedics,DEP-UO69_1815,147,79,11,11 AM - 6 PM,TRUE
1816,Cardiology,DEP-xD83_1816,108,396,66,11 AM - 5 PM,TRUE
1817,Oncology,DEP-VR32_1817,131,400,87,10 AM - 9 PM,TRUE
1818,Dermatology,DEP-ue66_1818,3,365,25,12 AM - 9 PM,TRUE
1819,Pharmacy,DEP-rs36_1819,108,409,69,11 AM - 6 PM,TRUE
1820,Pharmacy,DEP-RM24_1820,169,471,68,11 AM - 8 PM,TRUE
1821,ICU,DEP-hj63_1821,114,136,87,12 AM - 8 PM,TRUE
1822,Orthopedics,DEP-Zt03_1822,19,237,18,10 AM - 6 PM,TRUE
1823,Dermatology,DEP-BB78_1823,126,244,22,8 AM - 4 PM,TRUE
1824,Laboratory,DEP-kr03_1824,63,475,70,12 AM - 10 PM,TRUE
1825,Radiology,DEP-YZ04_1825,76,297,38,8 AM - 5 PM,TRUE
1826,Pharmacy,DEP-Pc82_1826,161,341,51,7 AM - 6 PM,TRUE
1827,Oncology,DEP-df70_1827,158,484,63,6 AM - 6 PM,TRUE
1828,ICU,DEP-Ax41_1828,117,218,39,8 AM - 4 PM,TRUE
1829,Surgery,DEP-Ui16_1829,184,145,52,8 AM - 4 PM,TRUE
1830,Dermatology,DEP-VG19_1830,125,151,11,10 AM - 8 PM,TRUE
1831,Dermatology,DEP-XH89_1831,31,299,1,7 AM - 10 PM,TRUE
1832,Pediatrics,DEP-pM71_1832,120,252,48,8 AM - 6 PM,TRUE
1833,Orthopedics,DEP-LV55_1833,137,465,35,6 AM - 7 PM,TRUE
1834,Orthopedics,DEP-nj36_1834,35,231,96,9 AM - 4 PM,TRUE
1835,Pharmacy,DEP-rC23_1835,50,106,25,8 AM - 4 PM,TRUE
1836,Dermatology,DEP-dF49_1836,107,430,43,6 AM - 5 PM,TRUE
1837,Oncology,DEP-uI51_1837,170,186,16,9 AM - 7 PM,TRUE
1838,Laboratory,DEP-rY73_1838,182,115,42,12 AM - 10 PM,TRUE
1839,Emergency,DEP-Tx57_1839,185,429,50,7 AM - 4 PM,TRUE
1840,Cardiology,DEP-cV09_1840,32,129,45,10 AM - 4 PM,TRUE
1841,Cardiology,DEP-qJ03_1841,173,474,44,9 AM - 8 PM,TRUE
1842,Dermatology,DEP-ZR45_1842,122,198,37,9 AM - 4 PM,TRUE
1843,Pediatrics,DEP-Cy83_1843,158,128,94,10 AM - 5 PM,TRUE
1844,Radiology,DEP-tf64_1844,196,108,34,11 AM - 5 PM,TRUE
1845,Pediatrics,DEP-nk34_1845,121,411,14,11 AM - 9 PM,TRUE
1846,Pediatrics,DEP-Yc56_1846,151,372,82,7 AM - 5 PM,TRUE
1847,Orthopedics,DEP-EV17_1847,102,69,36,7 AM - 5 PM,TRUE
1848,Cardiology,DEP-gk56_1848,157,152,12,12 AM - 4 PM,TRUE
1849,Dermatology,DEP-wA81_1849,134,206,90,11 AM - 5 PM,TRUE
1850,Surgery,DEP-DS85_1850,109,295,8,10 AM - 7 PM,TRUE
1851,Radiology,DEP-OC02_1851,28,187,47,8 AM - 6 PM,TRUE
1852,Pediatrics,DEP-zm20_1852,81,74,24,6 AM - 4 PM,TRUE
1853,Laboratory,DEP-Kf45_1853,190,214,28,8 AM - 7 PM,TRUE
1854,ICU,DEP-HT23_1854,25,270,24,8 AM - 7 PM,TRUE
1855,Surgery,DEP-RA29_1855,77,107,13,11 AM - 4 PM,TRUE
1856,Surgery,DEP-Vi77_1856,92,429,47,11 AM - 10 PM,TRUE
1857,Pediatrics,DEP-uZ29_1857,166,191,27,10 AM - 7 PM,TRUE
1858,Neurology,DEP-Ax31_1858,33,372,96,10 AM - 4 PM,TRUE
1859,ICU,DEP-Ko66_1859,167,468,25,7 AM - 9 PM,TRUE
1860,Neurology,DEP-PN08_1860,19,329,80,8 AM - 6 PM,TRUE
1861,Pediatrics,DEP-Dm31_1861,136,419,20,6 AM - 5 PM,TRUE
1862,Dermatology,DEP-zN20_1862,140,414,33,12 AM - 10 PM,TRUE
1863,Surgery,DEP-jf94_1863,114,372,92,6 AM - 7 PM,TRUE
1864,Oncology,DEP-ha29_1864,107,318,65,12 AM - 4 PM,TRUE
1865,ICU,DEP-XD86_1865,70,406,17,8 AM - 4 PM,TRUE
1866,Pharmacy,DEP-oT71_1866,48,429,51,9 AM - 9 PM,TRUE
1867,Orthopedics,DEP-sV34_1867,112,434,66,9 AM - 8 PM,TRUE
1868,Dermatology,DEP-Bn62_1868,155,189,27,7 AM - 4 PM,TRUE
1869,ICU,DEP-UR34_1869,55,353,90,6 AM - 10 PM,TRUE
1870,Emergency,DEP-AY62_1870,181,418,68,8 AM - 6 PM,TRUE
1871,Radiology,DEP-qp04_1871,181,187,71,6 AM - 5 PM,TRUE
1872,Cardiology,DEP-xL73_1872,136,171,38,6 AM - 9 PM,TRUE
1873,Radiology,DEP-aE71_1873,34,188,7,11 AM - 5 PM,TRUE
1874,Emergency,DEP-Rn56_1874,29,50,84,8 AM - 9 PM,TRUE
1875,Surgery,DEP-VM66_1875,21,411,71,8 AM - 9 PM,TRUE
1876,Dermatology,DEP-Jd11_1876,156,200,42,6 AM - 9 PM,TRUE
1877,Surgery,DEP-Ew53_1877,56,424,36,7 AM - 6 PM,TRUE
1878,Emergency,DEP-aq90_1878,168,494,100,12 AM - 8 PM,TRUE
1879,Pharmacy,DEP-tz96_1879,190,402,49,11 AM - 6 PM,TRUE
1880,Oncology,DEP-Jc52_1880,56,216,35,7 AM - 8 PM,TRUE
1881,Orthopedics,DEP-kG24_1881,114,168,94,11 AM - 7 PM,TRUE
1882,Orthopedics,DEP-if57_1882,122,97,64,7 AM - 7 PM,TRUE
1883,Orthopedics,DEP-jq86_1883,48,341,63,11 AM - 5 PM,TRUE
1884,Cardiology,DEP-iF50_1884,79,133,23,12 AM - 7 PM,TRUE
1885,Neurology,DEP-sq56_1885,36,86,55,7 AM - 7 PM,TRUE
1886,Neurology,DEP-uB48_1886,185,319,18,11 AM - 10 PM,TRUE
1887,ICU,DEP-Wj57_1887,25,243,50,6 AM - 4 PM,TRUE
1888,Laboratory,DEP-mj70_1888,11,117,32,12 AM - 4 PM,TRUE
1889,Orthopedics,DEP-Eq20_1889,160,357,2,12 AM - 4 PM,TRUE
1890,Emergency,DEP-hF76_1890,188,468,44,12 AM - 9 PM,TRUE
1891,Pediatrics,DEP-TJ75_1891,35,295,98,10 AM - 7 PM,TRUE
1892,Radiology,DEP-hU77_1892,84,295,20,7 AM - 4 PM,TRUE
1893,Laboratory,DEP-fn15_1893,139,113,3,12 AM - 4 PM,TRUE
1894,Emergency,DEP-QL49_1894,75,102,66,12 AM - 7 PM,TRUE
1895,Cardiology,DEP-HX90_1895,57,62,30,9 AM - 7 PM,TRUE
1896,Surgery,DEP-ep26_1896,167,196,29,11 AM - 7 PM,TRUE
1897,Oncology,DEP-bs15_1897,43,106,29,6 AM - 6 PM,TRUE
1898,Neurology,DEP-xL16_1898,157,220,16,8 AM - 4 PM,TRUE
1899,ICU,DEP-bf52_1899,38,141,55,10 AM - 6 PM,TRUE
1900,Laboratory,DEP-Or77_1900,108,126,86,11 AM - 6 PM,TRUE
1901,Surgery,DEP-cP05_1901,26,188,64,11 AM - 6 PM,TRUE
1902,Pharmacy,DEP-UU75_1902,19,453,1,12 AM - 5 PM,TRUE
1903,Surgery,DEP-dZ23_1903,37,249,58,11 AM - 10 PM,TRUE
1904,Neurology,DEP-Zd45_1904,28,345,55,11 AM - 6 PM,TRUE
1905,Neurology,DEP-My18_1905,82,115,24,12 AM - 7 PM,TRUE
1906,Surgery,DEP-lp64_1906,126,267,62,11 AM - 7 PM,TRUE
1907,Orthopedics,DEP-nk10_1907,167,175,50,9 AM - 8 PM,TRUE
1908,Emergency,DEP-PW64_1908,136,302,69,10 AM - 10 PM,TRUE
1909,Dermatology,DEP-tF21_1909,21,347,92,9 AM - 8 PM,TRUE
1910,Pharmacy,DEP-iw49_1910,22,170,47,6 AM - 5 PM,TRUE
1911,Surgery,DEP-Gm15_1911,142,292,18,6 AM - 4 PM,TRUE
1912,Surgery,DEP-Er76_1912,199,469,18,8 AM - 7 PM,TRUE
1913,Emergency,DEP-fW96_1913,107,174,27,12 AM - 5 PM,TRUE
1914,Pharmacy,DEP-lB59_1914,35,110,90,11 AM - 5 PM,TRUE
1915,Pharmacy,DEP-cG61_1915,6,406,55,8 AM - 4 PM,TRUE
1916,Laboratory,DEP-PR73_1916,148,87,62,12 AM - 8 PM,TRUE
1917,Cardiology,DEP-HO27_1917,37,237,19,6 AM - 5 PM,TRUE
1918,Cardiology,DEP-sD81_1918,145,475,54,7 AM - 10 PM,TRUE
1919,Oncology,DEP-tj17_1919,190,121,96,10 AM - 9 PM,TRUE
1920,Oncology,DEP-HB43_1920,105,419,44,9 AM - 10 PM,TRUE
1921,Radiology,DEP-Je90_1921,28,129,8,11 AM - 4 PM,TRUE
1922,Emergency,DEP-GB81_1922,41,55,51,12 AM - 7 PM,TRUE
1923,Emergency,DEP-QU17_1923,182,474,34,10 AM - 8 PM,TRUE
1924,Pharmacy,DEP-qL45_1924,58,266,21,8 AM - 4 PM,TRUE
1925,Orthopedics,DEP-hV80_1925,190,158,52,10 AM - 4 PM,TRUE
1926,Dermatology,DEP-Yl72_1926,47,471,96,10 AM - 8 PM,TRUE
1927,Pharmacy,DEP-AT01_1927,119,294,41,11 AM - 9 PM,TRUE
1928,Dermatology,DEP-UD59_1928,42,77,48,11 AM - 7 PM,TRUE
1929,Radiology,DEP-Zq79_1929,27,103,10,8 AM - 8 PM,TRUE
1930,Cardiology,DEP-lf23_1930,61,194,21,10 AM - 4 PM,TRUE
1931,Pediatrics,DEP-Rg94_1931,152,55,97,8 AM - 5 PM,TRUE
1932,Laboratory,DEP-az80_1932,8,173,35,6 AM - 8 PM,TRUE
1933,ICU,DEP-PE02_1933,123,73,7,8 AM - 4 PM,TRUE
1934,Cardiology,DEP-UF69_1934,91,434,37,9 AM - 8 PM,TRUE
1935,Surgery,DEP-xS99_1935,192,250,93,8 AM - 5 PM,TRUE
1936,Surgery,DEP-fi64_1936,104,429,65,6 AM - 8 PM,TRUE
1937,Cardiology,DEP-hb03_1937,150,457,49,9 AM - 8 PM,TRUE
1938,Radiology,DEP-nE30_1938,41,127,88,9 AM - 4 PM,TRUE
1939,Pharmacy,DEP-BO23_1939,59,160,88,11 AM - 5 PM,TRUE
1940,Emergency,DEP-tX31_1940,132,423,78,11 AM - 8 PM,TRUE
1941,Oncology,DEP-Bb27_1941,33,223,38,8 AM - 8 PM,TRUE
1942,Cardiology,DEP-VS22_1942,182,446,88,9 AM - 5 PM,TRUE
1943,ICU,DEP-bC77_1943,155,88,20,10 AM - 9 PM,TRUE
1944,Neurology,DEP-sK33_1944,3,123,99,12 AM - 6 PM,TRUE
1945,Oncology,DEP-ag05_1945,24,282,41,7 AM - 6 PM,TRUE
1946,Neurology,DEP-FV66_1946,71,345,47,8 AM - 4 PM,TRUE
1947,Orthopedics,DEP-sc98_1947,181,445,59,8 AM - 7 PM,TRUE
1948,Oncology,DEP-GL67_1948,166,121,16,10 AM - 7 PM,TRUE
1949,Surgery,DEP-oT97_1949,73,255,53,12 AM - 8 PM,TRUE
1950,Oncology,DEP-Ku06_1950,93,312,80,8 AM - 6 PM,TRUE
1951,Laboratory,DEP-PA14_1951,105,309,58,8 AM - 9 PM,TRUE
1952,ICU,DEP-NP17_1952,164,79,95,12 AM - 5 PM,TRUE
1953,Orthopedics,DEP-bk76_1953,26,198,49,7 AM - 8 PM,TRUE
1954,Neurology,DEP-wC37_1954,57,248,60,11 AM - 4 PM,TRUE
1955,Oncology,DEP-LR83_1955,119,378,69,12 AM - 7 PM,TRUE
1956,Neurology,DEP-sU72_1956,46,424,14,9 AM - 10 PM,TRUE
1957,Pediatrics,DEP-RP66_1957,102,218,9,8 AM - 6 PM,TRUE
1958,Pediatrics,DEP-Zk57_1958,179,429,61,6 AM - 6 PM,TRUE
1959,Cardiology,DEP-SV34_1959,139,129,61,7 AM - 9 PM,TRUE
1960,Surgery,DEP-lm72_1960,145,66,77,12 AM - 7 PM,TRUE
1961,Surgery,DEP-gY97_1961,110,292,28,6 AM - 5 PM,TRUE
1962,Laboratory,DEP-pn74_1962,108,188,33,11 AM - 5 PM,TRUE
1963,Orthopedics,DEP-wq00_1963,17,190,52,6 AM - 6 PM,TRUE
1964,Dermatology,DEP-Gc22_1964,134,159,86,8 AM - 5 PM,TRUE
1965,Neurology,DEP-hN56_1965,109,225,97,8 AM - 5 PM,TRUE
1966,Surgery,DEP-oF18_1966,107,296,61,10 AM - 9 PM,TRUE
1967,Pharmacy,DEP-Xc55_1967,111,231,89,10 AM - 7 PM,TRUE
1968,Emergency,DEP-SG42_1968,200,355,26,6 AM - 9 PM,TRUE
1969,Surgery,DEP-CZ10_1969,170,471,94,11 AM - 10 PM,TRUE
1970,Cardiology,DEP-YN11_1970,38,284,19,9 AM - 10 PM,TRUE
1971,Neurology,DEP-cG18_1971,172,258,34,10 AM - 9 PM,TRUE
1972,Oncology,DEP-nx21_1972,32,374,58,11 AM - 8 PM,TRUE
1973,Cardiology,DEP-WG47_1973,55,431,25,9 AM - 9 PM,TRUE
1974,ICU,DEP-Px12_1974,96,160,45,7 AM - 5 PM,TRUE
1975,Surgery,DEP-mC21_1975,93,58,39,8 AM - 8 PM,TRUE
1976,Pharmacy,DEP-ZE03_1976,127,382,59,9 AM - 7 PM,TRUE
1977,Surgery,DEP-kf48_1977,138,268,67,12 AM - 6 PM,TRUE
1978,Orthopedics,DEP-xO56_1978,117,269,48,7 AM - 8 PM,TRUE
1979,Emergency,DEP-WW32_1979,111,245,37,12 AM - 9 PM,TRUE
1980,Laboratory,DEP-iZ63_1980,72,409,80,12 AM - 4 PM,TRUE
1981,Neurology,DEP-DH66_1981,22,382,3,10 AM - 7 PM,TRUE
1982,Oncology,DEP-jX07_1982,191,434,80,10 AM - 4 PM,TRUE
1983,Emergency,DEP-fv81_1983,148,462,5,11 AM - 6 PM,TRUE
1984,Pediatrics,DEP-Bd62_1984,57,447,59,10 AM - 7 PM,TRUE
1985,Pediatrics,DEP-Kd02_1985,120,113,45,12 AM - 7 PM,TRUE
1986,Laboratory,DEP-Az84_1986,180,451,95,9 AM - 4 PM,TRUE
1987,Pediatrics,DEP-UV84_1987,129,195,35,11 AM - 6 PM,TRUE
1988,Dermatology,DEP-rH50_1988,172,173,1,9 AM - 4 PM,TRUE
1989,Cardiology,DEP-CP26_1989,39,454,48,12 AM - 10 PM,TRUE
1990,Surgery,DEP-YN89_1990,43,342,56,7 AM - 8 PM,TRUE
1991,Pediatrics,DEP-ZY75_1991,157,379,51,12 AM - 4 PM,TRUE
1992,Orthopedics,DEP-tf63_1992,162,249,94,7 AM - 7 PM,TRUE
1993,Emergency,DEP-yU85_1993,40,273,30,6 AM - 9 PM,TRUE
1994,Emergency,DEP-Is28_1994,30,373,74,12 AM - 7 PM,TRUE
1995,Emergency,DEP-Jt18_1995,40,215,27,6 AM - 4 PM,TRUE
1996,Dermatology,DEP-bb52_1996,2,371,99,10 AM - 5 PM,TRUE
1997,ICU,DEP-pX94_1997,181,328,11,10 AM - 7 PM,TRUE
1998,Pharmacy,DEP-hU68_1998,187,116,59,11 AM - 9 PM,TRUE
1999,Orthopedics,DEP-OG54_1999,61,384,29,8 AM - 5 PM,TRUE
2000,Pharmacy,DEP-WP10_2000,199,463,49,12 AM - 6 PM,TRUE
2001,Radiology,DEP-KV74_2001,21,123,81,6 AM - 9 PM,TRUE
2002,Neurology,DEP-pZ75_2002,117,355,16,6 AM - 5 PM,TRUE
2003,Radiology,DEP-TO99_2003,46,97,10,9 AM - 10 PM,TRUE
2004,Pediatrics,DEP-wt93_2004,100,101,63,12 AM - 4 PM,TRUE
2005,Neurology,DEP-Ty92_2005,124,370,10,7 AM - 9 PM,TRUE
2006,Dermatology,DEP-uH31_2006,80,374,58,12 AM - 5 PM,TRUE
2007,Radiology,DEP-Dg35_2007,2,141,85,10 AM - 9 PM,TRUE
2008,Neurology,DEP-ff66_2008,87,227,62,10 AM - 8 PM,TRUE
