workplace,doctor_id
University Hospital,54005
University Hospital,2979
Clinic A,79024
Clinic B,41721
Clinic B,36243
Clinic B,90502
Emergency Center,55072
Emergency Center,525
Rural Health Unit,14010
Clinic B,74581
Private Practice,22199
University Hospital,35823
Main Hospital,27657
Rural Health Unit,75803
Private Practice,65231
Private Practice,24164
Clinic B,97632
Main Hospital,14760
Clinic B,44742
Main Hospital,49640
University Hospital,27103
Private Practice,6413
Emergency Center,98084
Clinic B,37151
Clinic B,76871
Private Practice,62499
Rural Health Unit,30726
Private Practice,33398
University Hospital,14040
Rural Health Unit,80425
Clinic A,19542
Clinic B,25351
Main Hospital,76833
University Hospital,32097
Private Practice,64638
Clinic A,30317
Clinic B,13449
Clinic B,28119
Private Practice,36754
Private Practice,15568
Private Practice,21893
Emergency Center,53976
Clinic A,91275
University Hospital,96849
Private Practice,30699
Main Hospital,60405
Clinic B,26760
University Hospital,8292
Emergency Center,69865
Private Practice,27759
Rural Health Unit,93545
Clinic B,86575
Rural Health Unit,36592
Clinic A,60931
Private Practice,30112
Private Practice,76108
Rural Health Unit,16571
Private Practice,68822
Private Practice,64291
University Hospital,81899
Main Hospital,89304
Private Practice,87147
Private Practice,83498
Emergency Center,70651
University Hospital,49682
Clinic B,71535
Main Hospital,19736
Clinic B,56975
Clinic B,49531
Clinic A,53108
Clinic A,29864
Clinic B,49194
Rural Health Unit,31508
Emergency Center,81841
Clinic A,16044
Clinic A,651
Clinic A,67589
Clinic A,31749
Main Hospital,22396
Clinic B,55023
Rural Health Unit,10769
Rural Health Unit,20535
Main Hospital,30025
University Hospital,3049
Rural Health Unit,75459
University Hospital,31646
Rural Health Unit,17596
Private Practice,90023
University Hospital,25471
Main Hospital,29082
Private Practice,61138
Clinic B,11982
Rural Health Unit,5139
University Hospital,99792
Clinic A,53372
University Hospital,3853
Emergency Center,68664
Clinic A,65188
Clinic A,81403
Clinic A,79127
Rural Health Unit,52035
Private Practice,25520
Rural Health Unit,31475
University Hospital,91149
Rural Health Unit,5616
Clinic A,97485
Private Practice,5525
Emergency Center,52144
Main Hospital,41992
Emergency Center,46634
Clinic B,63605
Private Practice,38063
Private Practice,58645
Clinic A,96555
Emergency Center,94877
University Hospital,66505
Clinic B,2067
Rural Health Unit,92558
Private Practice,86084
Rural Health Unit,19029
Emergency Center,19258
Clinic A,81105
University Hospital,38591
Clinic A,53453
Clinic B,59923
Rural Health Unit,40567
Rural Health Unit,86840
Emergency Center,73551
Rural Health Unit,15440
Clinic A,53245
Clinic B,50126
Private Practice,63167
University Hospital,74908
Emergency Center,52254
Emergency Center,21527
Rural Health Unit,51206
Clinic B,66047
Rural Health Unit,6280
Emergency Center,82557
University Hospital,68394
University Hospital,6592
Emergency Center,78490
Clinic A,53955
Rural Health Unit,81971
Clinic A,8754
Rural Health Unit,34445
University Hospital,41182
Clinic A,61235
Rural Health Unit,88871
Clinic B,31191
Main Hospital,45215
Private Practice,38892
Emergency Center,51850
Rural Health Unit,30999
Clinic B,60713
University Hospital,83763
Main Hospital,55032
Private Practice,57400
Rural Health Unit,67541
University Hospital,98339
Rural Health Unit,94264
Main Hospital,65072
Clinic B,70860
Main Hospital,88327
Rural Health Unit,13749
Clinic A,9535
Clinic B,5168
Emergency Center,37854
University Hospital,4444
Clinic A,78410
Rural Health Unit,96393
Emergency Center,82059
Main Hospital,23467
Clinic A,86078
Rural Health Unit,80481
Emergency Center,50393
Clinic B,16972
Main Hospital,69748
Emergency Center,31127
Main Hospital,49930
Emergency Center,16361
University Hospital,35169
Clinic B,18396
Clinic A,69822
Emergency Center,71589
Main Hospital,89714
Clinic B,21978
Clinic A,79683
Main Hospital,73391
Clinic B,50630
Main Hospital,37657
Rural Health Unit,67149
Private Practice,6145
Private Practice,47739
Clinic B,26515
Rural Health Unit,95399
Clinic A,6002
Clinic A,37156
Main Hospital,80703
Clinic B,17253
Rural Health Unit,45654
Emergency Center,42526
Private Practice,57960
Rural Health Unit,97098
Clinic A,93411
Rural Health Unit,10876
Private Practice,20439
Emergency Center,30988
Emergency Center,27308
University Hospital,72816
Main Hospital,50209
Main Hospital,55452
Main Hospital,54169
Clinic B,27413
Clinic A,13875
Rural Health Unit,928
Clinic A,68103
University Hospital,3175
Private Practice,59772
University Hospital,47603
University Hospital,42655
Emergency Center,31600
Main Hospital,61442
Rural Health Unit,28478
Clinic B,23827
Clinic A,96050
Clinic B,30992
Main Hospital,26632
Main Hospital,97473
Clinic A,43597
Emergency Center,23653
Private Practice,57690
Rural Health Unit,65234
University Hospital,17126
Emergency Center,95172
Main Hospital,64087
Main Hospital,57458
Rural Health Unit,83548
Emergency Center,30970
University Hospital,27531
University Hospital,21951
Main Hospital,62648
Private Practice,75569
University Hospital,15095
University Hospital,15476
Clinic A,18302
Private Practice,16974
Clinic A,97331
Clinic B,28061
Emergency Center,1757
Main Hospital,23086
University Hospital,1145
Clinic B,2243
Clinic A,97270
University Hospital,91037
Emergency Center,36105
Clinic A,27788
Private Practice,18460
Private Practice,62824
Main Hospital,94219
University Hospital,29910
Clinic B,89712
Main Hospital,80758
University Hospital,59175
University Hospital,88744
University Hospital,62858
Rural Health Unit,7785
University Hospital,54076
University Hospital,21217
Main Hospital,48004
Emergency Center,92314
Rural Health Unit,93404
Emergency Center,36116
Main Hospital,3249
Private Practice,55824
Emergency Center,716
Clinic B,33321
Clinic B,76696
Private Practice,7547
Main Hospital,3268
Clinic B,16295
Rural Health Unit,73783
Main Hospital,92763
Clinic B,77286
Clinic A,69361
Private Practice,54339
Private Practice,28348
Private Practice,30578
Main Hospital,67552
Rural Health Unit,8781
University Hospital,18293
Private Practice,13853
Rural Health Unit,86565
Clinic B,74915
Clinic A,58255
Main Hospital,71646
Clinic B,46668
University Hospital,48994
Clinic B,6137
Rural Health Unit,49840
Private Practice,11014
Clinic A,21672
Rural Health Unit,87854
Rural Health Unit,93504
Private Practice,55987
Emergency Center,72510
Private Practice,76157
Emergency Center,79265
Private Practice,32591
Clinic A,40946
Rural Health Unit,20946
Clinic A,71658
Main Hospital,65773
Private Practice,62852
Rural Health Unit,2890
Emergency Center,32543
Main Hospital,53396
Clinic B,32587
Clinic A,2874
Main Hospital,16327
Rural Health Unit,3703
Clinic A,8563
Main Hospital,71657
Clinic B,19065
Clinic B,81598
University Hospital,80801
Emergency Center,81073
Rural Health Unit,42903
University Hospital,80438
Emergency Center,47358
Clinic B,55375
Main Hospital,53843
Rural Health Unit,78576
Private Practice,39470
Clinic A,89444
Clinic B,42844
Clinic B,55520
Rural Health Unit,59063
Rural Health Unit,3786
Main Hospital,83038
Rural Health Unit,79723
Private Practice,24476
Clinic B,62700
Clinic B,8825
Main Hospital,48825
Rural Health Unit,802
Clinic B,63071
Emergency Center,78056
Emergency Center,94146
Private Practice,95741
Emergency Center,44846
Emergency Center,60450
Clinic B,22915
Clinic A,98621
Emergency Center,85566
Private Practice,18342
Emergency Center,96531
Clinic B,27037
Rural Health Unit,70634
University Hospital,85859
Clinic B,5466
Rural Health Unit,42598
Main Hospital,30083
Private Practice,57742
Emergency Center,36549
Main Hospital,27559
Emergency Center,92350
University Hospital,70337
Rural Health Unit,75927
Clinic A,7985
University Hospital,13717
Clinic B,95538
Clinic B,17327
Main Hospital,31230
Main Hospital,3943
Clinic B,6471
Private Practice,1953
Clinic B,60464
Clinic B,73152
Emergency Center,38728
University Hospital,72487
Private Practice,98974
Emergency Center,84084
Clinic A,88641
Private Practice,98513
Emergency Center,77113
Clinic B,87614
Emergency Center,39202
Main Hospital,70995
Private Practice,80632
Rural Health Unit,72608
Clinic B,2021
University Hospital,83996
Emergency Center,47581
Clinic B,77948
Private Practice,59579
Rural Health Unit,72521
Main Hospital,43989
Main Hospital,11824
Private Practice,71016
Private Practice,52797
Emergency Center,43813
Clinic B,94503
University Hospital,38489
Rural Health Unit,378
Private Practice,96248
Private Practice,36059
Clinic A,23281
Main Hospital,11660
Clinic A,31505
Rural Health Unit,818
University Hospital,75282
Private Practice,86106
Rural Health Unit,29807
Emergency Center,26163
Main Hospital,603
Clinic A,73632
Main Hospital,68406
Clinic A,78011
Rural Health Unit,94496
Private Practice,10832
Clinic B,46110
Clinic B,61377
Emergency Center,19842
University Hospital,56264
Main Hospital,71033
University Hospital,39048
Clinic A,36267
Private Practice,52044
Emergency Center,42539
Clinic B,13071
Clinic B,78777
Emergency Center,90012
Rural Health Unit,41304
Main Hospital,87406
University Hospital,1386
Clinic A,94302
University Hospital,83062
Clinic B,58057
Emergency Center,92837
Clinic B,6310
Private Practice,26642
Clinic B,28116
Clinic A,80403
Main Hospital,47077
Main Hospital,47362
Private Practice,1710
Clinic A,9658
Emergency Center,31671
University Hospital,74747
Emergency Center,64327
University Hospital,82953
Main Hospital,33436
Clinic B,76298
Rural Health Unit,12484
Clinic B,88705
Private Practice,19853
Emergency Center,851
Clinic A,71176
University Hospital,55508
Clinic B,23485
Private Practice,10189
Emergency Center,15012
Clinic A,23715
Main Hospital,22402
Clinic A,560
Rural Health Unit,57216
Main Hospital,98254
Emergency Center,67733
Clinic A,79150
Private Practice,76268
Emergency Center,67359
Main Hospital,72246
Rural Health Unit,17730
Private Practice,85830
Rural Health Unit,75664
Clinic B,1709
Private Practice,28707
Clinic B,13531
Private Practice,12260
Main Hospital,89414
University Hospital,46643
University Hospital,85427
Clinic B,9702
Clinic B,69584
Rural Health Unit,70937
Clinic A,10637
Private Practice,48089
Private Practice,98715
Private Practice,74754
Private Practice,39387
Clinic A,40130
Rural Health Unit,84832
Clinic B,56864
University Hospital,87223
Clinic A,88277
Main Hospital,90078
Clinic A,40781
Rural Health Unit,44411
Clinic A,7550
Clinic A,90377
Rural Health Unit,3668
Emergency Center,35201
Main Hospital,94600
Clinic B,48590
University Hospital,8333
University Hospital,2900
Clinic B,11473
Emergency Center,75460
Rural Health Unit,59401
University Hospital,34825
Clinic A,25613
University Hospital,40494
Main Hospital,60017
Main Hospital,15988
Clinic B,48281
Emergency Center,36616
Private Practice,88960
Private Practice,88697
Emergency Center,60660
University Hospital,25556
Emergency Center,91785
Rural Health Unit,48167
Emergency Center,89445
Rural Health Unit,55760
University Hospital,69348
Main Hospital,15941
Clinic A,94482
Clinic B,94258
Private Practice,83877
Main Hospital,79087
Emergency Center,16934
Emergency Center,6416
Private Practice,66278
University Hospital,16342
Clinic B,82853
Clinic A,92727
Rural Health Unit,58014
Rural Health Unit,20023
University Hospital,33260
Private Practice,82750
University Hospital,27664
Clinic A,62755
Rural Health Unit,64458
Clinic A,39962
Emergency Center,22874
University Hospital,62066
Rural Health Unit,41736
Main Hospital,11334
Rural Health Unit,44855
Main Hospital,77454
University Hospital,17968
Clinic A,65028
Clinic B,74917
Clinic A,59494
Clinic A,64297
Clinic B,3711
Private Practice,31094
Clinic A,50099
Clinic B,20780
University Hospital,35689
Clinic B,93187
Rural Health Unit,87212
Main Hospital,11668
Clinic B,4328
Clinic A,96877
Private Practice,10364
University Hospital,26986
Clinic B,45844
Clinic A,39283
Private Practice,74700
Clinic B,39129
University Hospital,40023
University Hospital,33879
Main Hospital,34576
University Hospital,65602
Private Practice,87688
Clinic A,99647
University Hospital,62774
University Hospital,61946
Clinic A,36456
Clinic A,80076
Private Practice,13977
University Hospital,69306
Private Practice,56392
University Hospital,72423
Clinic B,29205
Rural Health Unit,24968
University Hospital,59967
Main Hospital,86938
Rural Health Unit,72373
Rural Health Unit,49994
Main Hospital,86856
Main Hospital,39596
Main Hospital,6151
Private Practice,98514
Rural Health Unit,81737
University Hospital,28249
Clinic B,57799
Private Practice,57349
Clinic A,32653
Rural Health Unit,22680
University Hospital,28414
Emergency Center,8926
University Hospital,86758
Private Practice,71626
Main Hospital,90568
Emergency Center,23970
Private Practice,20196
University Hospital,23577
Clinic B,33386
Private Practice,24592
Clinic B,11265
Emergency Center,91342
Clinic A,87767
Rural Health Unit,38187
Rural Health Unit,81189
Private Practice,64748
Emergency Center,32738
Clinic B,14809
Emergency Center,50135
Main Hospital,25624
Private Practice,67969
Main Hospital,1353
Clinic A,9354
Emergency Center,92011
Emergency Center,41488
Emergency Center,22347
Emergency Center,45782
Clinic A,20665
Clinic B,28621
University Hospital,57133
Clinic A,94728
Clinic B,86932
Rural Health Unit,85813
Private Practice,92323
Clinic B,9996
Private Practice,71229
Rural Health Unit,76395
Clinic B,88305
Emergency Center,57965
Clinic A,52336
Rural Health Unit,38822
Clinic B,9843
University Hospital,69716
University Hospital,14669
Main Hospital,77087
Clinic B,21087
Clinic A,53716
Emergency Center,25782
Main Hospital,504
Clinic B,93032
Emergency Center,86505
Clinic A,56648
Clinic A,72851
Main Hospital,63393
Main Hospital,52120
Clinic B,20323
Emergency Center,12995
Rural Health Unit,78654
University Hospital,91791
Emergency Center,5694
Clinic A,70546
Rural Health Unit,61222
Clinic A,46182
Rural Health Unit,65205
Clinic B,52330
University Hospital,58748
Private Practice,87970
Clinic B,79669
Clinic A,55450
Rural Health Unit,63495
Clinic A,33411
Emergency Center,79726
University Hospital,68024
Emergency Center,14000
Emergency Center,21845
Clinic B,15501
Emergency Center,51997
Main Hospital,70076
Main Hospital,75121
Emergency Center,72229
University Hospital,72526
Emergency Center,48569
Clinic A,99584
Clinic A,38375
University Hospital,38560
Clinic B,15507
Main Hospital,56063
Main Hospital,33038
Clinic B,55304
Emergency Center,16521
University Hospital,55767
Rural Health Unit,28240
Private Practice,40278
Private Practice,29207
Emergency Center,29520
Clinic B,45573
University Hospital,86299
Main Hospital,83898
Rural Health Unit,70263
Main Hospital,22409
Emergency Center,40976
Clinic A,8724
Clinic B,58751
Private Practice,18500
Clinic B,76097
Rural Health Unit,26630
Emergency Center,55218
Clinic B,23883
Main Hospital,8954
Emergency Center,56989
Main Hospital,42823
University Hospital,13307
University Hospital,36597
Clinic A,77658
Clinic B,17898
University Hospital,44755
Clinic B,78063
Main Hospital,92913
Emergency Center,38077
University Hospital,81166
Emergency Center,73536
Rural Health Unit,45682
University Hospital,9366
Clinic B,24580
Rural Health Unit,43013
University Hospital,55765
Private Practice,23884
University Hospital,70303
Main Hospital,10457
Clinic A,86073
Main Hospital,6159
Emergency Center,28968
Clinic B,60906
Rural Health Unit,97571
Clinic B,16469
University Hospital,31896
Clinic B,13246
Rural Health Unit,39234
Clinic A,69590
Clinic A,28446
University Hospital,31718
University Hospital,11842
Emergency Center,43818
University Hospital,45444
Main Hospital,5582
Main Hospital,20762
Main Hospital,38664
Clinic A,13741
Private Practice,83206
Clinic B,24760
Rural Health Unit,63780
Emergency Center,59413
University Hospital,75411
Emergency Center,99112
Clinic A,36466
University Hospital,31081
University Hospital,59442
Clinic A,13848
Clinic B,27297
University Hospital,58089
Clinic B,99743
Clinic A,81617
Emergency Center,71427
University Hospital,85879
Private Practice,85507
Rural Health Unit,7418
Clinic B,48658
University Hospital,40575
Clinic B,3691
University Hospital,75279
Rural Health Unit,24316
University Hospital,81508
University Hospital,50001
Emergency Center,22260
Private Practice,51239
University Hospital,71264
Clinic B,7855
Emergency Center,60475
Rural Health Unit,22500
Main Hospital,9905
Clinic B,41446
Clinic B,74642
Private Practice,40159
Main Hospital,17268
Emergency Center,28137
University Hospital,95738
Clinic B,49260
Rural Health Unit,12369
Private Practice,39335
Rural Health Unit,47066
Private Practice,75362
Private Practice,99280
Main Hospital,67331
University Hospital,65562
Emergency Center,73071
Clinic B,74351
Private Practice,26424
Rural Health Unit,36516
Rural Health Unit,15370
University Hospital,19403
University Hospital,64443
Clinic A,99793
Private Practice,97488
Main Hospital,67653
University Hospital,3033
Emergency Center,19958
Clinic A,76280
University Hospital,50882
Private Practice,62918
Private Practice,67508
University Hospital,32023
Rural Health Unit,86789
Rural Health Unit,19671
Emergency Center,42459
Clinic A,75334
Rural Health Unit,93862
Private Practice,18255
Clinic A,85539
Main Hospital,4414
University Hospital,61285
Private Practice,45146
Main Hospital,18283
Clinic A,23159
Main Hospital,4155
Emergency Center,7049
Clinic B,97732
Emergency Center,55996
Clinic A,93759
Emergency Center,95749
Private Practice,23292
Clinic A,50176
Emergency Center,97454
University Hospital,45838
Rural Health Unit,21388
University Hospital,51673
Emergency Center,46017
Rural Health Unit,81448
Rural Health Unit,35332
Private Practice,75783
Private Practice,66880
Main Hospital,35635
Private Practice,14478
Clinic A,98462
University Hospital,36229
Clinic A,80276
University Hospital,87646
Clinic B,23431
Private Practice,53104
Emergency Center,5733
University Hospital,24443
Emergency Center,69191
Clinic B,84129
Clinic A,26429
Emergency Center,1730
University Hospital,98331
Clinic B,98201
University Hospital,89619
Clinic B,84936
Private Practice,1235
Rural Health Unit,21711
Rural Health Unit,68496
Private Practice,29713
Private Practice,14557
Private Practice,99374
Rural Health Unit,63591
Private Practice,914
Clinic B,46123
University Hospital,38425
Emergency Center,15930
Clinic A,72284
Clinic A,57997
Clinic B,75768
University Hospital,7198
Clinic B,62959
Clinic A,36971
Clinic B,17950
Rural Health Unit,96808
Clinic B,6140
Private Practice,72096
Clinic A,87522
Private Practice,411
Private Practice,64301
Emergency Center,61926
Clinic B,64576
Emergency Center,66412
Clinic B,99932
University Hospital,38749
Rural Health Unit,18526
Private Practice,60797
Clinic B,98649
Clinic B,29919
Main Hospital,65962
University Hospital,43559
Private Practice,72745
University Hospital,1348
Emergency Center,27069
Emergency Center,46941
Rural Health Unit,6831
Clinic B,51561
Rural Health Unit,34040
Rural Health Unit,10984
Clinic A,41192
Clinic B,78037
Main Hospital,76899
Clinic B,52748
Private Practice,84340
Main Hospital,55827
Clinic B,20658
Emergency Center,75644
Private Practice,1030
Clinic B,54160
Private Practice,24167
Emergency Center,59058
Clinic A,52436
Clinic A,38168
Rural Health Unit,36655
University Hospital,36521
Clinic B,73770
University Hospital,95489
Private Practice,29473
Clinic B,75050
Clinic A,7798
Main Hospital,22497
University Hospital,34704
Private Practice,56996
University Hospital,22235
Clinic A,77990
Clinic A,31220
Main Hospital,45678
Private Practice,8812
University Hospital,95602
Clinic A,76139
Private Practice,98966
Clinic A,77607
Main Hospital,84555
Main Hospital,7540
Emergency Center,80581
Clinic B,9863
Private Practice,23888
Emergency Center,81544
Main Hospital,13090
Private Practice,62056
Rural Health Unit,91910
Clinic A,591
Main Hospital,25041
University Hospital,41654
Clinic A,31164
Emergency Center,83586
Private Practice,20096
Emergency Center,42118
Emergency Center,71136
Private Practice,27390
Clinic A,7492
Rural Health Unit,43718
Clinic B,70973
Clinic B,53022
Clinic B,47502
Private Practice,22121
Main Hospital,46224
Rural Health Unit,22557
Main Hospital,21302
Private Practice,1762
University Hospital,5211
Clinic A,47357
University Hospital,2459
Private Practice,32192
Private Practice,12274
Rural Health Unit,55033
Main Hospital,52425
Clinic A,57137
Emergency Center,1930
Rural Health Unit,55785
Clinic A,53787
Main Hospital,17985
Rural Health Unit,98155
Emergency Center,47449
Rural Health Unit,79220
Emergency Center,62047
Clinic A,81228
Private Practice,73447
Rural Health Unit,35214
Clinic B,58803
Main Hospital,48460
Main Hospital,90205
Clinic B,85568
University Hospital,97244
University Hospital,77328
Main Hospital,10178
Clinic B,29114
Clinic B,95386
Emergency Center,33607
Private Practice,52970
University Hospital,11420
University Hospital,91197
Emergency Center,91423
Clinic A,53988
Rural Health Unit,34997
University Hospital,57675
Emergency Center,71826
Clinic B,75318
Clinic A,66462
Rural Health Unit,26902
Main Hospital,99082
Clinic B,83466
Clinic A,73535
Private Practice,58036
Emergency Center,21346
Private Practice,76199
Clinic B,20937
Private Practice,30589
Clinic A,80051
Main Hospital,90041
Private Practice,39647
Clinic B,80018
Rural Health Unit,44561
Clinic B,21286
University Hospital,19228
Private Practice,61797
Rural Health Unit,86943
Clinic A,76142
Clinic A,6079
University Hospital,6281
Rural Health Unit,59540
Private Practice,85364
Emergency Center,2521
Rural Health Unit,36124
Emergency Center,94271
University Hospital,17358
Clinic B,59806
Main Hospital,34676
Emergency Center,33171
Private Practice,1435
Main Hospital,28173
Clinic A,60100
Clinic A,79959
Emergency Center,49208
Clinic B,55694
Clinic A,89085
Main Hospital,71668
Clinic B,48423
Emergency Center,30254
Clinic A,53444
Emergency Center,22830
Rural Health Unit,21729
Clinic B,59468
Clinic B,79989
Clinic B,71848
University Hospital,67471
Private Practice,39466
University Hospital,79692
Main Hospital,11093
Clinic B,38992
Private Practice,94945
Clinic B,95825
Private Practice,64973
Clinic A,70798
Main Hospital,17751
Private Practice,30425
Main Hospital,81577
Emergency Center,4450
Clinic B,62109
Clinic A,68969
Emergency Center,96015
Private Practice,64323
University Hospital,86569
Private Practice,25749
Rural Health Unit,99850
Clinic B,76523
Private Practice,5284
Main Hospital,37566
Private Practice,70063
Clinic B,90679
Clinic B,82558
University Hospital,77737
Clinic A,79300
Clinic A,97253
Clinic A,35553
Emergency Center,84752
Clinic A,93955
Emergency Center,79194
Private Practice,89256
University Hospital,31266
Clinic B,90881
Emergency Center,91463
Private Practice,78684
University Hospital,7273
Emergency Center,66483
Rural Health Unit,79314
University Hospital,93800
Rural Health Unit,82470
Private Practice,51091
Rural Health Unit,21365
Clinic A,38701
Rural Health Unit,61654
Clinic A,95211
Private Practice,58168
Rural Health Unit,31965
University Hospital,53404
Rural Health Unit,1783
Rural Health Unit,58775
Main Hospital,5443
University Hospital,84026
Emergency Center,15818
University Hospital,97095
Private Practice,20719
Clinic B,91241
Main Hospital,5460
University Hospital,64618
Main Hospital,41814
Main Hospital,11870
Rural Health Unit,82477
University Hospital,22003
University Hospital,41274
Clinic A,18289
University Hospital,20219
University Hospital,8242
Clinic A,8893
Clinic A,55475
Clinic B,9837
Rural Health Unit,49201
University Hospital,7132
Emergency Center,75442
Main Hospital,56319
Private Practice,64867
Clinic A,90002
Private Practice,95818
University Hospital,21488
Emergency Center,90466
Main Hospital,53067
University Hospital,60317
Emergency Center,81520
Rural Health Unit,89916
Main Hospital,80851
Emergency Center,38918
Clinic A,63343
University Hospital,16624
Emergency Center,79868
Emergency Center,37269
University Hospital,94988
Main Hospital,26706
University Hospital,95697
Emergency Center,6862
Private Practice,39876
Rural Health Unit,95410
Clinic B,66366
Private Practice,1807
Main Hospital,46770
Emergency Center,53952
Clinic B,84631
Rural Health Unit,89049
Main Hospital,78478
Private Practice,41101
Clinic A,38875
University Hospital,13294
Main Hospital,80729
Main Hospital,23914
Emergency Center,69606
Clinic B,44696
Private Practice,68990
Main Hospital,63318
University Hospital,91426
Main Hospital,61281
Main Hospital,90006
Emergency Center,485
Main Hospital,6644
Clinic B,971
Emergency Center,43325
Clinic A,64688
Rural Health Unit,897
Clinic A,38164
Rural Health Unit,13960
Private Practice,61906
Private Practice,55810
Private Practice,2605
Emergency Center,20169
Clinic B,43618
Emergency Center,97872
Emergency Center,79613
Rural Health Unit,20035
Emergency Center,39167
Emergency Center,64506
Main Hospital,29199
Private Practice,86227
Private Practice,46369
Rural Health Unit,61426
University Hospital,87161
Clinic A,14900
Private Practice,94586
Rural Health Unit,68157
Clinic B,84764
Main Hospital,94708
Clinic A,67679
University Hospital,52803
Emergency Center,11839
University Hospital,73810
Clinic A,17500
Private Practice,75926
Clinic A,7420
Rural Health Unit,71061
Main Hospital,92178
Rural Health Unit,26545
Main Hospital,67395
Clinic B,39649
Emergency Center,66260
Private Practice,2214
Private Practice,23646
University Hospital,71720
Emergency Center,68549
University Hospital,85046
Emergency Center,4803
Rural Health Unit,72723
Clinic A,86868
Clinic A,93565
Emergency Center,95630
Clinic B,63810
Clinic A,13126
Clinic B,88620
Clinic A,96881
Private Practice,70437
Rural Health Unit,91954
Main Hospital,26011
Main Hospital,78871
Rural Health Unit,58511
Private Practice,46813
Emergency Center,3242
University Hospital,2837
Rural Health Unit,66326
Main Hospital,92591
Clinic A,51577
Clinic A,43440
Main Hospital,39332
Main Hospital,32432
University Hospital,38225
Main Hospital,82862
Emergency Center,79922
University Hospital,10082
Private Practice,29874
Private Practice,77437
Rural Health Unit,96461
Main Hospital,31636
Clinic A,45597
Private Practice,73115
Main Hospital,49486
Emergency Center,51662
Emergency Center,17516
Clinic A,27362
University Hospital,97041
Clinic A,83317
Rural Health Unit,27694
Rural Health Unit,56922
Rural Health Unit,50296
Main Hospital,98361
Clinic A,46663
University Hospital,12147
Clinic B,42385
Clinic A,89567
Rural Health Unit,29975
Private Practice,36174
University Hospital,25948
Clinic B,67771
University Hospital,37947
University Hospital,12420
Rural Health Unit,91319
Private Practice,12071
Rural Health Unit,82746
Clinic B,59782
Clinic A,39477
Clinic B,18715
Clinic A,48796
Private Practice,25590
University Hospital,43927
Clinic A,97111
Emergency Center,13513
Clinic B,55628
Clinic B,4896
Main Hospital,49516
University Hospital,33557
University Hospital,23794
Private Practice,78342
Clinic A,28387
Private Practice,56124
Private Practice,97704
Emergency Center,31785
University Hospital,53053
Emergency Center,48618
Main Hospital,20670
Clinic B,13792
Private Practice,48610
Private Practice,41652
Emergency Center,72278
Rural Health Unit,98956
University Hospital,20532
Clinic B,71703
Private Practice,43060
Emergency Center,70569
Emergency Center,86150
Clinic A,51596
Clinic B,3030
Emergency Center,533
Clinic A,2503
Rural Health Unit,37417
University Hospital,42377
Emergency Center,98389
Clinic A,76687
Rural Health Unit,66273
Clinic A,94189
Clinic B,53961
Rural Health Unit,13746
Private Practice,52606
Clinic A,29677
Rural Health Unit,86086
Emergency Center,73839
Main Hospital,64700
University Hospital,1366
Emergency Center,86003
Emergency Center,54656
University Hospital,78934
University Hospital,65790
Clinic A,41844
Emergency Center,63656
Clinic A,10464
Clinic B,92461
Clinic A,564
Clinic B,60211
Private Practice,27934
Main Hospital,79324
Emergency Center,80565
Rural Health Unit,32702
Clinic B,43976
Main Hospital,8707
University Hospital,65122
Private Practice,94458
Rural Health Unit,80423
Clinic A,74738
Main Hospital,91849
Clinic B,47718
Emergency Center,94949
Private Practice,53096
University Hospital,85709
University Hospital,84971
Main Hospital,58337
Rural Health Unit,53631
Main Hospital,70293
Clinic A,46029
Rural Health Unit,22936
Rural Health Unit,46912
University Hospital,95196
Private Practice,92344
Private Practice,25459
University Hospital,69548
Clinic A,83827
Emergency Center,99506
Clinic A,3110
Rural Health Unit,10118
Clinic B,85955
Clinic B,82419
Main Hospital,29264
Clinic A,29798
Clinic A,81338
Private Practice,1801
Main Hospital,74994
Private Practice,56351
Rural Health Unit,71201
Emergency Center,30609
Clinic A,41726
Private Practice,77037
University Hospital,25487
Private Practice,35304
Clinic A,1199
Emergency Center,27864
Clinic A,40345
University Hospital,42942
Clinic B,22821
Rural Health Unit,48355
Clinic B,88559
Emergency Center,18258
Emergency Center,51420
University Hospital,78674
Private Practice,15626
Clinic B,62238
Clinic B,98503
Clinic B,69682
Clinic B,88004
University Hospital,29582
Emergency Center,92895
Emergency Center,49358
Main Hospital,46386
Rural Health Unit,29740
Private Practice,30714
Emergency Center,9891
Rural Health Unit,1684
Rural Health Unit,80514
Clinic B,55144
Clinic A,16386
Clinic B,71754
Clinic B,14926
Emergency Center,82917
Main Hospital,70667
University Hospital,37287
Rural Health Unit,19952
Clinic A,44125
Private Practice,27155
Clinic A,62750
Main Hospital,65133
Clinic B,12353
University Hospital,91793
University Hospital,48339
University Hospital,28915
Private Practice,51413
Emergency Center,57840
Clinic B,37745
Clinic A,761
Clinic A,14399
Clinic B,54773
Clinic A,57783
Emergency Center,14450
University Hospital,38365
Rural Health Unit,94770
Clinic A,91503
Emergency Center,12269
University Hospital,95831
Private Practice,95662
Private Practice,68186
Clinic B,3547
Clinic B,33177
Rural Health Unit,59160
Rural Health Unit,53145
Emergency Center,83901
Private Practice,73700
Private Practice,19080
Private Practice,6542
Emergency Center,51315
Emergency Center,96173
Clinic A,36942
Private Practice,27993
Rural Health Unit,40670
Clinic B,13514
Clinic A,59087
Clinic A,13462
Private Practice,13985
University Hospital,14787
Emergency Center,93429
Clinic A,94295
University Hospital,70663
Private Practice,32363
Main Hospital,21377
