department_id,department_name,department_code,current_occupancy,max_capacity,num_staff,working_hours,emergency_support,doctor_id
44341,ICU,DEP-SS88,164,203,5,11 AM - 10 PM,no,63620
81033,Neurology,DEP-QU16,199,78,99,8 AM - 6 PM,no,33868
32581,Dermatology,DEP-QR75,30,495,99,7 AM - 9 PM,yes,63680
84070,Laboratory,DEP-JN62,199,373,49,6 AM - 6 PM,yes,53347
7152,Surgery,DEP-GE02,138,339,20,8 AM - 8 PM,yes,30938
64990,Orthopedics,DEP-WF21,12,394,94,9 AM - 7 PM,yes,33004
42026,Pediatrics,DEP-rd35,110,198,51,7 AM - 5 PM,no,96631
66444,Neurology,DEP-Py38,121,342,96,6 AM - 8 PM,no,22957
52858,Radiology,DEP-DC31,21,254,65,9 AM - 10 PM,yes,64272
75108,Orthopedics,DEP-FC71,123,336,26,9 AM - 7 PM,yes,32289
41426,Emergency,DEP-VP17,157,426,68,7 AM - 5 PM,yes,2762
2329,Radiology,DEP-Ac16,198,270,42,11 AM - 8 PM,yes,90529
73024,Neurology,DEP-fY80,171,261,55,8 AM - 6 PM,yes,15997
79194,Surgery,DEP-GJ94,88,354,84,6 AM - 10 PM,no,39438
27112,Orthopedics,DEP-xd75,89,365,57,10 AM - 5 PM,no,57520
29218,Cardiology,DEP-JX75,59,152,88,8 AM - 5 PM,yes,64447
81232,Neurology,DEP-TQ97,189,77,32,10 AM - 5 PM,no,34205
47617,Cardiology,DEP-gW71,87,405,15,8 AM - 7 PM,no,84094
86364,Cardiology,DEP-vw30,84,157,95,10 AM - 5 PM,yes,41120
83055,Emergency,DEP-Hx48,133,434,34,10 AM - 7 PM,yes,17051
92025,Pharmacy,DEP-kF10,178,392,3,9 AM - 8 PM,yes,90107
18408,Radiology,DEP-qN61,43,80,37,7 AM - 10 PM,no,51576
25679,Cardiology,DEP-zn31,119,385,2,6 AM - 7 PM,no,84817
59905,Laboratory,DEP-gW35,168,234,14,6 AM - 6 PM,no,22119
54325,Pediatrics,DEP-hX09,97,310,91,6 AM - 6 PM,no,15381
59048,ICU,DEP-Gi79,136,95,24,7 AM - 8 PM,no,29423
65382,Emergency,DEP-Vd08,182,61,6,7 AM - 8 PM,no,56532
56729,Surgery,DEP-GX97,125,251,96,7 AM - 4 PM,no,53546
23226,Laboratory,DEP-Ui92,90,231,81,8 AM - 5 PM,no,76402
13573,Cardiology,DEP-Mu69,160,181,50,12 AM - 4 PM,no,52108
66074,Pediatrics,DEP-MS66,38,224,51,11 AM - 5 PM,yes,12488
99925,Pharmacy,DEP-zv34,97,316,87,10 AM - 10 PM,yes,87921
38557,Dermatology,DEP-iA72,61,343,20,9 AM - 6 PM,no,39650
78974,Oncology,DEP-SJ84,138,117,27,11 AM - 5 PM,yes,23510
41144,Orthopedics,DEP-mn83,79,402,91,10 AM - 5 PM,no,93094
81810,Orthopedics,DEP-Ri45,167,339,21,8 AM - 4 PM,yes,36831
93113,Orthopedics,DEP-IS28,81,479,19,11 AM - 4 PM,no,67760
83476,Dermatology,DEP-Ww51,105,205,57,11 AM - 10 PM,no,86169
73699,Orthopedics,DEP-KQ79,199,146,14,7 AM - 5 PM,yes,61636
93077,ICU,DEP-sB68,157,186,78,10 AM - 8 PM,yes,57870
1673,ICU,DEP-by81,59,168,88,6 AM - 6 PM,yes,19405
19048,Pharmacy,DEP-mr00,199,294,18,10 AM - 10 PM,no,73825
98328,Pharmacy,DEP-Rq24,166,241,24,12 AM - 7 PM,no,10070
19192,Oncology,DEP-nW04,35,133,25,7 AM - 4 PM,no,89212
70932,Cardiology,DEP-Cg05,69,261,29,11 AM - 9 PM,yes,60323
80754,Pediatrics,DEP-VP83,16,140,57,12 AM - 8 PM,no,86246
73566,Pharmacy,DEP-GY63,83,493,59,7 AM - 7 PM,no,74600
91242,Cardiology,DEP-yy40,155,426,49,11 AM - 6 PM,no,78943
54600,ICU,DEP-da58,190,342,77,10 AM - 8 PM,yes,11690
97474,Emergency,DEP-NX43,27,281,59,12 AM - 4 PM,yes,98639
58073,Emergency,DEP-WL35,137,252,95,6 AM - 8 PM,no,79103
71645,Emergency,DEP-XU93,195,372,7,7 AM - 6 PM,no,62447
25362,Dermatology,DEP-lR47,77,446,37,9 AM - 5 PM,no,24426
9760,Radiology,DEP-VG22,156,77,89,10 AM - 5 PM,no,29390
15643,Laboratory,DEP-Br60,115,96,93,10 AM - 4 PM,yes,11006
72954,ICU,DEP-kL42,178,329,18,9 AM - 7 PM,no,39375
33425,Oncology,DEP-DT05,6,141,59,10 AM - 9 PM,yes,67294
20290,Oncology,DEP-uM02,23,178,42,11 AM - 9 PM,yes,46590
6665,Pharmacy,DEP-FY94,187,113,12,6 AM - 9 PM,no,23882
75061,Laboratory,DEP-eY85,92,93,68,11 AM - 7 PM,yes,76966
92757,Dermatology,DEP-ol58,140,244,6,12 AM - 5 PM,no,24535
68236,ICU,DEP-kA18,168,491,20,7 AM - 10 PM,yes,766
71182,Orthopedics,DEP-fw86,196,414,7,9 AM - 6 PM,no,97549
28992,Pharmacy,DEP-vx35,196,278,37,11 AM - 5 PM,yes,16395
38479,Orthopedics,DEP-HE39,51,51,80,12 AM - 6 PM,yes,27424
73575,Oncology,DEP-Qw01,127,487,64,10 AM - 10 PM,yes,25023
58414,ICU,DEP-Np39,126,171,28,10 AM - 9 PM,no,19978
5226,Oncology,DEP-Yh56,104,276,11,10 AM - 8 PM,yes,31801
50577,Pediatrics,DEP-Us48,140,192,80,11 AM - 8 PM,yes,82629
3238,Cardiology,DEP-GZ85,47,125,8,11 AM - 6 PM,yes,78097
66680,Orthopedics,DEP-cs77,8,391,74,12 AM - 8 PM,no,94976
85397,Surgery,DEP-Gf35,22,75,14,9 AM - 5 PM,yes,2492
12577,Laboratory,DEP-Ia28,72,362,85,11 AM - 9 PM,yes,15327
82173,Oncology,DEP-QO13,191,346,47,6 AM - 4 PM,no,37750
27941,Surgery,DEP-nI61,94,244,9,12 AM - 7 PM,yes,89780
92109,Radiology,DEP-VR61,120,118,16,11 AM - 10 PM,no,93242
20152,Surgery,DEP-Tv07,134,261,68,7 AM - 9 PM,yes,37022
4965,ICU,DEP-dl11,14,105,74,11 AM - 9 PM,yes,79396
33018,Oncology,DEP-Ko81,185,402,78,12 AM - 9 PM,no,6166
33901,Dermatology,DEP-CO66,155,484,41,8 AM - 8 PM,no,4190
53011,Orthopedics,DEP-by65,157,338,64,10 AM - 9 PM,no,63748
88250,Oncology,DEP-aP18,46,362,30,11 AM - 6 PM,yes,90457
94409,Cardiology,DEP-WV91,30,62,60,11 AM - 10 PM,yes,59917
76756,Pharmacy,DEP-wG01,53,459,79,9 AM - 7 PM,yes,73724
13911,Surgery,DEP-Mf44,89,336,82,7 AM - 4 PM,yes,95466
57367,Pharmacy,DEP-Qb66,72,180,9,8 AM - 6 PM,no,84815
62126,Cardiology,DEP-oi28,29,401,43,8 AM - 7 PM,yes,863
97878,Orthopedics,DEP-sO68,49,219,44,11 AM - 7 PM,no,48815
18884,Cardiology,DEP-aJ45,165,119,62,7 AM - 9 PM,no,29908
72754,Emergency,DEP-ca21,85,286,53,11 AM - 4 PM,no,47418
75067,ICU,DEP-IJ96,185,397,41,10 AM - 8 PM,yes,11112
11157,Pediatrics,DEP-VV43,147,400,43,12 AM - 10 PM,no,86530
95150,Neurology,DEP-AP53,38,193,4,8 AM - 7 PM,yes,68128
67181,ICU,DEP-lo22,155,249,24,10 AM - 4 PM,no,36671
80856,Pharmacy,DEP-hl43,80,413,5,8 AM - 7 PM,yes,71358
87946,Oncology,DEP-WJ90,60,240,58,12 AM - 6 PM,yes,53019
60458,Emergency,DEP-sQ81,77,139,15,8 AM - 10 PM,yes,94225
8829,Pediatrics,DEP-mU41,23,277,65,6 AM - 10 PM,no,68332
76099,Emergency,DEP-wi75,39,147,44,9 AM - 9 PM,no,33907
87988,Surgery,DEP-sN31,36,443,13,12 AM - 8 PM,yes,7857
9149,Pediatrics,DEP-FC35,185,68,59,9 AM - 9 PM,yes,75030
43036,Cardiology,DEP-SL94,79,72,88,12 AM - 8 PM,yes,93670
19974,Surgery,DEP-xZ99,119,73,14,10 AM - 10 PM,no,75073
41462,Cardiology,DEP-au62,147,438,40,11 AM - 5 PM,no,47352
32266,Pediatrics,DEP-rx36,49,196,36,10 AM - 6 PM,no,8151
17603,Laboratory,DEP-DC57,30,189,20,7 AM - 6 PM,yes,52789
47020,Cardiology,DEP-Jg47,159,336,66,6 AM - 5 PM,no,83422
23038,Emergency,DEP-ri91,81,188,19,11 AM - 10 PM,no,18919
70597,ICU,DEP-UO34,62,137,10,8 AM - 8 PM,no,69355
10022,Emergency,DEP-GO10,113,75,17,6 AM - 7 PM,yes,48409
4088,Neurology,DEP-zX99,98,77,12,9 AM - 7 PM,yes,5279
77337,Pharmacy,DEP-Jq30,152,353,81,12 AM - 9 PM,no,3667
71233,ICU,DEP-PX87,91,209,43,12 AM - 5 PM,yes,28256
19481,Oncology,DEP-oX56,145,117,12,12 AM - 10 PM,no,54732
77280,Neurology,DEP-DG42,116,208,88,11 AM - 9 PM,no,62289
66900,Oncology,DEP-ZN03,59,164,19,12 AM - 8 PM,no,99834
89674,Surgery,DEP-iC28,100,143,90,11 AM - 6 PM,no,50755
20869,Oncology,DEP-KQ29,124,65,9,9 AM - 4 PM,no,36356
19162,Oncology,DEP-co75,118,483,22,8 AM - 10 PM,no,40481
99807,ICU,DEP-eq73,147,115,66,6 AM - 7 PM,yes,99302
48422,Surgery,DEP-Qn30,142,382,10,12 AM - 6 PM,no,15765
67880,Dermatology,DEP-ED56,151,261,31,10 AM - 5 PM,yes,75963
6086,Oncology,DEP-Vq84,98,83,44,7 AM - 10 PM,no,44558
75842,Dermatology,DEP-ly89,145,453,44,10 AM - 9 PM,yes,71012
85678,Orthopedics,DEP-LP65,169,392,10,11 AM - 9 PM,no,88946
10202,Neurology,DEP-yo84,151,355,60,8 AM - 8 PM,yes,12942
67681,Oncology,DEP-wF65,45,207,52,6 AM - 8 PM,yes,31407
63191,Laboratory,DEP-Gi90,152,444,49,8 AM - 7 PM,yes,15083
57658,Neurology,DEP-eG23,55,468,18,10 AM - 10 PM,yes,83039
84341,Orthopedics,DEP-jl43,169,126,58,10 AM - 6 PM,no,72706
20625,ICU,DEP-Th59,147,278,26,7 AM - 9 PM,no,26667
86652,Radiology,DEP-Zv36,145,456,87,8 AM - 7 PM,no,72764
94405,Neurology,DEP-RE17,149,54,79,10 AM - 7 PM,yes,85597
62786,Radiology,DEP-kP39,15,239,71,6 AM - 4 PM,no,49827
53857,Neurology,DEP-ci03,72,493,4,7 AM - 7 PM,no,21157
75168,Laboratory,DEP-iO92,81,414,49,9 AM - 7 PM,no,72938
67193,Emergency,DEP-jd09,54,389,23,9 AM - 5 PM,yes,89404
33850,Emergency,DEP-zM28,98,481,47,12 AM - 7 PM,yes,44778
73872,Radiology,DEP-fn04,171,114,18,6 AM - 4 PM,yes,62459
58877,Orthopedics,DEP-Ek97,184,299,85,9 AM - 5 PM,yes,64091
28752,Orthopedics,DEP-jY69,164,462,54,12 AM - 7 PM,no,58350
76368,ICU,DEP-QG29,46,282,66,9 AM - 8 PM,no,23224
34671,Dermatology,DEP-DM25,90,165,24,9 AM - 8 PM,yes,58271
77410,ICU,DEP-yy13,127,483,94,7 AM - 9 PM,no,80405
17329,Dermatology,DEP-mH10,139,345,47,6 AM - 4 PM,no,4822
66107,Pharmacy,DEP-Mg62,94,107,75,9 AM - 9 PM,yes,51915
23255,Orthopedics,DEP-Mc79,186,424,68,12 AM - 10 PM,no,96837
69655,Oncology,DEP-fE81,132,90,67,10 AM - 4 PM,yes,16702
86427,Oncology,DEP-Ia29,161,429,85,11 AM - 4 PM,no,25146
88940,ICU,DEP-Ax68,13,225,69,12 AM - 4 PM,no,84012
5693,Oncology,DEP-oZ86,131,290,74,11 AM - 6 PM,no,89151
63192,Surgery,DEP-LZ65,75,198,22,6 AM - 9 PM,no,55058
97175,Pharmacy,DEP-Bi91,200,338,34,6 AM - 9 PM,no,3325
33360,ICU,DEP-fs73,43,343,7,11 AM - 6 PM,yes,21558
78419,Radiology,DEP-qm86,124,92,17,10 AM - 4 PM,no,77664
716,Radiology,DEP-Hh09,33,365,36,8 AM - 10 PM,no,7134
68126,Cardiology,DEP-Pn06,189,107,78,7 AM - 8 PM,yes,57478
90146,Laboratory,DEP-xg56,114,239,23,8 AM - 10 PM,yes,49465
20287,Oncology,DEP-qq69,46,459,68,12 AM - 4 PM,no,7181
70268,Neurology,DEP-xN69,37,354,20,12 AM - 7 PM,no,38655
36118,Dermatology,DEP-AJ63,60,388,57,11 AM - 9 PM,yes,81789
73080,Pediatrics,DEP-xJ72,147,425,45,6 AM - 9 PM,no,44514
72733,Neurology,DEP-tK74,13,135,60,9 AM - 7 PM,no,14156
45135,Oncology,DEP-Qh62,191,435,69,7 AM - 7 PM,no,16512
98017,Oncology,DEP-YS37,67,124,68,12 AM - 7 PM,yes,24369
21206,Radiology,DEP-Gz13,114,245,87,8 AM - 8 PM,yes,85420
44359,Neurology,DEP-SR89,136,376,46,12 AM - 7 PM,no,38150
92640,Surgery,DEP-yO02,69,186,13,8 AM - 9 PM,no,7157
693,Oncology,DEP-EM12,197,395,96,7 AM - 9 PM,yes,44767
57065,Emergency,DEP-qo11,86,396,89,7 AM - 6 PM,yes,74199
48606,Laboratory,DEP-cU19,2,475,9,6 AM - 7 PM,yes,5530
50374,Emergency,DEP-PH69,26,400,58,8 AM - 5 PM,no,31328
37548,Radiology,DEP-Xl90,49,67,4,10 AM - 4 PM,yes,24149
83924,ICU,DEP-am77,168,477,28,10 AM - 9 PM,yes,18664
86099,Pharmacy,DEP-mc84,30,94,78,7 AM - 7 PM,yes,37237
78579,Neurology,DEP-So88,178,144,33,8 AM - 7 PM,yes,25688
80634,Laboratory,DEP-xp20,116,191,99,9 AM - 9 PM,no,85835
85854,Radiology,DEP-fr02,41,449,10,8 AM - 10 PM,yes,86626
52354,Dermatology,DEP-zL56,99,220,8,8 AM - 10 PM,no,18931
26255,Orthopedics,DEP-VT80,112,85,63,7 AM - 8 PM,no,41674
11818,Orthopedics,DEP-UJ84,165,301,14,7 AM - 8 PM,no,24785
76406,Pediatrics,DEP-ro55,157,379,14,9 AM - 9 PM,no,16575
79477,Neurology,DEP-zK37,8,87,10,10 AM - 9 PM,no,86966
609,Oncology,DEP-AG42,4,304,20,11 AM - 9 PM,yes,49055
13954,Cardiology,DEP-Gs81,170,249,35,7 AM - 9 PM,no,64853
44560,Dermatology,DEP-qI18,147,51,66,11 AM - 10 PM,no,30721
75352,Oncology,DEP-yK47,111,256,94,12 AM - 10 PM,yes,72161
63390,Emergency,DEP-XD35,57,51,50,11 AM - 10 PM,no,5392
89337,Neurology,DEP-bE79,145,324,46,8 AM - 9 PM,no,48170
15239,Dermatology,DEP-yO41,14,373,83,6 AM - 6 PM,no,34815
28885,Neurology,DEP-Aw35,117,439,99,8 AM - 9 PM,yes,84365
67699,Orthopedics,DEP-Sq80,141,70,50,11 AM - 5 PM,no,71568
32539,Pharmacy,DEP-zR41,99,104,81,11 AM - 6 PM,no,79171
98145,Neurology,DEP-Jl51,161,274,95,7 AM - 5 PM,yes,52928
62463,Pediatrics,DEP-nK55,6,418,76,7 AM - 7 PM,no,52101
35268,Neurology,DEP-FV23,138,379,40,9 AM - 8 PM,no,61438
26170,Cardiology,DEP-qn33,9,223,8,8 AM - 10 PM,yes,54747
30042,Dermatology,DEP-Nw33,30,158,84,11 AM - 8 PM,no,40051
20446,Laboratory,DEP-fR11,137,126,95,10 AM - 5 PM,yes,98648
86956,Cardiology,DEP-aW79,188,122,63,11 AM - 4 PM,no,18236
70972,ICU,DEP-xN07,11,174,90,11 AM - 5 PM,yes,51234
41342,Orthopedics,DEP-rF79,161,75,40,12 AM - 10 PM,yes,62230
66995,Oncology,DEP-oW46,156,137,76,6 AM - 10 PM,yes,22468
75584,Neurology,DEP-HZ20,127,354,79,7 AM - 4 PM,yes,24470
55466,Dermatology,DEP-cG78,86,465,95,11 AM - 7 PM,no,86451
45519,Neurology,DEP-Dh62,175,344,70,7 AM - 6 PM,yes,51262
91520,Cardiology,DEP-uS87,151,138,43,6 AM - 4 PM,no,27063
1103,Orthopedics,DEP-yL03,193,262,22,11 AM - 6 PM,yes,20811
13205,Oncology,DEP-Nq55,62,347,6,7 AM - 4 PM,no,26437
71901,Orthopedics,DEP-rE43,4,500,63,6 AM - 4 PM,yes,68925
80358,Orthopedics,DEP-lF55,22,411,84,10 AM - 6 PM,no,96638
55567,Pharmacy,DEP-SW36,197,293,89,7 AM - 5 PM,yes,51260
48799,Laboratory,DEP-rC56,69,317,58,9 AM - 5 PM,yes,96107
23578,ICU,DEP-KR92,177,69,77,7 AM - 9 PM,no,5723
29958,ICU,DEP-Zp14,22,371,39,8 AM - 7 PM,yes,8748
72789,Emergency,DEP-mj66,60,148,16,10 AM - 4 PM,no,15889
96802,Emergency,DEP-Za27,129,162,60,12 AM - 9 PM,yes,59105
23148,Radiology,DEP-iO67,13,149,15,12 AM - 5 PM,no,88555
67765,Oncology,DEP-YF85,45,131,86,6 AM - 4 PM,no,1407
39326,Radiology,DEP-Kd48,53,272,33,8 AM - 8 PM,no,60470
52219,Cardiology,DEP-dn12,26,429,7,10 AM - 5 PM,yes,36587
33330,Cardiology,DEP-CV71,124,313,15,6 AM - 5 PM,no,70078
43864,ICU,DEP-xJ45,148,216,54,7 AM - 9 PM,no,23322
73071,Pediatrics,DEP-bA45,199,106,42,7 AM - 4 PM,yes,68534
15890,Pharmacy,DEP-mK59,105,495,26,9 AM - 5 PM,yes,78407
75483,Oncology,DEP-Xs82,149,298,7,9 AM - 5 PM,yes,26212
46544,ICU,DEP-FX58,116,141,50,8 AM - 5 PM,no,8280
96537,Pharmacy,DEP-yN71,49,373,46,8 AM - 5 PM,no,14114
37555,Orthopedics,DEP-kO72,8,404,73,6 AM - 6 PM,yes,56083
44222,Neurology,DEP-Kz69,119,284,54,7 AM - 10 PM,no,41450
9351,Pediatrics,DEP-vo12,75,359,21,12 AM - 10 PM,yes,81777
41088,ICU,DEP-Tr54,141,487,30,6 AM - 7 PM,no,13344
79349,Pediatrics,DEP-CX64,151,292,60,8 AM - 4 PM,no,82689
47600,Pharmacy,DEP-CA98,63,176,42,9 AM - 8 PM,yes,41676
21930,ICU,DEP-iU20,38,343,1,9 AM - 4 PM,yes,58839
30753,Oncology,DEP-nk41,187,443,65,6 AM - 7 PM,no,30488
52041,Oncology,DEP-eE11,178,470,13,9 AM - 7 PM,yes,81233
71884,Neurology,DEP-Xz00,142,435,2,11 AM - 9 PM,no,26789
68679,Pediatrics,DEP-qN11,33,233,38,7 AM - 9 PM,yes,36454
20352,Cardiology,DEP-to16,122,392,40,7 AM - 9 PM,no,37808
32426,ICU,DEP-Oi47,191,348,4,9 AM - 7 PM,yes,87163
17206,Pharmacy,DEP-bc82,103,144,48,11 AM - 7 PM,yes,24057
86972,Laboratory,DEP-ED55,18,247,89,8 AM - 8 PM,yes,83147
35705,Radiology,DEP-iS87,109,435,35,11 AM - 8 PM,yes,30973
70685,Laboratory,DEP-MD29,20,367,43,11 AM - 4 PM,no,32102
82712,Cardiology,DEP-HO96,28,246,47,9 AM - 8 PM,yes,63068
83824,Surgery,DEP-wE84,93,139,83,10 AM - 9 PM,yes,55403
70735,Emergency,DEP-Ct31,181,446,27,7 AM - 6 PM,yes,99867
47943,Emergency,DEP-jt64,29,382,62,11 AM - 10 PM,yes,23029
1383,Pharmacy,DEP-Wi08,194,165,42,8 AM - 6 PM,no,63025
45073,Radiology,DEP-Ia47,13,82,48,8 AM - 7 PM,no,1682
90147,Emergency,DEP-ta77,134,474,16,9 AM - 9 PM,no,48908
56418,Oncology,DEP-oY49,158,238,87,11 AM - 10 PM,yes,50439
946,Pediatrics,DEP-mA85,117,94,11,9 AM - 5 PM,no,66795
73472,Neurology,DEP-pk66,27,134,36,6 AM - 9 PM,yes,32347
93708,Oncology,DEP-oq66,38,497,27,10 AM - 9 PM,yes,79355
10382,Radiology,DEP-HW63,106,399,70,7 AM - 7 PM,no,15300
80375,Dermatology,DEP-PV44,113,427,83,6 AM - 6 PM,yes,67965
69722,Neurology,DEP-me46,5,496,30,12 AM - 8 PM,no,65620
23908,Dermatology,DEP-hO24,148,225,84,11 AM - 10 PM,no,98626
59682,Oncology,DEP-rS97,151,390,90,10 AM - 10 PM,no,18705
81625,Oncology,DEP-ub73,77,340,17,12 AM - 6 PM,yes,64451
19942,Radiology,DEP-bl08,58,297,48,8 AM - 10 PM,yes,96081
13405,Orthopedics,DEP-iT44,90,195,59,7 AM - 8 PM,yes,65878
57464,Pharmacy,DEP-fj03,137,196,24,7 AM - 10 PM,yes,99505
1930,Orthopedics,DEP-vA73,60,109,6,8 AM - 8 PM,yes,83418
40838,Oncology,DEP-DS75,66,239,24,7 AM - 8 PM,yes,3888
4159,Laboratory,DEP-Wj51,81,226,19,8 AM - 7 PM,yes,87205
7345,Emergency,DEP-eI46,77,112,4,9 AM - 7 PM,yes,79034
61623,Oncology,DEP-qy23,81,129,1,11 AM - 8 PM,no,56289
1653,Laboratory,DEP-yX13,180,201,61,8 AM - 10 PM,yes,52228
58059,ICU,DEP-mD30,186,276,44,11 AM - 4 PM,no,91528
96380,Cardiology,DEP-Qn18,35,397,71,6 AM - 6 PM,yes,36630
61974,Dermatology,DEP-uk64,158,480,29,9 AM - 6 PM,yes,62285
82465,Surgery,DEP-Hh08,14,361,83,7 AM - 8 PM,yes,2179
33202,Radiology,DEP-mx74,50,61,11,10 AM - 10 PM,no,52450
6827,Laboratory,DEP-pO31,171,94,66,9 AM - 5 PM,no,50444
56906,Surgery,DEP-kY50,154,359,66,6 AM - 9 PM,no,66143
36188,Dermatology,DEP-zY91,37,416,55,8 AM - 7 PM,no,61184
31862,Cardiology,DEP-LY00,72,226,45,8 AM - 7 PM,yes,27740
90538,Pediatrics,DEP-jx79,186,277,95,9 AM - 10 PM,no,21002
11728,Radiology,DEP-Ff32,41,462,94,9 AM - 9 PM,no,33767
89908,Orthopedics,DEP-WO95,150,356,12,7 AM - 5 PM,no,95081
7871,Oncology,DEP-Pj05,134,221,9,10 AM - 10 PM,no,84408
91924,Neurology,DEP-iF81,1,259,82,8 AM - 7 PM,yes,57273
30497,Emergency,DEP-YP58,118,413,73,12 AM - 5 PM,yes,97069
99181,Orthopedics,DEP-Um57,97,198,71,9 AM - 4 PM,no,49832
2798,ICU,DEP-Ui65,77,302,72,11 AM - 7 PM,yes,55535
32859,Cardiology,DEP-TC07,0,128,34,8 AM - 9 PM,no,13970
73272,Neurology,DEP-SF48,167,390,37,9 AM - 5 PM,no,65514
24874,Pharmacy,DEP-Iw92,165,175,4,6 AM - 10 PM,no,40487
42425,Oncology,DEP-MJ74,17,356,96,8 AM - 8 PM,no,28272
21016,ICU,DEP-jC18,111,494,34,11 AM - 9 PM,no,20014
38754,Pharmacy,DEP-xD48,30,241,66,11 AM - 8 PM,yes,63898
94,Radiology,DEP-Ul86,41,347,8,7 AM - 6 PM,no,55369
2453,Pharmacy,DEP-XN95,34,232,21,6 AM - 6 PM,no,37098
31298,Dermatology,DEP-QI51,162,232,7,8 AM - 6 PM,yes,7094
50789,Emergency,DEP-RF38,49,442,81,7 AM - 10 PM,yes,57918
72281,ICU,DEP-su29,192,135,70,8 AM - 10 PM,no,96379
53713,Laboratory,DEP-gH51,77,188,88,11 AM - 9 PM,no,49355
86362,Neurology,DEP-il10,136,346,46,12 AM - 5 PM,yes,23544
4099,Orthopedics,DEP-Fm31,132,194,48,12 AM - 7 PM,no,4455
12943,Surgery,DEP-Py09,41,102,28,7 AM - 8 PM,yes,87914
86235,Pediatrics,DEP-NS78,143,364,89,12 AM - 8 PM,yes,48145
77371,Dermatology,DEP-xo40,117,89,15,12 AM - 5 PM,yes,29482
79423,Oncology,DEP-nP10,89,209,89,8 AM - 5 PM,no,77709
64409,ICU,DEP-ZO17,133,440,44,7 AM - 9 PM,no,42628
7956,Cardiology,DEP-VA58,190,467,16,7 AM - 5 PM,yes,72883
48374,Pharmacy,DEP-rH09,58,207,17,7 AM - 5 PM,yes,93552
5328,Dermatology,DEP-en14,176,440,15,6 AM - 4 PM,no,78525
68089,Dermatology,DEP-Uo11,10,150,14,6 AM - 10 PM,yes,16884
69685,Oncology,DEP-mH63,30,179,6,6 AM - 6 PM,yes,11090
86098,Neurology,DEP-Ol39,200,113,78,7 AM - 8 PM,yes,11
73193,Orthopedics,DEP-Vg86,171,229,4,6 AM - 5 PM,no,64283
83705,ICU,DEP-RD95,89,230,21,12 AM - 8 PM,yes,12977
92084,Emergency,DEP-kY61,145,84,13,12 AM - 8 PM,yes,17590
23644,Emergency,DEP-Gv86,55,416,25,8 AM - 5 PM,yes,72069
86184,Pharmacy,DEP-MC28,25,159,65,12 AM - 9 PM,no,88673
46179,Surgery,DEP-ux58,178,351,24,9 AM - 9 PM,yes,91331
54046,Orthopedics,DEP-Mp65,90,244,55,7 AM - 8 PM,yes,49668
73812,Dermatology,DEP-yX83,28,439,41,6 AM - 7 PM,yes,71875
72120,Emergency,DEP-CC45,34,303,98,8 AM - 9 PM,no,19179
52047,Emergency,DEP-sM00,184,70,11,8 AM - 7 PM,yes,13762
2136,Dermatology,DEP-ta82,72,283,77,11 AM - 6 PM,no,45731
39365,Pediatrics,DEP-ub33,141,258,38,12 AM - 7 PM,yes,98549
90402,Neurology,DEP-GJ48,121,397,48,7 AM - 4 PM,no,1244
74798,Laboratory,DEP-gc92,26,252,57,10 AM - 9 PM,yes,6929
60341,Neurology,DEP-iq52,36,252,52,11 AM - 8 PM,yes,92639
48114,Pharmacy,DEP-oq93,43,83,47,7 AM - 6 PM,yes,56068
39361,ICU,DEP-zK19,103,112,30,12 AM - 7 PM,no,53282
28499,Radiology,DEP-YE15,195,415,99,10 AM - 8 PM,no,21641
22662,Laboratory,DEP-gM79,102,232,61,11 AM - 8 PM,no,88740
84181,Oncology,DEP-UZ40,130,192,19,12 AM - 7 PM,yes,69783
75534,Neurology,DEP-Xd61,64,300,64,7 AM - 9 PM,yes,55702
43829,Cardiology,DEP-Ah56,25,427,7,12 AM - 4 PM,no,89663
29716,Laboratory,DEP-OX90,6,141,49,10 AM - 9 PM,no,29500
82862,Orthopedics,DEP-tH60,77,368,80,6 AM - 10 PM,yes,64947
5397,Laboratory,DEP-Kj58,192,316,99,9 AM - 10 PM,no,15448
42838,Pediatrics,DEP-jd83,75,388,64,9 AM - 8 PM,no,39953
88294,Emergency,DEP-WM67,87,464,70,10 AM - 4 PM,yes,7536
75399,Dermatology,DEP-oB81,30,246,58,8 AM - 10 PM,no,24400
37982,Oncology,DEP-iv62,117,68,5,7 AM - 8 PM,no,67412
10819,Pharmacy,DEP-Vd79,42,301,56,7 AM - 6 PM,no,32785
71847,Oncology,DEP-fz64,195,106,73,11 AM - 7 PM,no,14246
65774,Oncology,DEP-Wi62,143,487,21,10 AM - 4 PM,no,56880
63035,Radiology,DEP-Fz83,126,352,49,10 AM - 9 PM,no,51713
85491,Radiology,DEP-JN93,82,81,4,10 AM - 4 PM,yes,87194
96425,Surgery,DEP-pe83,89,464,95,10 AM - 4 PM,no,93627
34898,Dermatology,DEP-RK65,24,269,45,8 AM - 7 PM,no,17225
11743,Cardiology,DEP-Bx16,169,175,32,7 AM - 9 PM,no,89710
45653,ICU,DEP-wM35,21,402,9,12 AM - 6 PM,yes,62939
85905,Surgery,DEP-kw04,43,60,69,8 AM - 4 PM,no,67009
80769,Laboratory,DEP-jC79,108,340,66,9 AM - 6 PM,yes,87337
5882,Pharmacy,DEP-Rx33,120,351,3,8 AM - 7 PM,no,24729
99317,Surgery,DEP-Vd11,146,100,63,6 AM - 9 PM,yes,35895
