equipment_name,department_id
Ventilator,80777
Surgical Light,92090
MRI Scanner,86661
MRI Scanner,58805
CT Scanner,9846
MRI Scanner,6672
Anesthesia Machine,48927
Surgical Light,70663
ECG Monitor,38475
Anesthesia Machine,82729
Ultrasound,84275
Surgical Light,63998
Defibrillator,60339
Surgical Light,675
Anesthesia Machine,1161
MRI Scanner,11107
Infusion Pump,16232
Anesthesia Machine,86066
Dialysis Machine,49061
ECG Monitor,70310
Anesthesia Machine,57587
ECG Monitor,56880
Infusion Pump,14505
Ultrasound,51713
Anesthesia Machine,87320
Defibrillator,15570
ECG Monitor,89356
Infusion Pump,52412
CT Scanner,14139
Patient Monitor,65536
MRI Scanner,44845
X-Ray Machine,56928
Infusion Pump,99732
Defibrillator,95584
Infusion Pump,15075
Infusion Pump,26006
Ultrasound,65841
Ventilator,82432
Surgical Light,52596
X-Ray Machine,55876
Ventilator,6678
Patient Monitor,91771
Ventilator,62809
Patient Monitor,6770
Ventilator,36773
Defibrillator,6233
X-Ray Machine,86563
Ventilator,36721
Dialysis Machine,33064
Dialysis Machine,14618
CT Scanner,17079
Ventilator,47367
Ultrasound,31228
Infusion Pump,11433
CT Scanner,78883
ECG Monitor,24960
Infusion Pump,71641
Ultrasound,62154
X-Ray Machine,5742
CT Scanner,93271
MRI Scanner,58783
ECG Monitor,54919
Defibrillator,21880
Surgical Light,37965
Defibrillator,90938
Ultrasound,69791
X-Ray Machine,98399
Ventilator,51150
Surgical Light,24125
Patient Monitor,77609
Ventilator,92766
Ultrasound,38844
X-Ray Machine,29350
Infusion Pump,5123
Dialysis Machine,6752
Infusion Pump,183
Infusion Pump,10911
ECG Monitor,53522
Infusion Pump,82045
MRI Scanner,36659
CT Scanner,86155
Defibrillator,90192
Dialysis Machine,79212
Infusion Pump,42501
Ultrasound,98683
Ultrasound,95657
Surgical Light,12280
Ventilator,23083
MRI Scanner,23646
MRI Scanner,23295
ECG Monitor,18811
Infusion Pump,84557
Surgical Light,17995
Anesthesia Machine,50330
Anesthesia Machine,84473
Infusion Pump,10957
ECG Monitor,1769
Dialysis Machine,44353
MRI Scanner,99571
CT Scanner,43483
Defibrillator,71241
X-Ray Machine,5836
ECG Monitor,67048
Patient Monitor,3145
Ventilator,46309
Defibrillator,90015
Ventilator,29428
MRI Scanner,80700
Defibrillator,5681
MRI Scanner,43888
Surgical Light,19689
Dialysis Machine,13621
Ultrasound,34786
Ventilator,85964
Dialysis Machine,58549
ECG Monitor,56027
CT Scanner,16716
Defibrillator,64776
Dialysis Machine,78871
Infusion Pump,32231
Dialysis Machine,70614
ECG Monitor,50413
Surgical Light,69067
Anesthesia Machine,30827
Surgical Light,47500
CT Scanner,7808
X-Ray Machine,38626
CT Scanner,31784
Defibrillator,18061
Ventilator,3453
Ventilator,13894
Dialysis Machine,20732
Ventilator,10353
X-Ray Machine,54590
Ultrasound,18364
Surgical Light,94707
Dialysis Machine,91127
Defibrillator,7864
Dialysis Machine,65967
MRI Scanner,89116
MRI Scanner,74981
MRI Scanner,55531
X-Ray Machine,49487
Patient Monitor,7339
Ventilator,73307
Infusion Pump,62575
Dialysis Machine,7165
Infusion Pump,14208
X-Ray Machine,43970
Surgical Light,70984
Dialysis Machine,1438
X-Ray Machine,83674
Ventilator,74727
Surgical Light,63413
Ventilator,40449
X-Ray Machine,52184
Defibrillator,51202
Surgical Light,12763
Patient Monitor,65821
ECG Monitor,50084
Surgical Light,21131
Ventilator,12227
Dialysis Machine,85749
Dialysis Machine,95514
Dialysis Machine,58652
Infusion Pump,81719
Patient Monitor,89505
Surgical Light,79544
ECG Monitor,12767
Infusion Pump,71714
MRI Scanner,41119
Ventilator,36715
Ventilator,9323
Anesthesia Machine,33557
CT Scanner,63997
Defibrillator,53612
Surgical Light,67171
ECG Monitor,54158
Patient Monitor,5593
Patient Monitor,32088
Anesthesia Machine,38097
MRI Scanner,9565
Surgical Light,12255
Infusion Pump,70138
ECG Monitor,95915
Anesthesia Machine,26145
Surgical Light,44882
Surgical Light,97161
Ultrasound,71444
Patient Monitor,27979
MRI Scanner,49844
Surgical Light,62050
Infusion Pump,99433
X-Ray Machine,23082
Dialysis Machine,53093
Anesthesia Machine,55013
Patient Monitor,24127
Surgical Light,98720
Defibrillator,54932
X-Ray Machine,21061
Anesthesia Machine,51005
Ultrasound,26025
MRI Scanner,42432
Surgical Light,19331
Patient Monitor,88335
CT Scanner,481
Ultrasound,83744
MRI Scanner,97741
Infusion Pump,21771
Ventilator,27494
Defibrillator,47683
X-Ray Machine,16350
Defibrillator,46101
Patient Monitor,44017
Ultrasound,48905
Defibrillator,71141
Dialysis Machine,90249
Surgical Light,13005
Infusion Pump,2153
Patient Monitor,98296
Patient Monitor,58209
MRI Scanner,87518
Patient Monitor,59589
X-Ray Machine,61548
Dialysis Machine,54124
Ultrasound,29351
Dialysis Machine,34668
Ventilator,544
Anesthesia Machine,20103
Infusion Pump,41611
Dialysis Machine,31697
Defibrillator,84467
Ventilator,56243
X-Ray Machine,52837
Infusion Pump,16558
Dialysis Machine,51381
Ventilator,26707
Dialysis Machine,1512
Ventilator,92743
Anesthesia Machine,3314
Patient Monitor,46939
Anesthesia Machine,38918
Anesthesia Machine,49559
Patient Monitor,18844
ECG Monitor,60178
Surgical Light,37022
Infusion Pump,64781
Ultrasound,64361
Ultrasound,82009
ECG Monitor,49185
Dialysis Machine,86463
ECG Monitor,44932
Ultrasound,71628
ECG Monitor,33357
ECG Monitor,70248
Patient Monitor,19968
Ultrasound,3866
Patient Monitor,95386
Patient Monitor,26114
Infusion Pump,85449
Ventilator,64985
Infusion Pump,32780
Ventilator,36842
Dialysis Machine,77015
Patient Monitor,94641
ECG Monitor,78162
ECG Monitor,79599
CT Scanner,46257
Surgical Light,4424
Anesthesia Machine,38466
Dialysis Machine,3924
Defibrillator,56280
Defibrillator,28204
Ventilator,41215
X-Ray Machine,1428
ECG Monitor,42147
MRI Scanner,78879
ECG Monitor,73525
Patient Monitor,9807
CT Scanner,57043
Ventilator,6509
Infusion Pump,55212
Anesthesia Machine,78830
ECG Monitor,75551
Patient Monitor,60525
Infusion Pump,69142
Ultrasound,9103
Ultrasound,94798
Dialysis Machine,45327
ECG Monitor,41048
Dialysis Machine,39117
Patient Monitor,49008
ECG Monitor,6269
X-Ray Machine,90124
CT Scanner,25055
Surgical Light,34037
Patient Monitor,9835
Surgical Light,49749
Ultrasound,60384
Ultrasound,98701
MRI Scanner,87586
Anesthesia Machine,75744
Dialysis Machine,95795
Ultrasound,38828
Anesthesia Machine,86439
Ultrasound,7899
MRI Scanner,13701
CT Scanner,69159
Defibrillator,92866
Ventilator,17047
Patient Monitor,81327
Infusion Pump,24635
CT Scanner,89950
Anesthesia Machine,19305
X-Ray Machine,31531
MRI Scanner,3746
Dialysis Machine,34809
X-Ray Machine,56554
Defibrillator,56472
Anesthesia Machine,35728
Infusion Pump,50137
Infusion Pump,52781
Anesthesia Machine,79619
Ultrasound,89281
ECG Monitor,15097
Ventilator,31295
ECG Monitor,29683
Anesthesia Machine,13278
MRI Scanner,22417
CT Scanner,92517
Anesthesia Machine,12352
Surgical Light,62489
Ultrasound,89318
Dialysis Machine,59666
Patient Monitor,56088
Patient Monitor,10089
MRI Scanner,62105
X-Ray Machine,61940
Defibrillator,89135
X-Ray Machine,21928
MRI Scanner,96493
Defibrillator,45977
Infusion Pump,33231
X-Ray Machine,39470
Patient Monitor,78085
ECG Monitor,68066
MRI Scanner,86424
MRI Scanner,32029
ECG Monitor,97565
Surgical Light,14146
Surgical Light,22931
CT Scanner,77220
Ventilator,5387
ECG Monitor,80264
Infusion Pump,74273
Anesthesia Machine,65395
Dialysis Machine,68575
Dialysis Machine,21313
Infusion Pump,38630
X-Ray Machine,37095
Dialysis Machine,40084
Infusion Pump,84
ECG Monitor,65797
Ultrasound,35477
CT Scanner,10579
Ventilator,46482
X-Ray Machine,12863
Patient Monitor,22715
Infusion Pump,75781
Anesthesia Machine,54566
ECG Monitor,11219
Patient Monitor,71543
X-Ray Machine,12588
MRI Scanner,41059
Patient Monitor,56055
Ventilator,3627
ECG Monitor,11590
Surgical Light,31804
Anesthesia Machine,81381
Ultrasound,99003
X-Ray Machine,780
Surgical Light,11096
Anesthesia Machine,43710
Defibrillator,63106
Defibrillator,76626
Dialysis Machine,67667
Ventilator,17878
CT Scanner,40749
Defibrillator,26306
Anesthesia Machine,79140
CT Scanner,26777
X-Ray Machine,58171
X-Ray Machine,53026
Infusion Pump,34114
Ventilator,16147
Ultrasound,24223
MRI Scanner,97211
ECG Monitor,38015
Defibrillator,48147
Ultrasound,14068
Infusion Pump,3666
ECG Monitor,51043
Ventilator,84555
ECG Monitor,18258
Surgical Light,20750
Patient Monitor,45722
Surgical Light,22871
MRI Scanner,44471
ECG Monitor,99956
Anesthesia Machine,63405
Ventilator,23642
Patient Monitor,68869
Ultrasound,77182
MRI Scanner,52923
Anesthesia Machine,20863
CT Scanner,65461
Infusion Pump,96029
ECG Monitor,50342
X-Ray Machine,32831
Defibrillator,57872
Anesthesia Machine,22815
Dialysis Machine,49496
Patient Monitor,25653
ECG Monitor,37498
Patient Monitor,56893
CT Scanner,3177
Anesthesia Machine,18423
ECG Monitor,74487
Ventilator,89438
Surgical Light,74759
Ultrasound,81065
Ultrasound,57524
X-Ray Machine,10242
Infusion Pump,65367
X-Ray Machine,43374
Infusion Pump,92179
Patient Monitor,9801
Surgical Light,80117
Ventilator,7424
Defibrillator,34478
Patient Monitor,34194
Dialysis Machine,18256
Infusion Pump,99266
Dialysis Machine,73905
Anesthesia Machine,54557
Ultrasound,62753
Ultrasound,13639
Anesthesia Machine,85240
Surgical Light,29852
CT Scanner,25712
Dialysis Machine,89600
Infusion Pump,50741
Dialysis Machine,55945
Patient Monitor,15465
Ventilator,44974
CT Scanner,12057
Surgical Light,98640
CT Scanner,1952
MRI Scanner,16608
Dialysis Machine,41173
Dialysis Machine,38327
Ultrasound,86190
Surgical Light,71256
Dialysis Machine,46787
X-Ray Machine,48094
X-Ray Machine,69054
Ventilator,65987
Dialysis Machine,92471
Infusion Pump,26680
CT Scanner,97243
Anesthesia Machine,95015
Ultrasound,57708
Patient Monitor,35428
Surgical Light,11074
Infusion Pump,64927
CT Scanner,5821
Dialysis Machine,86497
Infusion Pump,39996
MRI Scanner,3406
Infusion Pump,98738
X-Ray Machine,44688
Dialysis Machine,95581
Defibrillator,94541
Infusion Pump,75052
Surgical Light,49976
MRI Scanner,36791
Dialysis Machine,71146
Infusion Pump,5060
Anesthesia Machine,86406
ECG Monitor,40225
Patient Monitor,58170
MRI Scanner,61137
Defibrillator,72955
ECG Monitor,10426
MRI Scanner,8394
Patient Monitor,36194
Ultrasound,82619
Surgical Light,6498
CT Scanner,24150
MRI Scanner,5499
Defibrillator,33954
Ventilator,70836
Patient Monitor,14308
CT Scanner,66982
Dialysis Machine,74758
MRI Scanner,55898
CT Scanner,85456
Infusion Pump,4083
MRI Scanner,19669
ECG Monitor,27719
Defibrillator,97261
X-Ray Machine,28163
X-Ray Machine,95192
Anesthesia Machine,10281
Patient Monitor,75292
Anesthesia Machine,15891
Defibrillator,86402
Ventilator,35282
Defibrillator,43081
Infusion Pump,41263
Defibrillator,53729
Defibrillator,66275
CT Scanner,79327
Anesthesia Machine,30115
Anesthesia Machine,53427
Dialysis Machine,37602
X-Ray Machine,53543
Anesthesia Machine,64775
Ventilator,21859
CT Scanner,72689
X-Ray Machine,56547
Dialysis Machine,67488
Defibrillator,16705
Dialysis Machine,38455
X-Ray Machine,79791
Patient Monitor,9666
Ultrasound,58950
MRI Scanner,91765
MRI Scanner,77274
ECG Monitor,77798
Infusion Pump,59444
Anesthesia Machine,66672
Patient Monitor,30443
Dialysis Machine,73941
Defibrillator,55927
Dialysis Machine,99260
Defibrillator,95811
Ultrasound,75384
Ultrasound,37328
Infusion Pump,63784
Ventilator,34003
X-Ray Machine,36520
ECG Monitor,66676
Ultrasound,70756
Patient Monitor,3378
CT Scanner,55902
MRI Scanner,38658
Anesthesia Machine,64651
Defibrillator,95896
Surgical Light,97553
MRI Scanner,66461
Ultrasound,96406
Ultrasound,5027
CT Scanner,68327
CT Scanner,82061
Surgical Light,76853
MRI Scanner,34771
Infusion Pump,96149
Surgical Light,83200
Anesthesia Machine,28074
Patient Monitor,23345
MRI Scanner,80396
Ultrasound,45705
Patient Monitor,39334
MRI Scanner,64254
Defibrillator,63040
Infusion Pump,98954
Ultrasound,86824
Dialysis Machine,41799
Ultrasound,92382
MRI Scanner,78781
X-Ray Machine,35117
Dialysis Machine,7969
ECG Monitor,41630
Ultrasound,55731
Patient Monitor,63636
Surgical Light,40437
Ventilator,21828
Surgical Light,16936
Surgical Light,2767
Anesthesia Machine,43684
Ventilator,6450
Ultrasound,26009
ECG Monitor,30059
X-Ray Machine,54184
Anesthesia Machine,1787
Dialysis Machine,13437
Ultrasound,5542
Defibrillator,30147
ECG Monitor,16206
ECG Monitor,35389
MRI Scanner,94648
Dialysis Machine,71001
Surgical Light,77095
Patient Monitor,42431
X-Ray Machine,39603
Anesthesia Machine,34638
Anesthesia Machine,56299
Defibrillator,36511
Dialysis Machine,66400
Infusion Pump,95362
MRI Scanner,93661
Ventilator,3262
Anesthesia Machine,62495
Anesthesia Machine,43572
Defibrillator,22184
Dialysis Machine,10995
Ventilator,68603
Patient Monitor,64673
Defibrillator,44285
Defibrillator,74096
X-Ray Machine,90491
ECG Monitor,71511
Defibrillator,42183
X-Ray Machine,96951
Dialysis Machine,10158
Infusion Pump,21245
Ultrasound,57357
Ultrasound,22376
ECG Monitor,71707
Patient Monitor,15411
X-Ray Machine,35534
Infusion Pump,73899
MRI Scanner,89787
Dialysis Machine,68076
Defibrillator,27606
Defibrillator,93727
Dialysis Machine,23491
Dialysis Machine,40873
X-Ray Machine,70481
Defibrillator,81916
Ultrasound,45934
ECG Monitor,1851
Ultrasound,76607
Ventilator,52857
Anesthesia Machine,26553
CT Scanner,36698
Infusion Pump,16607
Ventilator,50193
CT Scanner,79269
Dialysis Machine,27434
Patient Monitor,11971
Ultrasound,62320
MRI Scanner,17953
ECG Monitor,61825
Defibrillator,15374
Anesthesia Machine,50532
Surgical Light,41546
Surgical Light,21773
MRI Scanner,57887
CT Scanner,73125
Ultrasound,47931
Surgical Light,28020
Patient Monitor,49047
Anesthesia Machine,47315
Dialysis Machine,40683
Ultrasound,65902
Infusion Pump,84832
Ultrasound,91160
Ventilator,74996
ECG Monitor,59569
MRI Scanner,84875
Ultrasound,3779
Ultrasound,23187
Patient Monitor,58114
CT Scanner,36369
Patient Monitor,43603
Infusion Pump,48005
Ultrasound,54575
Patient Monitor,65735
Surgical Light,58117
Patient Monitor,90271
Ultrasound,97888
Defibrillator,45964
Ultrasound,91264
Dialysis Machine,15238
Ventilator,24334
ECG Monitor,49090
Defibrillator,40341
Infusion Pump,49716
Dialysis Machine,74060
Anesthesia Machine,35756
Ventilator,91430
ECG Monitor,46550
ECG Monitor,84125
Ventilator,22344
Dialysis Machine,70510
Infusion Pump,45471
Infusion Pump,66029
CT Scanner,27619
Patient Monitor,4121
Infusion Pump,24435
Ventilator,42335
Ultrasound,77121
Ventilator,82506
Ventilator,43871
Defibrillator,40144
MRI Scanner,98572
Surgical Light,59827
Ultrasound,95807
Patient Monitor,94813
X-Ray Machine,88939
MRI Scanner,66448
ECG Monitor,35305
Dialysis Machine,21499
Surgical Light,91439
Surgical Light,18290
Patient Monitor,11848
Defibrillator,60124
ECG Monitor,86325
X-Ray Machine,40308
Ultrasound,57219
Ventilator,72790
Ultrasound,45182
Defibrillator,51648
Surgical Light,60749
Ultrasound,41727
Infusion Pump,37118
Dialysis Machine,9392
Anesthesia Machine,76864
Anesthesia Machine,30822
Ventilator,208
ECG Monitor,10127
Infusion Pump,5799
Patient Monitor,44510
Anesthesia Machine,37350
Patient Monitor,4564
Infusion Pump,52194
Infusion Pump,10831
X-Ray Machine,1602
Patient Monitor,66449
Ventilator,85697
X-Ray Machine,39708
X-Ray Machine,15198
Patient Monitor,62068
Dialysis Machine,23440
Infusion Pump,88436
X-Ray Machine,92741
Dialysis Machine,80546
Anesthesia Machine,36924
MRI Scanner,48117
Dialysis Machine,33072
MRI Scanner,3084
CT Scanner,46777
Anesthesia Machine,39017
MRI Scanner,95932
MRI Scanner,32588
Defibrillator,16522
X-Ray Machine,45270
Anesthesia Machine,68623
Ultrasound,42806
CT Scanner,94871
Patient Monitor,10323
X-Ray Machine,2933
MRI Scanner,97345
Ultrasound,25119
Dialysis Machine,67376
Infusion Pump,6400
Ventilator,99708
MRI Scanner,24341
Surgical Light,79249
Anesthesia Machine,35740
Anesthesia Machine,54306
Surgical Light,78522
Infusion Pump,2368
Anesthesia Machine,37726
Infusion Pump,78018
MRI Scanner,73093
MRI Scanner,45398
Dialysis Machine,65401
Dialysis Machine,88209
Defibrillator,86599
MRI Scanner,73574
MRI Scanner,69414
Dialysis Machine,41331
Patient Monitor,81902
ECG Monitor,74041
Dialysis Machine,98485
ECG Monitor,30765
MRI Scanner,79576
Dialysis Machine,27696
Patient Monitor,20855
Anesthesia Machine,98471
Defibrillator,47602
X-Ray Machine,69796
CT Scanner,99198
CT Scanner,23281
Dialysis Machine,43785
X-Ray Machine,50246
Ultrasound,24756
Ultrasound,79915
Surgical Light,74787
Dialysis Machine,32760
ECG Monitor,89700
Ventilator,78819
ECG Monitor,21152
Defibrillator,22965
CT Scanner,38401
Ventilator,60447
Defibrillator,58150
Infusion Pump,84066
Surgical Light,32094
Ultrasound,4236
Patient Monitor,9222
Ultrasound,15857
ECG Monitor,57477
Anesthesia Machine,52218
CT Scanner,67051
Anesthesia Machine,13582
Anesthesia Machine,98772
MRI Scanner,86053
CT Scanner,63254
Defibrillator,84152
Defibrillator,98632
Defibrillator,90334
Dialysis Machine,91692
Infusion Pump,4685
MRI Scanner,3400
Anesthesia Machine,93559
MRI Scanner,74401
Patient Monitor,88247
X-Ray Machine,91105
CT Scanner,50361
Infusion Pump,76445
Defibrillator,34002
Anesthesia Machine,53194
Ventilator,84390
Surgical Light,68594
CT Scanner,22167
Dialysis Machine,49790
MRI Scanner,40541
Ultrasound,79775
Ultrasound,60204
Patient Monitor,47652
Surgical Light,43190
Infusion Pump,70091
ECG Monitor,58541
MRI Scanner,33563
CT Scanner,94028
Anesthesia Machine,34834
ECG Monitor,24905
Dialysis Machine,7977
Surgical Light,76188
Anesthesia Machine,6695
MRI Scanner,15257
X-Ray Machine,13090
Ventilator,63862
MRI Scanner,56328
Ultrasound,25532
Surgical Light,64
X-Ray Machine,64566
Patient Monitor,67397
Defibrillator,32639
CT Scanner,65937
ECG Monitor,23878
X-Ray Machine,61670
Surgical Light,99672
Ultrasound,44883
Surgical Light,14249
Defibrillator,40027
Anesthesia Machine,89751
Dialysis Machine,88065
Ventilator,51935
Defibrillator,20595
Patient Monitor,78017
X-Ray Machine,61863
Patient Monitor,43741
Patient Monitor,55744
CT Scanner,743
Dialysis Machine,84645
Patient Monitor,2553
Ventilator,33545
MRI Scanner,56033
CT Scanner,96864
Defibrillator,57685
Ultrasound,21026
CT Scanner,61587
Ventilator,63837
Surgical Light,49154
Surgical Light,44917
Surgical Light,37255
Defibrillator,9697
Ventilator,77307
MRI Scanner,11535
Anesthesia Machine,71642
ECG Monitor,90383
Infusion Pump,8913
Infusion Pump,97946
Ultrasound,29842
Ventilator,88823
Dialysis Machine,3032
Defibrillator,56011
Defibrillator,69258
X-Ray Machine,74149
Anesthesia Machine,42869
Surgical Light,43745
Anesthesia Machine,73176
Defibrillator,67305
CT Scanner,85219
Surgical Light,56485
ECG Monitor,19949
Ultrasound,75395
Patient Monitor,90778
CT Scanner,38510
CT Scanner,1119
ECG Monitor,33928
X-Ray Machine,42810
Defibrillator,26257
Patient Monitor,20002
Anesthesia Machine,78895
X-Ray Machine,9078
Patient Monitor,27368
Defibrillator,35530
Ventilator,3577
Ventilator,3332
CT Scanner,58564
CT Scanner,49873
MRI Scanner,66414
ECG Monitor,99169
Infusion Pump,79278
Ventilator,27568
ECG Monitor,33460
CT Scanner,951
X-Ray Machine,46488
CT Scanner,85459
X-Ray Machine,85253
Defibrillator,95633
Infusion Pump,23246
Dialysis Machine,20415
Dialysis Machine,8019
Dialysis Machine,38415
Defibrillator,54950
CT Scanner,97251
MRI Scanner,21282
CT Scanner,52907
Ventilator,3732
Dialysis Machine,4485
CT Scanner,49418
Surgical Light,13122
Surgical Light,55034
Ventilator,54404
Defibrillator,83473
MRI Scanner,33667
ECG Monitor,47917
Defibrillator,98136
Defibrillator,67467
CT Scanner,10772
Patient Monitor,13792
Dialysis Machine,95686
Ultrasound,87602
Surgical Light,34960
Dialysis Machine,86665
X-Ray Machine,98033
Anesthesia Machine,23877
Defibrillator,31172
X-Ray Machine,74984
X-Ray Machine,82406
ECG Monitor,59400
ECG Monitor,15442
ECG Monitor,24421
Infusion Pump,71945
X-Ray Machine,68035
CT Scanner,55904
X-Ray Machine,29769
Defibrillator,93414
ECG Monitor,59318
Defibrillator,23935
ECG Monitor,89204
Infusion Pump,97595
CT Scanner,19892
Ventilator,69881
ECG Monitor,69582
Ultrasound,89180
Patient Monitor,93858
Anesthesia Machine,26502
Infusion Pump,51088
Surgical Light,42194
Surgical Light,32942
Ultrasound,80362
Infusion Pump,53788
CT Scanner,31780
X-Ray Machine,51249
ECG Monitor,9244
MRI Scanner,16183
Defibrillator,18665
Ventilator,15373
Surgical Light,82384
Defibrillator,57445
Ventilator,79958
Infusion Pump,94372
Ventilator,33482
Defibrillator,22079
Anesthesia Machine,13506
Surgical Light,31626
X-Ray Machine,83631
ECG Monitor,36158
Ventilator,87422
Surgical Light,13255
Patient Monitor,29017
Ultrasound,13626
Infusion Pump,49259
Ventilator,5518
X-Ray Machine,84237
Defibrillator,31275
Ventilator,79142
ECG Monitor,5225
Patient Monitor,68519
Patient Monitor,56596
Anesthesia Machine,3164
Infusion Pump,3719
Surgical Light,45095
Ultrasound,42534
Ventilator,21049
Defibrillator,42189
ECG Monitor,65514
Defibrillator,70547
Ventilator,94626
CT Scanner,65168
Surgical Light,92719
Ultrasound,57379
Surgical Light,2087
Dialysis Machine,66338
X-Ray Machine,70550
Anesthesia Machine,9952
Dialysis Machine,78377
MRI Scanner,44585
Patient Monitor,50494
Infusion Pump,10775
Patient Monitor,71825
Ultrasound,29421
Infusion Pump,84920
ECG Monitor,31939
Patient Monitor,54332
CT Scanner,54044
Defibrillator,82215
Anesthesia Machine,92634
Infusion Pump,47777
X-Ray Machine,10097
Anesthesia Machine,70552
ECG Monitor,66512
Ultrasound,79179
ECG Monitor,84536
Anesthesia Machine,75269
X-Ray Machine,65160
Patient Monitor,2898
Defibrillator,7542
Defibrillator,8359
CT Scanner,74678
Infusion Pump,64331
Surgical Light,86743
Infusion Pump,88430
Surgical Light,66578
Defibrillator,89302
Dialysis Machine,6943
Dialysis Machine,80458
Patient Monitor,21129
Defibrillator,99460
Dialysis Machine,64877
MRI Scanner,52894
Ventilator,91280
Patient Monitor,12564
Dialysis Machine,56408
Surgical Light,34144
Anesthesia Machine,82969
CT Scanner,12324
CT Scanner,7982
Ultrasound,12516
Anesthesia Machine,610
Anesthesia Machine,74459
Ventilator,24704
X-Ray Machine,28622
Anesthesia Machine,78606
Surgical Light,92585
MRI Scanner,3976
Surgical Light,15765
Anesthesia Machine,89526
Anesthesia Machine,13070
Anesthesia Machine,80372
Defibrillator,50966
Ventilator,8580
Defibrillator,31385
CT Scanner,5451
MRI Scanner,86462
CT Scanner,86967
ECG Monitor,92039
Ultrasound,71615
Dialysis Machine,58707
Patient Monitor,52984
Dialysis Machine,3123
Dialysis Machine,63452
Surgical Light,37643
Patient Monitor,11689
Surgical Light,71144
Ultrasound,70030
Infusion Pump,56859
Ventilator,48604
Defibrillator,24340
Infusion Pump,26687
Anesthesia Machine,80349
Surgical Light,90359
Patient Monitor,86454
Dialysis Machine,48730
X-Ray Machine,78479
Ventilator,55422
MRI Scanner,96552
Infusion Pump,54511
CT Scanner,63991
ECG Monitor,90770
Defibrillator,58868
CT Scanner,14992
CT Scanner,8716
Patient Monitor,97005
X-Ray Machine,37544
Ventilator,99744
ECG Monitor,72712
Ventilator,4678
Infusion Pump,29968
Ultrasound,99947
Dialysis Machine,48614
Infusion Pump,5380
Ventilator,41670
Infusion Pump,44741
CT Scanner,26299
Infusion Pump,38247
Patient Monitor,82210
Patient Monitor,57523
Infusion Pump,78860
Ventilator,18790
CT Scanner,2288
ECG Monitor,48545
MRI Scanner,30626
Patient Monitor,7656
CT Scanner,99899
MRI Scanner,2594
Ventilator,37023
Anesthesia Machine,31151
CT Scanner,83453
Anesthesia Machine,70314
X-Ray Machine,83505
Patient Monitor,48244
Ultrasound,18872
Dialysis Machine,70975
X-Ray Machine,46260
Dialysis Machine,60369
X-Ray Machine,44276
Ventilator,69459
Dialysis Machine,25030
Defibrillator,81117
Infusion Pump,53504
Ultrasound,18524
Defibrillator,59286
Anesthesia Machine,26137
X-Ray Machine,86461
X-Ray Machine,58062
Anesthesia Machine,22589
Anesthesia Machine,84048
Defibrillator,25927
Defibrillator,32204
MRI Scanner,80258
Patient Monitor,11239
Surgical Light,11789
Ultrasound,19739
Infusion Pump,41353
Surgical Light,92222
Defibrillator,73647
Defibrillator,15524
MRI Scanner,73618
Patient Monitor,90434
Ultrasound,58314
Ultrasound,61972
ECG Monitor,2615
Patient Monitor,74961
CT Scanner,88049
Surgical Light,48492
CT Scanner,39335
Dialysis Machine,87674
X-Ray Machine,10888
Ventilator,2091
Ventilator,47869
Ultrasound,68214
Infusion Pump,6817
CT Scanner,56747
ECG Monitor,99583
Anesthesia Machine,4112
Infusion Pump,75189
Dialysis Machine,61619
Anesthesia Machine,88067
Ventilator,67185
Surgical Light,17346
Defibrillator,36915
Surgical Light,3015
Defibrillator,23213
Surgical Light,11453
CT Scanner,96534
Ventilator,76382
Ventilator,13871
Infusion Pump,18181
Surgical Light,94143
X-Ray Machine,89863
Anesthesia Machine,10408
Patient Monitor,25249
ECG Monitor,79358
Surgical Light,88625
Surgical Light,66530
CT Scanner,34506
Anesthesia Machine,91746
X-Ray Machine,42127
Ventilator,77635
CT Scanner,83964
Ultrasound,45188
ECG Monitor,89591
CT Scanner,8474
X-Ray Machine,96064
Ventilator,10479
Patient Monitor,11564
X-Ray Machine,91498
Dialysis Machine,95308
Defibrillator,62973
Defibrillator,64105
Surgical Light,29899
X-Ray Machine,46254
Surgical Light,52853
Defibrillator,18623
Defibrillator,41513
X-Ray Machine,1828
Infusion Pump,24105
Anesthesia Machine,61903
Dialysis Machine,2841
Patient Monitor,72001
Anesthesia Machine,79537
X-Ray Machine,63876
Dialysis Machine,42373
X-Ray Machine,30821
Infusion Pump,54571
ECG Monitor,20788
X-Ray Machine,56229
X-Ray Machine,69420
Ventilator,90244
Infusion Pump,8273
Surgical Light,32258
MRI Scanner,40964
Ventilator,75657
MRI Scanner,82926
Infusion Pump,79873
X-Ray Machine,61571
Ultrasound,50350
Defibrillator,69367
Dialysis Machine,34866
Dialysis Machine,25320
Anesthesia Machine,7736
Infusion Pump,400
Defibrillator,73646
Anesthesia Machine,41178
Infusion Pump,84651
Defibrillator,38747
Patient Monitor,66077
Infusion Pump,55442
Infusion Pump,18882
X-Ray Machine,84408
CT Scanner,19348
Surgical Light,77836
MRI Scanner,59761
Ultrasound,16847
ECG Monitor,42799
MRI Scanner,41322
ECG Monitor,56919
Ultrasound,80357
Dialysis Machine,99154
ECG Monitor,94735
X-Ray Machine,18338
Infusion Pump,93566
Surgical Light,46803
Patient Monitor,98415
Infusion Pump,8146
Dialysis Machine,51903
Dialysis Machine,58785
CT Scanner,29805
Surgical Light,73096
CT Scanner,29559
ECG Monitor,99421
Dialysis Machine,41872
