workload_hours_week,doctor_id,department_id
13,69634,1832
47,82958,36943
45,68623,12934
45,83599,48033
31,55381,14067
52,25119,28085
17,61986,99799
36,88006,68121
32,27149,92370
52,41701,10780
58,93327,37173
37,50992,90052
56,60548,38088
13,86599,62347
28,27204,64441
48,61260,86317
29,3068,52510
32,17261,8481
16,74808,77982
46,54811,95053
42,69796,76273
23,20574,84388
19,22579,79058
52,83416,19316
40,42601,64138
24,97381,3895
16,60000,88880
32,42300,89024
45,89610,81688
33,79168,68150
17,902,86781
58,9222,71098
27,93685,58997
46,5230,4716
24,19134,39720
37,44542,40954
45,84152,74560
59,44884,75000
49,77912,66412
49,93559,77469
53,57653,37281
51,33725,5913
45,34002,97262
11,84390,44729
48,22167,46840
52,8487,32011
54,15675,77664
27,97813,44249
11,52231,4899
21,70481,55203
27,33563,77068
54,5273,51157
58,68492,64010
29,12880,65898
31,15257,47622
32,39316,9872
10,25532,6230
21,78820,29607
19,39274,12416
46,82040,74242
52,61670,45523
35,44883,39309
14,27946,54304
19,27563,59405
57,20701,92187
50,95219,27912
11,19003,80533
15,99967,7848
57,84645,19365
43,93935,39357
23,73147,83090
34,14003,84678
36,6029,30950
39,49154,25154
31,14553,60838
20,19893,84793
33,75069,17882
29,93244,36408
56,42109,94696
30,97996,78852
59,6295,88037
46,42869,30938
48,73176,15812
15,25020,33004
13,96853,16027
19,90778,51111
20,51111,14000
58,88413,53526
49,93703,69922
13,69916,55545
53,41331,18993
15,30537,40392
27,3332,86798
38,26035,50422
52,94964,15997
37,46974,1031
41,47167,99177
48,52469,57520
38,39412,35918
36,95633,54127
27,16770,34205
23,27502,78920
58,22890,3584
42,3929,84030
17,3732,82352
32,6094,14526
37,12074,85089
17,57726,41864
28,16803,34167
53,25727,36935
53,94013,23840
47,86424,2717
41,75650,82133
43,75938,34312
52,23877,56217
29,63016,48224
12,81436,94186
24,24421,88291
35,12648,26626
48,3331,64771
13,72150,78654
10,66155,24820
23,26041,19129
29,69881,80960
23,83218,89688
59,26502,17459
18,62461,93498
58,40842,33584
26,63036,6830
28,51249,79478
30,16183,66131
17,99691,87983
10,86562,76085
41,44744,64597
57,82168,41591
37,13506,15314
21,7425,36831
18,66561,80338
34,93466,21624
44,34832,72833
55,79511,30128
24,84237,21437
42,88160,5346
45,57703,63596
52,97568,19405
32,43117,37239
14,47000,27839
35,60057,74814
57,84972,65288
12,43747,89300
37,11853,13902
11,26496,60323
39,22091,77883
14,70550,81574
30,86925,74600
46,13582,84363
37,58004,97491
46,29421,12130
35,19054,52286
55,54332,50921
50,52378,85729
36,34544,56670
28,17628,87231
17,66512,64175
35,45657,73801
11,60324,55382
30,73394,82665
20,46453,44793
49,56469,93537
39,70568,84833
54,18904,57325
33,98889,16749
15,21129,38729
37,95507,5910
16,53421,54135
25,92702,74511
37,46032,10717
47,2673,86714
35,69352,51505
43,9094,39013
15,12709,99267
35,19510,44739
29,40850,97914
57,65228,56858
31,15254,15293
24,24686,60314
31,92751,39688
59,73793,88316
20,37035,17709
14,57034,91230
42,79909,85016
50,24651,70593
17,3665,60742
43,56859,15264
42,28114,58361
22,64916,76706
59,15247,51345
32,23207,82629
32,18568,75846
56,82076,63897
51,49431,94976
19,90770,69246
25,9243,72516
16,21937,62041
19,74725,45451
26,72712,37750
22,4984,30422
21,96776,78918
48,27581,93242
19,23006,96283
58,66269,81506
58,57741,11297
51,7433,20488
14,48545,54523
21,50793,72984
59,9689,46798
50,37023,8344
41,83453,29712
39,18927,33793
58,96994,73010
46,29751,79205
58,60369,59917
47,87211,79908
38,25506,13816
53,84410,20582
46,39363,65325
51,72311,43857
50,90959,54493
49,20428,44737
30,96792,34867
50,82324,87162
30,43451,69422
19,8653,56206
38,37976,47418
14,15524,1303
40,36861,41262
38,12723,51546
50,2615,82786
29,58632,89243
60,23230,41116
27,25838,80006
47,2091,26887
13,36732,85463
32,85118,85033
42,35761,4845
14,4112,94225
29,26167,28014
39,48076,68332
38,45382,70770
12,88055,39838
13,99885,7857
33,9884,46461
28,76382,16351
14,13871,683
51,24323,97748
15,6553,69899
49,79358,37294
48,23049,68113
42,24667,76332
34,38891,19209
39,31558,8151
47,8229,58479
45,88347,52789
60,77088,51744
57,59085,55498
12,97644,21344
38,42515,93211
46,20012,69355
51,49998,4273
22,22646,53558
30,35506,37957
48,29850,48688
40,87266,63691
42,37921,77283
19,1699,28256
13,15970,71766
38,62065,63068
16,30597,44279
31,75657,17407
55,30005,99834
15,41085,42626
42,60645,53690
51,93311,70909
21,42888,84661
12,41178,74972
25,38747,84399
55,49284,71019
38,3313,24824
38,58547,86278
43,59761,26975
43,42310,69932
49,94437,5896
20,42809,23659
33,7321,50070
33,19866,71012
28,44323,33496
34,54572,88946
36,58785,23784
59,6879,12942
31,20005,33807
53,37963,31407
48,77289,66666
13,76229,7947
60,82271,8579
50,33590,30636
51,58398,88486
31,50784,85400
14,39139,58455
31,33073,18660
16,27047,32133
45,64445,5477
53,4089,85597
34,95518,35822
28,97235,46061
26,15738,5961
56,3980,39405
52,59669,18304
48,95870,80012
19,65198,83252
31,86063,86805
15,3199,43051
47,85220,79794
52,30345,22745
19,61928,64091
32,96363,85078
29,19350,58350
51,56585,46919
54,59083,91361
52,19012,25295
35,90861,2592
18,13607,80405
48,64117,47579
55,51485,92663
15,83947,83681
29,14129,65578
45,71036,86486
34,27143,8566
51,55301,16702
60,49140,95538
31,89013,90831
18,98686,73415
52,5068,88224
54,32163,15953
57,79116,67797
53,53819,55058
43,23754,51361
15,94939,3325
51,21331,25805
52,26099,82050
37,23151,3148
42,64664,14134
33,79325,43724
11,68835,78638
33,73044,81965
29,62210,7954
21,24483,8523
23,24315,7181
31,97863,8623
59,87282,38655
41,62965,98561
22,22599,86471
24,19058,60844
18,82001,44514
19,51724,77045
14,16688,78010
28,20615,75132
60,4051,55182
16,51546,31870
42,40388,40850
59,73424,98877
44,44880,19087
57,37872,44944
43,40153,76865
12,87776,73328
52,90060,26263
31,22729,87537
59,44220,43403
49,93984,39273
18,16309,59546
48,64887,83724
34,6683,27936
19,41044,43452
20,36353,881
21,55478,3934
54,94315,57725
59,72432,5754
49,22523,22825
20,11950,44540
56,53267,2817
38,14075,88795
12,58479,14544
36,96883,31476
33,26886,69065
53,50842,15531
56,89558,25124
25,32606,41674
38,89979,6054
49,74928,38559
28,11725,82504
58,28722,64092
57,6288,86966
60,32819,50871
38,36505,60852
24,30384,68875
44,22010,76177
25,35264,27158
29,94792,51891
60,35695,20605
40,20435,17606
22,59630,46081
33,8791,67143
53,70971,61282
46,79366,65213
38,21875,23536
39,15143,9946
59,63861,67212
28,58974,29850
59,18653,5017
34,93439,88487
42,19075,89592
43,85646,98616
36,5311,39252
20,40677,53183
22,7849,99766
48,60331,94809
18,57461,76939
26,74232,44650
13,93620,91480
51,50317,73196
40,54837,16822
33,74,86356
45,28717,55799
16,44923,76933
55,73212,18236
43,87523,79036
17,56868,26765
28,39366,24685
15,32602,59183
58,97324,88458
20,86885,79084
27,54293,9108
38,51949,38155
42,44054,48319
19,10788,53852
37,84930,70313
15,48072,50986
24,40601,56649
38,22273,40673
32,80666,89762
11,20629,18702
36,4198,32353
13,66699,60319
35,87327,11941
42,77028,93277
33,37024,22954
25,84451,96107
34,4434,24044
15,24453,5723
33,17419,70482
24,91731,94687
11,43850,72459
30,26510,13791
16,48892,21605
55,96540,60577
51,80245,88555
31,38036,52342
60,82187,32847
19,30270,98130
18,5073,71883
12,5314,36587
28,35865,13174
40,40134,97182
54,86676,1469
18,43068,23322
58,32190,28333
55,86174,68534
40,47373,58194
38,20390,49465
49,23458,26212
10,60987,1908
15,23120,8280
11,21271,22004
26,46056,14114
23,27834,24844
19,8768,56083
45,42233,46737
56,46585,85720
48,60749,60132
43,72299,85189
37,40902,28647
17,87139,65480
59,54005,22473
28,2979,82689
25,79024,83277
29,41721,2313
17,36243,66981
13,90502,1742
25,55072,16260
36,525,99253
50,14010,18029
60,74581,19879
49,22199,31203
39,35823,17598
14,27657,99679
17,75803,84940
41,65231,43420
48,24164,7087
44,97632,68350
11,14760,792
50,44742,6829
42,49640,22764
46,27103,30973
25,6413,61220
55,98084,32102
19,37151,39728
28,76871,26398
37,62499,49508
10,30726,66229
49,33398,63176
32,14040,99465
25,80425,72463
46,19542,40088
36,25351,79432
21,76833,93698
52,32097,547
52,64638,49054
15,30317,97280
43,13449,84023
33,28119,16315
14,36754,57186
43,15568,64044
44,21893,55579
42,53976,47371
60,91275,59699
42,96849,75804
45,30699,12098
11,60405,10531
34,26760,55950
40,8292,86309
12,69865,53950
50,27759,45140
34,93545,98079
33,86575,64451
26,36592,91267
57,60931,37793
11,30112,24431
32,76108,65878
60,16571,24331
14,68822,99505
32,64291,82160
25,81899,10460
56,89304,36275
52,87147,30773
50,83498,13213
16,70651,947
59,49682,68463
47,71535,99793
57,19736,44175
58,56975,89372
31,49531,87173
18,53108,46665
12,29864,91528
32,49194,16108
44,31508,32576
31,81841,86360
51,16044,24633
21,651,47212
59,67589,30612
53,31749,80293
39,22396,86289
54,55023,25569
40,10769,93934
50,20535,11415
21,30025,58495
18,3049,31575
14,75459,86474
55,31646,3830
59,17596,36747
39,90023,87897
12,25471,95081
28,29082,43620
22,61138,8476
12,11982,96469
60,5139,30587
22,99792,11492
12,53372,77620
30,3853,16700
29,68664,220
42,65188,24885
35,81403,47844
44,79127,77434
40,52035,70555
26,25520,28692
12,31475,37144
58,91149,40487
51,5616,75231
22,97485,92293
28,5525,20014
32,52144,6889
59,41992,39203
13,46634,44225
51,63605,51296
31,38063,37098
27,58645,51612
17,96555,76072
33,94877,21455
37,66505,63234
35,2067,98091
57,92558,75455
38,86084,89056
34,19029,62111
31,19258,85209
21,81105,82178
41,38591,31569
54,53453,78139
41,59923,87914
33,40567,82881
43,86840,15286
27,73551,87659
15,15440,75101
56,53245,63463
37,50126,13033
15,63167,70452
37,74908,51615
48,52254,69479
21,21527,70645
44,51206,23680
28,66047,58619
30,6280,75377
16,82557,33654
15,68394,39135
30,6592,86266
52,78490,68084
28,53955,75637
29,81971,79452
38,8754,12977
48,34445,18568
55,41182,72361
37,61235,16841
20,88871,33419
54,31191,52436
38,45215,55750
32,38892,82518
38,51850,73877
12,30999,20118
56,60713,79116
32,83763,69660
49,55032,43169
37,57400,35815
27,67541,12838
50,98339,16187
60,94264,77178
13,65072,91810
14,70860,79621
52,88327,98549
50,13749,97163
35,9535,62503
33,5168,90001
42,37854,18700
57,4444,6929
53,78410,54820
20,96393,61428
11,82059,68235
19,23467,40063
48,86078,10416
53,80481,75407
60,50393,72634
38,16972,66674
12,69748,89800
18,31127,80777
14,49930,92090
25,16361,86661
59,35169,58805
51,18396,9846
33,69822,6672
33,71589,48927
34,89714,70663
46,21978,38475
12,79683,82729
48,73391,84275
19,50630,63998
53,37657,60339
38,67149,675
33,6145,1161
33,47739,11107
38,26515,16232
58,95399,86066
14,6002,49061
46,37156,70310
18,80703,57587
43,17253,56880
33,45654,14505
35,42526,51713
30,57960,87320
51,97098,15570
27,93411,89356
25,10876,52412
17,20439,14139
11,30988,65536
57,27308,44845
21,72816,56928
41,50209,99732
43,55452,95584
34,54169,15075
45,27413,26006
17,13875,65841
26,928,82432
59,68103,52596
26,3175,55876
55,59772,6678
38,47603,91771
23,42655,62809
49,31600,6770
28,61442,36773
54,28478,6233
41,23827,86563
22,96050,36721
17,30992,33064
18,26632,14618
14,97473,17079
38,43597,47367
21,23653,31228
55,57690,11433
38,65234,78883
15,17126,24960
53,95172,71641
30,64087,62154
52,57458,5742
32,83548,93271
55,30970,58783
14,27531,54919
45,21951,21880
44,62648,37965
28,75569,90938
29,15095,69791
20,15476,98399
55,18302,51150
55,16974,24125
54,97331,77609
50,28061,92766
21,1757,38844
60,23086,29350
33,1145,5123
42,2243,6752
24,97270,183
17,91037,10911
22,36105,53522
60,27788,82045
18,18460,36659
25,62824,86155
60,94219,90192
41,29910,79212
11,89712,42501
33,80758,98683
45,59175,95657
46,88744,12280
33,62858,23083
39,7785,23646
45,54076,23295
18,21217,18811
49,48004,84557
15,92314,17995
14,93404,50330
29,36116,84473
35,3249,10957
55,55824,1769
56,716,44353
40,33321,99571
43,76696,43483
36,7547,71241
59,3268,5836
36,16295,67048
46,73783,3145
14,92763,46309
18,77286,90015
30,69361,29428
51,54339,80700
14,28348,5681
38,30578,43888
39,67552,19689
53,8781,13621
43,18293,34786
32,13853,85964
18,86565,58549
59,74915,56027
45,58255,16716
50,71646,64776
47,46668,78871
21,48994,32231
59,6137,70614
18,49840,50413
37,11014,69067
42,21672,30827
13,87854,47500
17,93504,7808
43,55987,38626
19,72510,31784
29,76157,18061
20,79265,3453
20,32591,13894
30,40946,20732
55,20946,10353
24,71658,54590
32,65773,18364
43,62852,94707
28,2890,91127
15,32543,7864
26,53396,65967
22,32587,89116
50,2874,74981
45,16327,55531
27,3703,49487
18,8563,7339
50,71657,73307
29,19065,62575
49,81598,7165
44,80801,14208
15,81073,43970
42,42903,70984
51,80438,1438
20,47358,83674
47,55375,74727
47,53843,63413
19,78576,40449
20,39470,52184
52,89444,51202
49,42844,12763
56,55520,65821
48,59063,50084
31,3786,21131
46,83038,12227
12,79723,85749
11,24476,95514
15,62700,58652
12,8825,81719
51,48825,89505
59,802,79544
46,63071,12767
26,78056,71714
51,94146,41119
23,95741,36715
59,44846,9323
46,60450,33557
36,22915,63997
49,98621,53612
50,85566,67171
11,18342,54158
41,96531,5593
50,27037,32088
44,70634,38097
28,85859,9565
51,5466,12255
29,42598,70138
40,30083,95915
25,57742,26145
53,36549,44882
35,27559,97161
29,92350,71444
39,70337,27979
14,75927,49844
54,7985,62050
13,13717,99433
20,95538,23082
38,17327,53093
36,31230,55013
40,3943,24127
39,6471,98720
23,1953,54932
31,60464,21061
48,73152,51005
19,38728,26025
30,72487,42432
55,98974,19331
30,84084,88335
56,88641,481
32,98513,83744
35,77113,97741
18,87614,21771
58,39202,27494
33,70995,47683
42,80632,16350
45,72608,46101
16,2021,44017
30,83996,48905
25,47581,71141
39,77948,90249
17,59579,13005
27,72521,2153
38,43989,98296
25,11824,58209
19,71016,87518
16,52797,59589
13,43813,61548
28,94503,54124
34,38489,29351
49,378,34668
36,96248,544
25,36059,20103
20,23281,41611
30,11660,31697
46,31505,84467
56,818,56243
30,75282,52837
22,86106,16558
58,29807,51381
20,26163,26707
41,603,1512
42,73632,92743
39,68406,3314
41,78011,46939
29,94496,38918
41,10832,49559
11,46110,18844
15,61377,60178
35,19842,37022
42,56264,64781
39,71033,64361
25,39048,82009
23,36267,49185
47,52044,86463
32,42539,44932
13,13071,71628
13,78777,33357
28,90012,70248
41,41304,19968
48,87406,3866
51,1386,95386
53,94302,26114
40,83062,85449
28,58057,64985
44,92837,32780
10,6310,36842
16,26642,77015
37,28116,94641
18,80403,78162
26,47077,79599
56,47362,46257
33,1710,4424
58,9658,38466
35,31671,3924
33,74747,56280
12,64327,28204
35,82953,41215
13,33436,1428
46,76298,42147
45,12484,78879
22,88705,73525
33,19853,9807
45,851,57043
28,71176,6509
14,55508,55212
34,23485,78830
42,10189,75551
38,15012,60525
58,23715,69142
45,22402,9103
27,560,94798
49,57216,45327
53,98254,41048
49,67733,39117
17,79150,49008
18,76268,6269
16,67359,90124
35,72246,25055
33,17730,34037
60,85830,9835
31,75664,49749
45,1709,60384
33,28707,98701
58,13531,87586
19,12260,75744
22,89414,95795
48,46643,38828
42,85427,86439
35,9702,7899
42,69584,13701
12,70937,69159
12,10637,92866
12,48089,17047
18,98715,81327
55,74754,24635
31,39387,89950
40,40130,19305
43,84832,31531
39,56864,3746
19,87223,34809
48,88277,56554
42,90078,56472
18,40781,35728
30,44411,50137
49,7550,52781
30,90377,79619
20,3668,89281
35,35201,15097
49,94600,31295
57,48590,29683
29,8333,13278
47,2900,22417
31,11473,92517
42,75460,12352
42,59401,62489
44,34825,89318
41,25613,59666
55,40494,56088
46,60017,10089
29,15988,62105
40,48281,61940
11,36616,89135
33,88960,21928
31,88697,96493
53,60660,45977
17,25556,33231
36,91785,39470
47,48167,78085
29,89445,68066
60,55760,86424
56,69348,32029
54,15941,97565
50,94482,14146
11,94258,22931
48,83877,77220
40,79087,5387
26,16934,80264
51,6416,74273
60,66278,65395
59,16342,68575
47,82853,21313
46,92727,38630
24,58014,37095
56,20023,40084
13,33260,84
47,82750,65797
40,27664,35477
20,62755,10579
43,64458,46482
50,39962,12863
56,22874,22715
49,62066,75781
59,41736,54566
34,11334,11219
19,44855,71543
53,77454,12588
25,17968,41059
12,65028,56055
46,74917,3627
54,59494,11590
17,64297,31804
22,3711,81381
11,31094,99003
38,50099,780
30,20780,11096
36,35689,43710
19,93187,63106
36,87212,76626
54,11668,67667
23,4328,17878
36,96877,40749
42,10364,26306
59,26986,79140
49,45844,26777
40,39283,58171
57,74700,53026
56,39129,34114
13,40023,16147
55,33879,24223
18,34576,97211
43,65602,38015
23,87688,48147
45,99647,14068
30,62774,3666
52,61946,51043
40,36456,84555
43,80076,18258
34,13977,20750
30,69306,45722
21,56392,22871
39,72423,44471
44,29205,99956
31,24968,63405
44,59967,23642
32,86938,68869
53,72373,77182
59,49994,52923
56,86856,20863
53,39596,65461
51,6151,96029
54,98514,50342
26,81737,32831
49,28249,57872
40,57799,22815
22,57349,49496
25,32653,25653
27,22680,37498
45,28414,56893
29,8926,3177
24,86758,18423
29,71626,74487
59,90568,89438
28,23970,74759
55,20196,81065
23,23577,57524
54,33386,10242
55,24592,65367
41,11265,43374
30,91342,92179
40,87767,9801
32,38187,80117
45,81189,7424
60,64748,34478
56,32738,34194
27,14809,18256
28,50135,99266
17,25624,73905
46,67969,54557
53,1353,62753
44,9354,13639
34,92011,85240
35,41488,29852
32,22347,25712
59,45782,89600
19,20665,50741
28,28621,55945
12,57133,15465
28,94728,44974
55,86932,12057
15,85813,98640
32,92323,1952
38,9996,16608
51,71229,41173
26,76395,38327
57,88305,86190
40,57965,71256
23,52336,46787
22,38822,48094
44,9843,69054
27,69716,65987
45,14669,92471
54,77087,26680
27,21087,97243
18,53716,95015
16,25782,57708
49,504,35428
57,93032,11074
47,86505,64927
25,56648,5821
25,72851,86497
13,63393,39996
52,52120,3406
43,20323,98738
24,12995,44688
50,78654,95581
24,91791,94541
13,5694,75052
16,70546,49976
36,61222,36791
31,46182,71146
55,65205,5060
40,52330,86406
16,58748,40225
53,87970,58170
59,79669,61137
18,55450,72955
10,63495,10426
45,33411,8394
20,79726,36194
36,68024,82619
51,14000,6498
40,21845,24150
40,15501,5499
51,51997,33954
22,70076,70836
58,75121,14308
28,72229,66982
30,72526,74758
28,48569,55898
51,99584,85456
13,38375,4083
59,38560,19669
15,15507,27719
51,56063,97261
46,33038,28163
24,55304,95192
44,16521,10281
57,55767,75292
56,28240,15891
12,40278,86402
21,29207,35282
36,29520,43081
21,45573,41263
12,86299,53729
35,83898,66275
60,70263,79327
41,22409,30115
21,40976,53427
57,8724,37602
28,58751,53543
12,18500,64775
10,76097,21859
29,26630,72689
46,55218,56547
48,23883,67488
16,8954,16705
31,56989,38455
28,42823,79791
39,13307,9666
51,36597,58950
44,77658,91765
43,17898,77274
41,44755,77798
18,78063,59444
42,92913,66672
39,38077,30443
27,81166,73941
22,73536,55927
17,45682,99260
31,9366,95811
20,24580,75384
56,43013,37328
39,55765,63784
51,23884,34003
26,70303,36520
55,10457,66676
21,86073,70756
10,6159,3378
57,28968,55902
31,60906,38658
60,97571,64651
28,16469,95896
46,31896,97553
53,13246,66461
58,39234,96406
22,69590,5027
21,28446,68327
49,31718,82061
50,11842,76853
35,43818,34771
37,45444,96149
42,5582,83200
30,20762,28074
15,38664,23345
35,13741,80396
52,83206,45705
16,24760,39334
21,63780,64254
18,59413,63040
40,75411,98954
30,99112,86824
25,36466,41799
10,31081,92382
26,59442,78781
34,13848,35117
25,27297,7969
38,58089,41630
58,99743,55731
27,81617,63636
31,71427,40437
29,85879,21828
47,85507,16936
56,7418,2767
46,48658,43684
10,40575,6450
26,3691,26009
51,75279,30059
33,24316,54184
54,81508,1787
25,50001,13437
13,22260,5542
52,51239,30147
17,71264,16206
39,7855,35389
29,60475,94648
20,22500,71001
35,9905,77095
53,41446,42431
42,74642,39603
55,40159,34638
59,17268,56299
29,28137,36511
54,95738,66400
17,49260,95362
50,12369,93661
28,39335,3262
33,47066,62495
49,75362,43572
24,99280,22184
24,67331,10995
18,65562,68603
40,73071,64673
19,74351,44285
39,26424,74096
57,36516,90491
48,15370,71511
33,19403,42183
36,64443,96951
54,99793,10158
45,97488,21245
40,67653,57357
58,3033,22376
44,19958,71707
52,76280,15411
23,50882,35534
58,62918,73899
25,67508,89787
53,32023,68076
58,86789,27606
48,19671,93727
60,42459,23491
15,75334,40873
43,93862,70481
38,18255,81916
43,85539,45934
55,4414,1851
33,61285,76607
14,45146,52857
46,18283,26553
17,23159,36698
13,4155,16607
45,7049,50193
42,97732,79269
22,55996,27434
46,93759,11971
44,95749,62320
19,23292,17953
20,50176,61825
30,97454,15374
43,45838,50532
38,21388,41546
17,51673,21773
53,46017,57887
23,81448,73125
55,35332,47931
47,75783,28020
41,66880,49047
15,35635,47315
42,14478,40683
38,98462,65902
13,36229,84832
39,80276,91160
18,87646,74996
42,23431,59569
36,53104,84875
39,5733,3779
46,24443,23187
13,69191,58114
45,84129,36369
39,26429,43603
53,1730,48005
29,98331,54575
56,98201,65735
11,89619,58117
35,84936,90271
26,1235,97888
10,21711,45964
57,68496,91264
23,29713,15238
47,14557,24334
14,99374,49090
12,63591,40341
37,914,49716
32,46123,74060
54,38425,35756
14,15930,91430
44,72284,46550
13,57997,84125
14,75768,22344
40,7198,70510
12,62959,45471
28,36971,66029
36,17950,27619
21,96808,4121
59,6140,24435
18,72096,42335
59,87522,77121
51,411,82506
56,64301,43871
51,61926,40144
36,64576,98572
33,66412,59827
34,99932,95807
38,38749,94813
34,18526,88939
34,60797,66448
15,98649,35305
53,29919,21499
52,65962,91439
44,43559,18290
18,72745,11848
51,1348,60124
32,27069,86325
17,46941,40308
21,6831,57219
44,51561,72790
35,34040,45182
43,10984,51648
18,41192,60749
56,78037,41727
24,76899,37118
10,52748,9392
58,84340,76864
11,55827,30822
29,20658,208
39,75644,10127
53,1030,5799
56,54160,44510
44,24167,37350
37,59058,4564
44,52436,52194
34,38168,10831
24,36655,1602
25,36521,66449
39,73770,85697
32,95489,39708
19,29473,15198
27,75050,62068
22,7798,23440
56,22497,88436
58,34704,92741
17,56996,80546
12,22235,36924
52,77990,48117
36,31220,33072
49,45678,3084
59,8812,46777
11,95602,39017
25,76139,95932
23,98966,32588
14,77607,16522
16,84555,45270
48,7540,68623
12,80581,42806
38,9863,94871
48,23888,10323
53,81544,2933
55,13090,97345
13,62056,25119
25,91910,67376
57,591,6400
12,25041,99708
35,41654,24341
38,31164,79249
24,83586,35740
44,20096,54306
23,42118,78522
58,71136,2368
59,27390,37726
13,7492,78018
18,43718,73093
42,70973,45398
28,53022,65401
24,47502,88209
56,22121,86599
46,46224,73574
30,22557,69414
46,21302,41331
48,1762,81902
59,5211,74041
53,47357,98485
30,2459,30765
25,32192,79576
29,12274,27696
19,55033,20855
52,52425,98471
43,57137,47602
24,1930,69796
36,55785,99198
29,53787,23281
27,17985,43785
13,98155,50246
45,47449,24756
47,79220,79915
57,62047,74787
21,81228,32760
50,73447,89700
53,35214,78819
37,58803,21152
45,48460,22965
41,90205,38401
13,85568,60447
32,97244,58150
51,77328,84066
52,10178,32094
34,29114,4236
60,95386,9222
43,33607,15857
30,52970,57477
54,11420,52218
36,91197,67051
36,91423,13582
19,53988,98772
29,34997,86053
34,57675,63254
21,71826,84152
58,75318,98632
44,66462,90334
40,26902,91692
25,99082,4685
24,83466,3400
29,73535,93559
55,58036,74401
19,21346,88247
39,76199,91105
13,20937,50361
45,30589,76445
36,80051,34002
36,90041,53194
45,39647,84390
43,80018,68594
18,44561,22167
34,21286,49790
25,19228,40541
26,61797,79775
23,86943,60204
31,76142,47652
51,6079,43190
15,6281,70091
38,59540,58541
33,85364,33563
15,2521,94028
44,36124,34834
56,94271,24905
22,17358,7977
13,59806,76188
27,34676,6695
34,33171,15257
53,1435,13090
48,28173,63862
48,60100,56328
12,79959,25532
14,49208,64
22,55694,64566
58,89085,67397
47,71668,32639
56,48423,65937
52,30254,23878
45,53444,61670
23,22830,99672
40,21729,44883
23,59468,14249
31,79989,40027
29,71848,89751
10,67471,88065
23,39466,51935
22,79692,20595
57,11093,78017
17,38992,61863
57,94945,43741
58,95825,55744
40,64973,743
25,70798,84645
54,17751,2553
48,30425,33545
55,81577,56033
23,4450,96864
35,62109,57685
25,68969,21026
45,96015,61587
30,64323,63837
59,86569,49154
28,25749,44917
34,99850,37255
39,76523,9697
44,5284,77307
51,37566,11535
32,70063,71642
29,90679,90383
26,82558,8913
33,77737,97946
42,79300,29842
41,97253,88823
39,35553,3032
16,84752,56011
56,93955,69258
40,79194,74149
58,89256,42869
30,31266,43745
23,90881,73176
33,91463,67305
30,78684,85219
36,7273,56485
12,66483,19949
46,79314,75395
24,93800,90778
57,82470,38510
19,51091,1119
11,21365,33928
26,38701,42810
45,61654,26257
47,95211,20002
47,58168,78895
56,31965,9078
36,53404,27368
28,1783,35530
19,58775,3577
22,5443,3332
31,84026,58564
24,15818,49873
34,97095,66414
46,20719,99169
25,91241,79278
41,5460,27568
45,64618,33460
51,41814,951
53,11870,46488
31,82477,85459
26,22003,85253
58,41274,95633
41,18289,23246
56,20219,20415
51,8242,8019
57,8893,38415
41,55475,54950
39,9837,97251
20,49201,21282
56,7132,52907
60,75442,3732
32,56319,4485
20,64867,49418
18,90002,13122
56,95818,55034
44,21488,54404
41,90466,83473
21,53067,33667
44,60317,47917
51,81520,98136
13,89916,67467
43,80851,10772
12,38918,13792
14,63343,95686
52,16624,87602
13,79868,34960
58,37269,86665
10,94988,98033
36,26706,23877
18,95697,31172
50,6862,74984
24,39876,82406
14,95410,59400
55,66366,15442
19,1807,24421
10,46770,71945
23,53952,68035
42,84631,55904
39,89049,29769
33,78478,93414
13,41101,59318
49,38875,23935
50,13294,89204
52,80729,97595
49,23914,19892
40,69606,69881
52,44696,69582
41,68990,89180
11,63318,93858
10,91426,26502
44,61281,51088
45,90006,42194
36,485,32942
10,6644,80362
11,971,53788
43,43325,31780
56,64688,51249
27,897,9244
44,38164,16183
28,13960,18665
11,61906,15373
42,55810,82384
54,2605,57445
53,20169,79958
37,43618,94372
21,97872,33482
16,79613,22079
16,20035,13506
43,39167,31626
19,64506,83631
25,29199,36158
22,86227,87422
49,46369,13255
43,61426,29017
26,87161,13626
32,14900,49259
27,94586,5518
60,68157,84237
35,84764,31275
15,94708,79142
33,67679,5225
35,52803,68519
39,11839,56596
46,73810,3164
25,17500,3719
54,75926,45095
24,7420,42534
29,71061,21049
53,92178,42189
15,26545,65514
51,67395,70547
51,39649,94626
58,66260,65168
12,2214,92719
15,23646,57379
35,71720,2087
34,68549,66338
34,85046,70550
45,4803,9952
40,72723,78377
13,86868,44585
50,93565,50494
10,95630,10775
54,63810,71825
20,13126,29421
15,88620,84920
41,96881,31939
37,70437,54332
51,91954,54044
60,26011,82215
31,78871,92634
46,58511,47777
16,46813,10097
43,3242,70552
12,2837,66512
24,66326,79179
23,92591,84536
54,51577,75269
46,43440,65160
40,39332,2898
27,32432,7542
12,38225,8359
14,82862,74678
53,79922,64331
27,10082,86743
44,29874,88430
46,77437,66578
52,96461,89302
12,31636,6943
21,45597,80458
30,73115,21129
11,49486,99460
23,51662,64877
47,17516,52894
19,27362,91280
58,97041,12564
55,83317,56408
35,27694,34144
14,56922,82969
29,50296,12324
20,98361,7982
46,46663,12516
25,12147,610
46,42385,74459
34,89567,24704
53,29975,28622
44,36174,78606
31,25948,92585
